team_id,team_name,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612738,Boston Celtics,13,6,7,0.462,51.83166666666666,9.0,10.4,5.6,26.4,16.0,7.6,7.6,23.6,2,2,15,8,1,12,7,4,5,9,6,12,8,BOSTON CELTICS
1610612751,Brooklyn Nets,1,0,1,0.0,2.3633333333333333,30.5,0.0,0.0,30.5,30.5,0.0,76.2,60.9,14,13,1,13,15,2,13,10,2,14,1,15,15,BROOKLYN NETS
1610612742,Dallas Mavericks,2,1,1,0.5,12.758333333333333,5.6,19.8,0.0,22.6,5.6,5.6,0.0,28.2,12,8,1,6,11,14,1,10,8,3,4,1,11,DALLAS MAVERICKS
1610612743,Denver Nuggets,11,6,5,0.545,38.535,18.7,14.0,1.9,20.6,7.5,10.3,1.9,22.4,3,2,14,5,3,4,4,9,10,4,8,6,7,DENVER NUGGETS
1610612745,Houston Rockets,5,1,4,0.2,22.486666666666668,12.8,8.0,3.2,28.8,17.6,14.4,3.2,19.2,6,8,11,11,6,8,9,8,3,12,10,9,5,HOUSTON ROCKETS
1610612754,Indiana Pacers,1,0,1,0.0,4.155,34.7,0.0,8.7,17.3,17.3,17.3,0.0,17.3,14,13,1,13,14,1,13,3,12,11,13,1,3,INDIANA PACERS
1610612746,LA Clippers,5,2,3,0.4,19.836666666666662,7.3,3.6,0.0,25.4,3.6,16.3,0.0,18.1,6,7,7,9,9,13,12,10,6,2,12,1,4,LA CLIPPERS
1610612747,Los Angeles Lakers,10,6,4,0.6,25.64,9.8,19.7,9.8,25.3,12.6,4.2,2.8,14.0,4,2,11,4,5,11,2,2,7,7,3,8,2,LOS ANGELES LAKERS
1610612748,Miami Heat,14,11,3,0.786,49.90166666666666,13.0,13.0,4.3,27.4,10.8,14.4,4.3,21.6,1,1,7,1,2,7,5,5,4,5,11,11,6,MIAMI HEAT
1610612749,Milwaukee Bucks,5,1,4,0.2,18.375,13.7,7.8,3.9,15.7,0.0,23.5,0.0,27.4,6,8,11,11,10,6,10,6,13,1,15,1,9,MILWAUKEE BUCKS
1610612760,Oklahoma City Thunder,4,3,1,0.75,22.095,17.9,14.7,3.3,19.6,13.0,8.1,3.3,29.3,9,6,1,2,7,5,3,7,11,8,7,10,12,OKLAHOMA CITY THUNDER
1610612755,Philadelphia 76ers,3,0,3,0.0,6.651666666666666,21.6,10.8,0.0,10.8,16.2,10.8,32.5,10.8,11,13,7,13,12,3,6,10,15,10,9,14,1,PHILADELPHIA 76ERS
1610612757,Portland Trail Blazers,2,1,1,0.5,5.415,0.0,0.0,0.0,13.3,33.2,0.0,13.3,39.9,12,8,1,6,13,15,13,10,14,15,1,13,14,PORTLAND TRAIL BLAZERS
1610612761,Toronto Raptors,6,4,2,0.667,29.03833333333333,12.4,6.2,12.4,22.3,12.4,6.2,2.5,34.7,5,5,6,3,4,9,11,1,9,6,5,7,13,TORONTO RAPTORS
1610612762,Utah Jazz,4,1,3,0.25,20.49,10.5,8.8,0.0,31.6,28.1,17.6,0.0,28.1,9,8,7,10,8,10,8,10,1,13,14,1,10,UTAH JAZZ
