close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
1629661,Cameron Johnson,1610612751,BKN,F,27.0,4,4,0.453,3.0,7.25,0.414,0.391,0.023
1628969,Mikal Bridges,1610612751,BKN,G-F,26.0,4,4,0.456,3.5,6.5,0.538,0.394,0.144
203915,Spencer Dinwiddie,1610612751,BKN,G,30.0,4,4,0.367,2.5,5.5,0.455,0.395,0.06
1626220,Royce O'Neale,1610612751,BKN,F,30.0,4,4,0.373,1.0,4.75,0.211,0.389,-0.179
1629651,Nic Claxton,1610612751,BKN,C,24.0,4,4,0.276,1.25,4.0,0.313,0.396,-0.084
1627827,Dorian Finney-Smith,1610612751,BKN,F,30.0,4,3,0.303,1.5,2.5,0.6,0.394,0.206
203552,Seth Curry,1610612751,BKN,G,32.0,3,3,0.438,1.0,2.33,0.429,0.393,0.035
201988,Patty Mills,1610612751,BKN,G,34.0,1,1,0.667,0.0,2.0,0.0,0.394,-0.394
1628410,Edmond Sumner,1610612751,BKN,G,27.0,1,1,1.0,1.0,2.0,0.5,0.389,0.112
203925,Joe Harris,1610612751,BKN,G-F,31.0,4,2,0.263,0.25,1.25,0.2,0.391,-0.191
1630560,Cam Thomas,1610612751,BKN,G,21.0,1,1,0.333,1.0,1.0,1.0,0.385,0.615
1629139,Yuta Watanabe,1610612751,BKN,G-F,28.0,1,1,0.333,0.0,1.0,0.0,0.331,-0.331
1630549,Day'Ron Sharpe,1610612751,BKN,C,21.0,2,1,0.125,0.5,0.5,1.0,0.413,0.587
