season_id,player_id,player,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx,season,season_start,season_end
42016,2594,Kyle Korver,1610612739,CLE,Cleveland Cavaliers,OffScreen,Offensive,0.64,18,0.289,1.115,0.44,0.0,0.038,0.0,0.0,0.423,0.0058,26,29,11,25,14,2016-17,2016,2017
42016,2747,JR Smith,1610612739,CLE,Cleveland Cavaliers,OffScreen,Offensive,0.96,18,0.103,1.667,0.583,0.0,0.0,0.0,0.0,0.583,0.008329999999999999,12,20,7,12,5,2016-17,2016,2017
42016,202681,Kyrie Irving,1610612739,CLE,Cleveland Cavaliers,OffScreen,Offensive,0.92,18,0.031,1.357,0.643,0.0,0.0,0.0,0.0,0.643,0.006790000000000001,14,19,9,14,5,2016-17,2016,2017
42016,201567,Kevin Love,1610612739,CLE,Cleveland Cavaliers,OffScreen,Offensive,0.6,18,0.06,1.059,0.353,0.0,0.0,0.0,0.0,0.353,0.00529,17,18,6,17,11,2016-17,2016,2017
42016,2544,LeBron James,1610612739,CLE,Cleveland Cavaliers,OffScreen,Offensive,0.0,18,0.013,2.0,0.714,0.0,0.0,0.0,0.0,0.714,0.01,7,14,5,7,2,2016-17,2016,2017
42016,101112,Channing Frye,1610612739,CLE,Cleveland Cavaliers,OffScreen,Offensive,0.0,12,0.077,1.6,0.6,0.0,0.0,0.0,0.0,0.6,0.008,5,8,3,5,2,2016-17,2016,2017
42016,2210,Richard Jefferson,1610612739,CLE,Cleveland Cavaliers,OffScreen,Offensive,0.0,14,0.05,1.0,0.5,0.333,0.0,0.333,0.0,0.333,0.0075,3,3,1,2,1,2016-17,2016,2017
42016,101114,Deron Williams,1610612739,CLE,Cleveland Cavaliers,OffScreen,Offensive,0.0,18,0.047,0.75,0.25,0.0,0.0,0.0,0.0,0.25,0.00375,4,3,1,4,3,2016-17,2016,2017
42016,202682,Derrick Williams,1610612739,CLE,Cleveland Cavaliers,OffScreen,Offensive,0.0,8,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,2016-17,2016,2017
42016,202697,Iman Shumpert,1610612739,CLE,Cleveland Cavaliers,OffScreen,Offensive,0.0,17,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,2016-17,2016,2017
