close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
203999,Nikola Jokić,1610612743,DEN,C,28.0,20,20,0.517,6.0,11.7,0.513,0.613,-0.1
1627750,Jamal Murray,1610612743,DEN,G,26.0,20,20,0.395,3.75,6.5,0.577,0.594,-0.017
203932,Aaron Gordon,1610612743,DEN,F,27.0,20,20,0.404,3.2,5.65,0.566,0.621,-0.055
1629008,Michael Porter Jr.,1610612743,DEN,F,25.0,20,20,0.511,3.05,4.8,0.635,0.601,0.034
203484,Kentavious Caldwell-Pope,1610612743,DEN,G,30.0,20,19,0.422,2.65,4.35,0.609,0.597,0.012
1628971,Bruce Brown,1610612743,DEN,G-F,26.0,20,19,0.39,2.25,4.0,0.563,0.595,-0.032
201145,Jeff Green,1610612743,DEN,F,36.0,20,20,0.461,2.25,3.5,0.643,0.608,0.035
1631128,Christian Braun,1610612743,DEN,G,22.0,19,15,0.435,1.11,2.47,0.447,0.592,-0.145
201599,DeAndre Jordan,1610612743,DEN,C,34.0,4,4,0.727,1.0,2.0,0.5,0.615,-0.115
202397,Ish Smith,1610612743,DEN,G,34.0,2,2,0.6,1.0,1.5,0.667,0.661,0.006
1630192,Zeke Nnaji,1610612743,DEN,F-C,22.0,3,2,0.5,0.67,1.33,0.5,0.625,-0.125
202704,Reggie Jackson,1610612743,DEN,G,33.0,4,3,0.571,0.25,1.0,0.25,0.605,-0.355
1631212,Peyton Watson,1610612743,DEN,G,20.0,4,2,0.333,0.5,0.75,0.667,0.601,0.065
1628427,Vlatko Čančar,1610612743,DEN,F,26.0,3,2,0.667,0.67,0.67,1.0,0.478,0.522
