TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612738,Boston Celtics,6,6,0,1.0,24.153333333333332,22.4,10.4,3.0,35.8,14.9,3.0,7.5,14.9,5,1,1,1,6,3,9,10,4,12,4,12,3
1610612739,Cleveland Cavaliers,3,1,2,0.333,11.118333333333334,6.5,0.0,6.5,25.9,13.0,29.1,0.0,25.9,9,8,6,9,9,14,11,6,7,11,15,1,7
1610612742,Dallas Mavericks,11,6,5,0.545,44.63666666666666,8.1,15.3,5.6,21.0,9.7,6.5,3.2,32.3,1,1,14,6,1,12,3,7,13,8,6,8,12
1610612743,Denver Nuggets,5,3,2,0.6,12.625,2.9,14.3,0.0,45.6,8.6,22.8,14.3,74.1,6,5,6,3,8,15,7,12,3,6,14,15,15
1610612754,Indiana Pacers,7,2,5,0.286,40.11333333333334,13.5,10.8,8.1,23.3,19.7,6.3,5.4,26.9,3,7,14,10,2,5,8,3,10,14,5,10,9
1610612746,LA Clippers,2,1,1,0.5,7.035,10.2,0.0,0.0,71.6,0.0,10.2,0.0,10.2,11,8,2,7,13,10,11,12,1,1,7,1,1
1610612747,Los Angeles Lakers,3,0,3,0.0,9.053333333333333,8.0,0.0,15.9,63.6,0.0,19.9,0.0,47.7,9,12,11,12,12,13,11,1,2,1,13,1,14
1610612749,Milwaukee Bucks,1,0,1,0.0,10.233333333333333,10.6,0.0,7.0,21.1,3.5,17.6,0.0,21.1,14,12,2,12,10,8,11,4,12,3,11,1,5
1610612750,Minnesota Timberwolves,7,4,3,0.571,24.755,11.6,14.5,1.5,32.0,17.5,18.9,4.4,26.2,3,4,11,5,5,7,6,11,5,13,12,9,8
1610612740,New Orleans Pelicans,2,0,2,0.0,5.783333333333333,31.1,0.0,12.4,12.4,12.4,0.0,0.0,12.4,11,12,6,12,14,1,11,2,15,10,1,1,2
1610612752,New York Knicks,8,6,2,0.75,38.19,12.3,15.1,3.8,24.5,9.4,15.1,7.5,30.2,2,1,6,2,3,6,4,9,8,7,8,13,11
1610612760,Oklahoma City Thunder,5,3,2,0.6,20.8,10.4,6.9,6.9,24.2,12.1,17.3,10.4,20.8,6,5,6,3,7,9,10,5,9,9,10,14,4
1610612753,Orlando Magic,2,1,1,0.5,9.798333333333334,14.7,25.7,0.0,22.0,7.3,0.0,7.3,29.4,11,8,2,7,11,4,2,12,11,4,1,11,10
1610612755,Philadelphia 76ers,5,1,4,0.2,26.256666666666668,8.2,15.1,5.5,27.4,8.2,16.5,2.7,24.7,6,8,13,11,4,11,5,8,6,5,9,7,6
1610612756,Phoenix Suns,1,0,1,0.0,3.485,31.0,62.0,0.0,20.7,41.3,0.0,0.0,41.3,14,12,2,12,15,2,1,12,14,15,1,1,13
