close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
201949,James Johnson,1610612748,MIA,F,31.0,5,5,0.449,2.2,6.2,0.355,0.383,-0.028
203482,Kelly Olynyk,1610612748,MIA,F-C,27.0,5,5,0.37,2.6,5.4,0.481,0.36,0.121
201609,Goran Dragic,1610612748,MIA,G,32.0,5,5,0.372,1.2,3.2,0.375,0.371,0.004
1626159,Justise Winslow,1610612748,MIA,F-G,22.0,5,5,0.246,1.4,3.2,0.438,0.376,0.061
1626196,Josh Richardson,1610612748,MIA,F,24.0,5,5,0.276,0.6,3.2,0.188,0.395,-0.207
204020,Tyler Johnson,1610612748,MIA,G,26.0,5,4,0.4,0.8,2.8,0.286,0.394,-0.108
201961,Wayne Ellington,1610612748,MIA,G,30.0,5,5,0.294,1.0,2.0,0.5,0.39,0.11
202355,Hassan Whiteside,1610612748,MIA,C,29.0,5,4,0.278,0.6,2.0,0.3,0.368,-0.068
2548,Dwyane Wade,1610612748,MIA,G,36.0,5,4,0.375,0.4,1.8,0.222,0.356,-0.134
203585,Rodney McGruder,1610612748,MIA,G-F,26.0,3,1,0.455,0.0,1.67,0.0,0.385,-0.385
202337,Luke Babbitt,1610612748,MIA,F,29.0,1,1,1.0,1.0,1.0,1.0,0.333,0.667
1628389,Bam Adebayo,1610612748,MIA,C-F,20.0,5,2,0.057,0.4,0.4,1.0,0.337,0.664
