group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
,201571,D.J. Augustin,,1610612743,DEN,28.0,13,6,7,0.462,47.0,0.14,0.19,0.143,0.75,0.333,0.12,0.091,0.0,0.067,0.049,0.385,0.4,0.286,0.0,0.125,0.194,0.16,0.214,250,235,188,246,199,220,166,227,12,61,209,256,270,339,362,55,414,89,200,262,223,188,136
,201568,Danilo Gallinari,,1610612743,DEN,27.0,33,18,15,0.545,124.0,0.211,0.197,0.23,0.2,0.32,0.233,0.218,0.08,0.124,0.115,0.105,0.143,0.143,0.0,0.056,0.091,0.271,0.21,81,80,313,152,65,104,161,113,127,79,108,125,229,285,295,218,250,177,200,235,77,78,140
,201589,Darrell Arthur,,1610612743,DEN,28.0,26,12,14,0.462,70.0,0.136,0.175,0.169,0.0,0.128,0.027,0.021,0.267,0.182,0.203,0.1,0.125,0.5,0.444,0.25,0.2,0.027,0.119,144,144,298,246,155,236,189,186,209,219,293,306,115,195,176,221,232,15,54,327,229,323,258
,1626144,Emmanuel Mudiay,,1610612743,DEN,20.0,36,20,16,0.556,119.0,0.263,0.238,0.28,0.333,0.18,0.256,0.259,0.154,0.163,0.161,0.364,0.313,0.188,0.385,0.45,0.212,0.241,0.248,59,45,324,142,75,54,111,65,59,175,95,97,173,222,226,59,377,148,65,398,259,102,95
,203914,Gary Harris,,1610612743,DEN,21.0,44,20,24,0.455,153.0,0.117,0.114,0.13,0.077,0.24,0.11,0.087,0.051,0.045,0.046,0.053,0.105,0.235,0.067,0.077,0.209,0.072,0.111,12,45,422,252,28,279,254,253,193,130,227,261,253,350,366,270,214,120,186,242,250,285,266
,203960,JaKarr Sampson,,1610612743,DEN,23.0,17,4,13,0.235,23.0,0.154,0.2,0.161,0.0,0.0,0.3,0.286,0.429,0.267,0.318,0.0,0.125,0.0,0.0,0.0,0.263,0.154,0.219,216,270,281,394,272,194,146,199,209,275,64,79,62,94,70,287,232,237,200,1,328,197,126
,2749,Jameer Nelson,,1610612743,DEN,34.0,19,8,11,0.421,58.0,0.203,0.182,0.226,0.0,0.259,0.057,0.048,0.214,0.143,0.161,0.7,0.333,0.0,0.0,0.182,0.216,0.029,0.135,203,195,251,278,179,112,176,115,209,114,269,295,140,249,227,11,380,237,200,295,265,321,233
,203530,Joffrey Lauvergne,,1610612743,DEN,24.0,10,3,7,0.3,22.0,0.152,0.077,0.108,0.0,0.0,0.125,0.222,0.75,0.333,0.421,0.167,0.4,0.0,0.0,0.25,0.182,0.25,0.086,277,293,188,363,276,200,297,296,209,275,198,118,17,41,24,153,414,237,200,327,204,90,308
,203994,Jusuf Nurkić,,1610612743,DEN,21.0,5,3,2,0.6,13.0,0.296,0.333,0.333,0.0,0.0,0.0,0.0,1.0,0.3,0.364,0.0,0.333,0.0,0.0,0.667,0.5,0.0,0.235,329,293,75,103,309,37,38,30,209,275,299,312,1,69,40,287,380,237,200,425,406,326,104
,202702,Kenneth Faried,,1610612743,DEN,26.0,30,11,19,0.367,117.0,0.21,0.27,0.194,0.0,0.018,0.237,0.345,0.655,0.409,0.47,0.059,0.194,0.167,0.3,0.5,0.242,0.329,0.25,107,157,379,316,77,106,82,158,209,271,106,48,20,19,14,266,303,158,92,404,293,54,88
,203123,Kostas Papanikolaou,,1610612743,DEN,25.0,1,0,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,408,31,408,391,390,342,379,209,275,299,312,270,356,370,287,1,237,200,1,1,326,359
,2034,Mike Miller,,1610612743,DEN,36.0,10,5,5,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.429,0.0,0.0,277,252,153,188,372,390,342,379,209,275,299,312,270,356,370,1,1,237,200,1,404,326,359
,203999,Nikola Jokić,,1610612743,DEN,21.0,25,12,13,0.48,65.0,0.154,0.179,0.147,0.143,0.036,0.205,0.212,0.214,0.333,0.308,0.25,0.167,0.25,0.25,0.125,0.289,0.325,0.185,151,144,281,237,166,194,182,222,162,266,130,133,140,41,75,102,275,105,107,262,355,56,162
,203115,Will Barton,,1610612743,DEN,25.0,42,21,21,0.5,139.0,0.245,0.242,0.254,0.278,0.316,0.305,0.271,0.061,0.269,0.22,0.14,0.214,0.167,0.154,0.053,0.157,0.205,0.264,16,33,402,188,41,71,103,85,91,81,62,86,246,93,159,181,320,158,154,234,163,131,79
