season_id,player_id,player,team_id,team,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx,season,season_start,season_end
42017,201567,Kevin Love,1610612739,CLE,Cleveland Cavaliers,Spotup,Offensive,0.38,21,0.265,1.0,0.341,0.022,0.055,0.022,0.01,0.33,0.00494,4.0,4.0,1.4,4.0,2.7,2017-18,2017,2018
42017,2747,JR Smith,1610612739,CLE,Cleveland Cavaliers,Spotup,Offensive,0.667,22,0.308,1.0,0.391,0.015,0.015,0.0,0.0,0.394,0.005699999999999999,3.0,3.0,1.1,2.9,1.8,2017-18,2017,2018
42017,201145,Jeff Green,1610612739,CLE,Cleveland Cavaliers,Spotup,Offensive,0.333,22,0.383,1.0,0.333,0.014,0.029,0.014,0.0,0.333,0.004699999999999999,3.0,3.0,1.0,3.0,2.0,2017-18,2017,2018
42017,2594,Kyle Korver,1610612739,CLE,Cleveland Cavaliers,Spotup,Offensive,0.639,22,0.264,1.0,0.39,0.023,0.023,0.023,0.0,0.395,0.00561,2.0,2.0,0.7,1.9,1.1,2017-18,2017,2018
42017,2544,LeBron James,1610612739,CLE,Cleveland Cavaliers,Spotup,Offensive,0.843,22,0.045,1.0,0.577,0.065,0.129,0.065,0.03,0.516,0.00731,1.0,2.0,0.7,1.2,0.5,2017-18,2017,2018
42017,201588,George Hill,1610612739,CLE,Cleveland Cavaliers,Spotup,Offensive,0.63,19,0.164,1.0,0.44,0.034,0.103,0.0,0.0,0.414,0.0062,2.0,2.0,0.6,1.3,0.7,2017-18,2017,2018
42017,203918,Rodney Hood,1610612739,CLE,Cleveland Cavaliers,Spotup,Offensive,0.215,17,0.2,1.0,0.316,0.182,0.045,0.182,0.09,0.364,0.0034200000000000003,1.0,1.0,0.4,1.1,0.8,2017-18,2017,2018
42017,203903,Jordan Clarkson,1610612739,CLE,Cleveland Cavaliers,Spotup,Offensive,0.241,19,0.145,1.0,0.316,0.0,0.05,0.0,0.0,0.3,0.00447,1.0,1.0,0.3,1.0,0.7,2017-18,2017,2018
42017,101181,Jose Calderon,1610612739,CLE,Cleveland Cavaliers,Spotup,Offensive,0.215,13,0.344,1.0,0.273,0.0,0.0,0.0,0.0,0.273,0.00409,1.0,1.0,0.2,0.8,0.6,2017-18,2017,2018
42017,202684,Tristan Thompson,1610612739,CLE,Cleveland Cavaliers,Spotup,Offensive,0.0,19,0.019,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2017-18,2017,2018
42017,1626204,Larry Nance Jr.,1610612739,CLE,Cleveland Cavaliers,Spotup,Offensive,0.0,20,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2017-18,2017,2018
