close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
203497,Rudy Gobert,1610612762,UTA,C,26.0,11,11,1.0,10.27,22.91,0.448,0.484,-0.035
202324,Derrick Favors,1610612762,UTA,F-C,26.0,11,11,1.0,5.18,12.64,0.41,0.457,-0.047
201937,Ricky Rubio,1610612762,UTA,G,27.0,6,6,1.0,5.0,12.5,0.4,0.45,-0.05
1628378,Donovan Mitchell,1610612762,UTA,G,21.0,11,11,1.0,5.27,11.91,0.443,0.453,-0.01
204060,Joe Ingles,1610612762,UTA,F,30.0,11,11,1.0,3.82,8.91,0.429,0.444,-0.016
1626220,Royce O'Neale,1610612762,UTA,F,25.0,11,11,1.0,3.73,8.82,0.423,0.456,-0.033
203109,Jae Crowder,1610612762,UTA,F,27.0,11,11,1.0,4.18,8.64,0.484,0.458,0.027
203526,Raul Neto,1610612762,UTA,G,26.0,5,5,1.0,2.8,8.0,0.35,0.444,-0.094
203957,Danté Exum,1610612762,UTA,G,22.0,10,10,1.0,1.8,4.7,0.383,0.448,-0.065
202692,Alec Burks,1610612762,UTA,G,26.0,7,7,1.0,2.57,4.14,0.621,0.463,0.157
201973,Jonas Jerebko,1610612762,UTA,F,31.0,8,8,1.0,1.88,3.88,0.484,0.446,0.038
202327,Ekpe Udoh,1610612762,UTA,C-F,31.0,5,5,1.0,1.2,2.6,0.462,0.459,0.002
1628396,Tony Bradley,1610612762,UTA,C,20.0,1,1,1.0,1.0,1.0,1.0,0.428,0.572
204065,David Stockton,1610612762,UTA,G,27.0,2,2,1.0,0.5,1.0,0.5,0.413,0.088
