TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,DEF_RATING,DREB,DREB_PCT,STL,BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,STL_RANK,BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK
1610612737,Atlanta Hawks,67,20,47,0.299,3256.0,114.4,24.7,0.708,5.8,3.8,14.4,11.1,11.0,39.7,23,26,28,27,23,28,23,29,13,12,28,29,24,29
1610612738,Boston Celtics,72,48,24,0.667,3486.0,106.5,26.3,0.731,6.1,4.2,11.2,9.8,9.8,32.3,11,5,5,5,13,4,11,16,6,4,5,17,17,3
1610612751,Brooklyn Nets,72,35,37,0.486,3496.0,109.2,27.6,0.736,4.8,3.3,12.6,9.8,9.7,34.4,11,14,14,14,11,10,2,12,27,23,16,16,16,9
1610612766,Charlotte Hornets,65,23,42,0.354,3150.0,112.8,23.6,0.706,4.9,3.1,12.5,9.8,8.8,37.5,26,23,21,22,26,25,29,30,26,25,14,15,3,23
1610612741,Chicago Bulls,65,22,43,0.338,3135.0,108.9,23.4,0.719,7.5,3.0,13.3,9.5,9.3,37.0,26,24,23,24,29,9,30,23,1,26,25,14,7,21
1610612739,Cleveland Cavaliers,65,19,46,0.292,3145.0,114.8,24.9,0.738,5.1,2.4,14.9,9.5,10.7,39.9,26,28,26,29,27,30,22,9,25,30,30,13,23,30
1610612742,Dallas Mavericks,75,43,32,0.573,3635.0,111.2,27.0,0.74,4.6,3.6,10.6,10.0,12.2,36.3,1,12,13,13,1,18,5,8,29,16,1,20,29,19
1610612743,Denver Nuggets,73,46,27,0.63,3549.0,110.4,24.7,0.725,5.9,3.4,12.0,9.0,9.2,35.7,3,6,6,6,3,16,24,20,11,20,8,7,6,15
1610612765,Detroit Pistons,66,20,46,0.303,3193.0,112.3,23.8,0.717,5.5,3.4,12.9,9.8,9.4,38.7,24,26,26,26,24,22,28,25,21,21,19,18,9,27
1610612744,Golden State Warriors,65,15,50,0.231,3145.0,113.0,24.5,0.722,6.1,3.4,13.4,10.1,11.2,36.3,26,30,30,30,27,26,25,21,8,19,26,23,26,20
1610612745,Houston Rockets,72,44,28,0.611,3476.0,109.8,25.7,0.713,6.5,3.8,13.2,10.5,11.2,38.4,11,8,7,8,16,15,16,26,3,10,23,27,27,25
1610612754,Indiana Pacers,73,45,28,0.616,3524.0,107.5,25.4,0.718,5.5,3.8,11.2,9.8,10.2,35.5,3,7,7,7,5,6,19,24,20,11,4,19,19,14
1610612746,LA Clippers,72,49,23,0.681,3476.0,106.9,27.6,0.737,5.3,3.5,12.3,9.2,9.9,33.3,11,4,4,4,16,5,3,10,24,18,10,8,18,6
1610612747,Los Angeles Lakers,71,52,19,0.732,3418.0,106.1,26.2,0.737,6.4,4.9,13.0,8.9,12.4,34.2,21,3,2,3,22,3,13,11,4,1,20,5,30,8
1610612763,Memphis Grizzlies,73,34,39,0.466,3514.0,109.7,27.1,0.733,5.9,4.1,13.4,10.1,10.4,33.9,3,16,15,16,9,14,4,15,12,7,27,26,22,7
1610612748,Miami Heat,73,44,29,0.603,3549.0,109.3,26.6,0.753,5.5,3.4,13.2,9.5,8.4,32.7,3,8,11,11,3,12,8,3,19,22,24,12,2,5
1610612749,Milwaukee Bucks,73,56,17,0.767,3519.0,102.5,31.5,0.775,5.4,4.4,12.6,8.4,10.2,28.9,3,1,1,1,6,1,1,1,23,3,17,2,20,1
1610612750,Minnesota Timberwolves,64,19,45,0.297,3112.0,111.6,25.4,0.731,6.4,4.2,13.2,10.0,9.6,37.9,30,28,24,28,30,20,20,17,5,5,22,21,15,24
