SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,PLAY_TYPE,TYPE_GROUPING,PERCENTILE,GP,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX
42015,1610612759,SAS,San Antonio Spurs,Postup,Offensive,0.867,10,0.145,0.946,0.474,0.136,0.122,0.102,0.034,0.469,0.474,14.7,13.9,5.4,11.4,6.0
42015,1610612739,CLE,Cleveland Cavaliers,Postup,Offensive,0.4,21,0.076,0.834,0.433,0.135,0.141,0.074,0.012,0.436,0.433,7.8,6.5,2.5,5.7,3.0
42015,1610612744,GSW,Golden State Warriors,Postup,Offensive,0.2,24,0.057,0.773,0.343,0.193,0.113,0.173,0.027,0.4,0.343,6.3,4.8,1.5,4.5,3.0
42015,1610612760,OKC,Oklahoma City Thunder,Postup,Offensive,0.6,18,0.059,0.872,0.433,0.145,0.103,0.137,0.026,0.444,0.433,6.5,5.7,2.2,5.0,3.0
42015,1610612748,MIA,Miami Heat,Postup,Offensive,0.533,14,0.062,0.865,0.417,0.135,0.09,0.09,0.034,0.438,0.417,6.4,5.5,2.1,5.1,3.0
42015,1610612737,ATL,Atlanta Hawks,Postup,Offensive,0.8,10,0.074,0.937,0.468,0.139,0.101,0.101,0.025,0.468,0.468,7.9,7.4,2.9,6.2,3.0
42015,1610612761,TOR,Toronto Raptors,Postup,Offensive,0.333,20,0.042,0.828,0.409,0.126,0.138,0.115,0.023,0.414,0.409,4.3,3.6,1.4,3.3,2.0
42015,1610612766,CHA,Charlotte Hornets,Postup,Offensive,0.667,7,0.096,0.896,0.456,0.104,0.075,0.104,0.03,0.448,0.456,9.6,8.6,3.7,8.1,4.0
42015,1610612745,HOU,Houston Rockets,Postup,Offensive,0.267,5,0.102,0.797,0.4,0.203,0.136,0.169,0.017,0.441,0.4,11.8,9.4,3.2,8.0,5.0
42015,1610612765,DET,Detroit Pistons,Postup,Offensive,0.933,4,0.107,0.975,0.484,0.2,0.05,0.175,0.025,0.525,0.484,10.0,9.8,3.8,7.8,4.0
42015,1610612742,DAL,Dallas Mavericks,Postup,Offensive,0.733,5,0.077,0.9,0.406,0.15,0.075,0.15,0.025,0.45,0.406,8.0,7.2,2.6,6.4,4.0
42015,1610612746,LAC,LA Clippers,Postup,Offensive,0.467,6,0.059,0.842,0.419,0.158,0.079,0.158,0.053,0.421,0.419,6.3,5.3,2.2,5.2,3.0
42015,1610612763,MEM,Memphis Grizzlies,Postup,Offensive,1.0,4,0.07,1.0,0.48,0.103,0.034,0.103,0.0,0.517,0.48,7.3,7.3,3.0,6.3,3.0
42015,1610612738,BOS,Boston Celtics,Postup,Offensive,0.133,6,0.041,0.643,0.353,0.143,0.25,0.107,0.0,0.357,0.353,4.7,3.0,1.0,2.8,2.0
42015,1610612757,POR,Portland Trail Blazers,Postup,Offensive,0.067,11,0.022,0.37,0.263,0.111,0.111,0.148,0.0,0.185,0.263,2.5,0.9,0.5,1.7,1.0
42015,1610612754,IND,Indiana Pacers,Postup,Offensive,0.0,7,0.026,0.333,0.176,0.0,0.056,0.0,0.0,0.167,0.176,2.6,0.9,0.4,2.4,2.0
