group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank
,2405,Amar'e Stoudemire,,1610612748,MIA,33.0,2,2,0,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0,0,1.0,374,326,407,1,407,93,251,1,209,275,209,299,312,299,270,356,370,287,282,237,200,206,73,326,166,206,315,190,13,300
,1627362,Briante Weber,,1610612748,MIA,23.0,1,1,0,1.0,8.6,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,17.0,8.0,0,0,6.0,404,362,407,1,1,342,116,342,209,275,209,1,2,1,270,356,370,1,282,1,200,206,375,10,56,1,3,190,13,7
,2547,Chris Bosh,,1610612748,MIA,32.0,27,18,9,0.667,3.5,0.6,1.7,0.326,0.1,0.6,0.25,0.4,0.6,0.75,0.1,0.5,0.6,0.1,0.1,0.1,0.1,0.0,0.3,0.4,1.7,1.7,3.3,9,0,3.1,131,80,200,61,110,82,50,276,86,62,140,106,107,171,166,96,127,179,217,81,79,206,229,104,88,54,86,41,13,88
,2548,Dwyane Wade,,1610612748,MIA,34.0,38,21,17,0.553,3.8,1.2,2.7,0.455,0.0,0.2,0.0,1.3,1.8,0.746,0.2,0.5,0.7,0.8,0.2,0.1,0.1,0.2,0.4,1.2,3.7,1.7,6.1,1,0,5.6,38,33,77,147,62,9,7,141,209,194,209,11,9,189,86,118,103,13,61,66,148,33,131,7,9,55,8,125,13,11
,101123,Gerald Green,,1610612748,MIA,30.0,21,14,7,0.667,2.6,0.2,0.5,0.364,0.1,0.3,0.333,0.5,0.7,0.786,0.0,0.2,0.2,0.1,0.0,0.1,0.1,0.0,0.1,0.3,1.0,1.9,2.2,0,0,2.0,188,119,234,61,228,254,246,224,122,161,88,82,84,159,270,286,322,224,282,55,56,154,349,161,166,43,170,190,13,190
,201609,Goran Dragic,,1610612748,MIA,30.0,36,19,17,0.528,3.7,0.3,0.6,0.455,0.1,0.2,0.429,0.4,0.5,0.833,0.1,0.3,0.3,0.4,0.1,0.1,0.0,0.1,0.2,0.3,1.1,1.2,2.3,1,0,2.1,59,64,77,171,83,197,218,142,131,204,60,113,122,122,230,232,242,46,172,120,200,101,280,128,164,84,165,125,13,167
,202355,Hassan Whiteside,,1610612748,MIA,27.0,27,13,14,0.481,3.7,0.7,0.9,0.76,0.0,0.0,0.0,0.5,0.8,0.591,0.4,1.2,1.7,0.0,0.2,0.0,0.4,0.1,0.5,0.7,1.9,0.4,5.0,17,3,4.4,131,129,125,234,81,54,146,32,209,275,209,96,62,244,24,6,6,287,66,212,8,119,104,45,70,155,27,15,4,31
,2207,Joe Johnson,,1610612748,MIA,35.0,42,16,26,0.381,3.7,0.6,1.8,0.365,0.2,0.7,0.345,0.4,0.4,0.889,0.0,0.3,0.3,0.4,0.2,0.0,0.0,0.0,0.3,0.2,1.9,0.2,2.8,1,0,3.0,16,99,5,305,75,67,46,223,41,47,87,125,146,89,267,226,273,53,87,199,200,203,183,187,67,176,113,125,13,98
,201177,Josh McRoberts,,1610612748,MIA,29.0,2,1,1,0.5,1.7,0.5,1.5,0.333,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,2.0,2.4,1,0,2.0,374,362,363,188,324,93,63,255,209,80,209,299,312,299,14,356,157,33,282,237,200,206,73,326,166,33,155,125,13,171
,1626196,Josh Richardson,,1610612748,MIA,22.0,13,5,8,0.385,1.8,0.1,0.2,0.5,0.1,0.1,1.0,0.0,0.1,0.0,0.2,0.1,0.2,0.2,0.1,0.0,0.1,0.0,0.5,0.1,0.2,-0.2,1.0,0,0,0.9,250,252,215,303,308,323,368,98,144,253,1,299,300,299,130,350,306,110,211,237,112,206,110,306,344,233,314,190,13,326
,1626159,Justise Winslow,,1610612748,MIA,20.0,33,20,13,0.606,3.4,0.3,0.6,0.429,0.0,0.1,0.0,0.3,0.4,0.833,0.2,0.6,0.8,0.1,0.1,0.2,0.1,0.1,0.4,0.4,0.8,0.9,2.6,0,0,2.3,81,45,140,101,124,199,212,161,209,245,209,154,168,122,109,83,88,197,165,36,91,98,151,118,206,107,137,190,13,147
,2736,Luol Deng,,1610612748,MIA,31.0,37,21,16,0.568,3.0,0.5,0.8,0.548,0.3,0.5,0.611,0.2,0.2,0.778,0.1,0.5,0.6,0.1,0.1,0.1,0.0,0.0,0.3,0.2,1.4,0.8,2.4,9,0,2.5,51,33,97,134,176,120,160,75,22,93,23,210,222,162,148,124,137,266,244,188,186,206,227,241,121,114,152,41,13,127
,201596,Mario Chalmers,,1610612748,MIA,30.0,18,13,5,0.722,2.4,0.3,0.7,0.385,0.1,0.3,0.167,0.8,1.0,0.833,0.1,0.3,0.4,0.5,0.2,0.1,0.1,0.1,0.3,0.8,1.4,2.5,2.8,0,0,2.6,211,129,264,52,257,197,184,203,164,141,187,35,38,122,166,232,213,33,107,187,142,142,243,30,117,22,115,190,13,122
,204020,Tyler Johnson,,1610612748,MIA,24.0,11,7,4,0.636,3.1,0.5,1.1,0.417,0.0,0.4,0.0,0.1,0.2,0.5,0.3,0.4,0.6,0.2,0.0,0.1,0.0,0.0,0.2,0.2,1.0,1.3,2.3,0,0,2.0,269,215,285,88,160,124,103,176,209,135,209,275,263,261,64,167,126,145,282,109,200,206,319,222,166,79,159,190,13,171
,2617,Udonis Haslem,,1610612748,MIA,36.0,2,1,1,0.5,1.8,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0,0,1.0,374,362,363,188,310,93,116,98,209,275,209,299,122,299,270,356,370,287,282,237,200,206,375,66,166,136,315,190,13,300
