GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK
Players,203460,Andre Roberson,Andre,1610612760,OKC,24.0,24,11,13,0.458,51.45666666666666,0.0,4.9,1.4,5.6,19.6,10.5,11.9,25.2,1.4,0.7,3.5,0.7,27.1,163,157,281,248,188,234,40,112,145,394,235,392,280,84,298,172,320,207
Players,201627,Anthony Morrow,Anthony,1610612760,OKC,30.0,18,7,11,0.389,20.88833333333333,0.0,0.0,5.2,0.0,20.7,10.3,6.9,24.1,0.0,0.0,3.4,1.7,15.0,211,215,251,302,281,234,237,17,303,398,228,273,307,200,1,167,276,342
Players,1626166,Cameron Payne,Cameron,1610612760,OKC,21.0,4,3,1,0.75,11.566666666666666,0.0,0.0,0.0,6.2,3.1,6.2,0.0,24.9,0.0,0.0,9.3,0.0,11.5,339,293,31,44,317,234,237,175,125,80,88,1,291,200,1,397,326,373
Players,203079,Dion Waiters,Dion,1610612760,OKC,24.0,38,20,18,0.526,130.64,0.6,1.4,0.8,1.7,11.6,13.2,5.2,26.5,0.3,0.3,3.0,0.8,12.5,38,45,361,173,55,230,189,149,278,262,335,190,238,186,238,134,315,359
Players,202683,Enes Freedom,Enes,1610612760,OKC,24.0,20,13,7,0.65,36.47,3.9,5.9,0.0,7.9,4.9,11.8,1.0,31.6,2.0,0.0,3.9,3.9,28.4,196,129,188,80,223,53,28,175,87,87,296,107,120,55,1,197,148,185
Players,203962,Josh Huestis,Josh,1610612760,OKC,24.0,1,0,1,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,408,31,408,429,234,237,175,303,1,1,1,401,200,1,1,326,400
Players,201142,Kevin Durant,Kevin,1610612760,OKC,27.0,37,20,17,0.541,144.26333333333332,3.0,3.2,2.7,8.0,13.5,13.0,6.0,26.5,1.2,1.5,3.0,7.2,50.5,51,45,341,158,38,86,81,53,84,328,332,223,239,91,371,132,45,27
Players,202713,Kyle Singler,Kyle,1610612760,OKC,28.0,9,5,4,0.556,16.495,0.0,0.0,0.0,0.0,13.1,19.6,0.0,26.2,0.0,0.0,2.2,2.2,11.1,289,252,127,142,291,234,237,175,303,316,402,1,251,200,1,95,260,374
Players,2555,Nick Collison,Nick,1610612760,OKC,35.0,4,2,2,0.5,2.546666666666667,0.0,0.0,0.0,0.0,28.3,0.0,0.0,56.5,0.0,0.0,14.1,0.0,55.1,339,326,75,188,390,234,237,175,303,422,1,1,15,200,1,416,326,19
Players,200751,Randy Foye,Randy,1610612760,OKC,32.0,24,11,13,0.458,59.00333333333333,0.0,0.0,0.0,0.0,8.5,7.3,2.4,20.7,1.2,0.0,3.7,3.1,16.6,163,157,281,248,173,234,237,175,303,172,102,114,349,94,1,183,207,328
Players,201566,Russell Westbrook,Russell,1610612760,OKC,27.0,42,22,20,0.524,161.40666666666667,3.3,2.9,4.5,8.5,13.2,13.4,5.8,25.9,0.7,2.2,5.6,7.8,54.1,16,25,395,178,18,72,100,26,77,317,338,218,263,144,404,312,39,22
Players,201586,Serge Ibaka,Serge,1610612760,OKC,26.0,39,20,19,0.513,129.85833333333332,0.6,1.7,1.4,5.5,13.0,15.5,7.2,26.6,2.5,1.1,5.3,1.4,28.9,32,45,379,185,56,229,168,114,149,315,378,285,228,37,346,298,296,181
Players,203500,Steven Adams,Steven,1610612760,OKC,22.0,33,19,14,0.576,111.76666666666668,1.3,3.5,0.0,5.8,11.0,10.6,3.5,21.3,1.9,0.0,5.2,3.2,32.5,81,64,298,121,90,190,69,175,140,239,244,130,339,56,1,296,194,148
