season_id,player_id,player,team_id,team_abbreviation,team_name,play_type,type_grouping,percentile,gp,poss_pct,ppp,fg_pct,ft_poss_pct,tov_poss_pct,sf_poss_pct,plusone_poss_pct,score_poss_pct,efg_pct,poss,pts,fgm,fga,fgmx,team
42024,1626167,Myles Turner,1610612754,IND,Indiana Pacers,PRRollMan,Offensive,0.692,17,0.268,1.242,0.571,0.161,0.081,0.161,0.032,0.581,0.622,62,77,28,49,21,IND
42024,1627826,Ivica Zubac,1610612746,LAC,LA Clippers,PRRollMan,Offensive,0.808,7,0.349,1.324,0.742,0.108,0.081,0.108,0.027,0.676,0.742,37,49,23,31,8,LAC
42024,203999,Nikola Jokić,1610612743,DEN,Denver Nuggets,PRRollMan,Offensive,0.654,14,0.106,1.205,0.559,0.026,0.103,0.0,0.0,0.513,0.662,39,47,19,34,15,DEN
42024,1631096,Chet Holmgren,1610612760,OKC,Oklahoma City Thunder,PRRollMan,Offensive,0.5,17,0.167,1.119,0.529,0.119,0.095,0.095,0.024,0.5,0.603,42,47,18,34,16,OKC
42024,1627783,Pascal Siakam,1610612754,IND,Indiana Pacers,PRRollMan,Offensive,0.308,17,0.153,0.979,0.422,0.042,0.021,0.042,0.0,0.417,0.5,48,47,19,45,26,IND
42024,1628392,Isaiah Hartenstein,1610612760,OKC,Oklahoma City Thunder,PRRollMan,Offensive,0.346,17,0.245,1.057,0.581,0.057,0.086,0.057,0.029,0.543,0.581,35,37,18,31,13,OKC
42024,1628386,Jarrett Allen,1610612739,CLE,Cleveland Cavaliers,PRRollMan,Offensive,0.769,9,0.281,1.259,0.682,0.074,0.111,0.074,0.0,0.63,0.682,27,34,15,22,7,CLE
42024,1628404,Josh Hart,1610612752,NYK,New York Knicks,PRRollMan,Offensive,0.923,18,0.09,1.526,0.667,0.105,0.0,0.053,0.053,0.684,0.75,19,29,12,18,6,NYK
42024,203944,Julius Randle,1610612750,MIN,Minnesota Timberwolves,PRRollMan,Offensive,0.88,15,0.068,1.333,0.611,0.143,0.095,0.095,0.095,0.571,0.694,21,28,11,18,7,MIN
42024,1629622,Max Strus,1610612739,CLE,Cleveland Cavaliers,PRRollMan,Offensive,1.0,9,0.14,1.857,0.643,0.0,0.0,0.0,0.0,0.643,0.929,14,26,9,14,5,CLE
42024,1630578,Alperen Sengun,1610612745,HOU,Houston Rockets,PRRollMan,Offensive,0.269,7,0.145,0.917,0.474,0.167,0.083,0.125,0.042,0.458,0.474,24,22,9,19,10,HOU
42024,1628389,Bam Adebayo,1610612748,MIA,Miami Heat,PRRollMan,Offensive,0.731,4,0.198,1.25,0.462,0.125,0.063,0.125,0.0,0.5,0.615,16,20,6,13,7,MIA
42024,1630596,Evan Mobley,1610612739,CLE,Cleveland Cavaliers,PRRollMan,Offensive,0.962,8,0.101,1.727,0.818,0.0,0.0,0.0,0.0,0.818,0.864,11,19,9,11,2,CLE
42024,1629060,Rui Hachimura,1610612747,LAL,Los Angeles Lakers,PRRollMan,Offensive,0.615,5,0.231,1.2,0.5,0.0,0.067,0.0,0.0,0.467,0.643,15,18,7,14,7,LAL
42024,1630174,Aaron Nesmith,1610612754,IND,Indiana Pacers,PRRollMan,Offensive,0.385,17,0.086,1.059,0.438,0.0,0.059,0.0,0.0,0.412,0.563,17,18,7,16,9,IND
42024,1626157,Karl-Anthony Towns,1610612752,NYK,New York Knicks,PRRollMan,Offensive,0.038,18,0.061,0.773,0.267,0.364,0.045,0.318,0.091,0.409,0.267,22,17,4,15,11,NYK
42024,1629011,Mitchell Robinson,1610612752,NYK,New York Knicks,PRRollMan,Offensive,0.88,18,0.132,1.333,0.727,0.0,0.083,0.0,0.0,0.667,0.727,12,16,8,11,3,NYK
42024,1631105,Jalen Duren,1610612765,DET,Detroit Pistons,PRRollMan,Offensive,0.538,6,0.233,1.143,0.636,0.143,0.143,0.143,0.071,0.571,0.636,14,16,7,11,4,DET
42024,204001,Kristaps Porziņģis,1610612738,BOS,Boston Celtics,PRRollMan,Offensive,0.0,11,0.193,0.714,0.4,0.19,0.143,0.19,0.048,0.429,0.4,21,15,6,15,9,BOS
42024,201572,Brook Lopez,1610612749,MIL,Milwaukee Bucks,PRRollMan,Offensive,0.577,5,0.393,1.182,0.4,0.091,0.0,0.091,0.0,0.455,0.55,11,13,4,10,6,MIL
42024,1626171,Bobby Portis,1610612749,MIL,Milwaukee Bucks,PRRollMan,Offensive,0.423,5,0.162,1.083,0.5,0.0,0.0,0.0,0.0,0.5,0.542,12,13,6,12,6,MIL
42024,203497,Rudy Gobert,1610612750,MIN,Minnesota Timberwolves,PRRollMan,Offensive,0.12,15,0.127,0.867,0.5,0.2,0.133,0.2,0.0,0.467,0.5,15,13,5,10,5,MIN
42024,1628969,Mikal Bridges,1610612752,NYK,New York Knicks,PRRollMan,Offensive,0.12,18,0.049,0.867,0.4,0.0,0.0,0.0,0.0,0.4,0.433,15,13,6,15,9,NYK
42024,1628384,OG Anunoby,1610612752,NYK,New York Knicks,PRRollMan,Offensive,0.462,18,0.036,1.091,0.444,0.091,0.091,0.091,0.0,0.455,0.556,11,12,4,9,5,NYK
42024,1627936,Alex Caruso,1610612760,OKC,Oklahoma City Thunder,PRRollMan,Offensive,0.2,17,0.071,0.9,0.375,0.1,0.1,0.1,0.0,0.4,0.5,10,9,3,8,5,OKC
42024,1630167,Obi Toppin,1610612754,IND,Indiana Pacers,PRRollMan,Offensive,0.2,17,0.07,0.9,0.5,0.0,0.2,0.0,0.0,0.4,0.563,10,9,4,8,4,IND
