team_id,team_name,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,team
1610612738,Boston Celtics,17,10,7,0.588,831.0,15.0,10.9,12.5,41.6,14.6,11.2,9.0,39.0,4,3,13,4,4,10,9,6,6,5,8,4,6,BOSTON CELTICS
1610612751,Brooklyn Nets,4,0,4,0.0,192.0,12.5,11.8,15.8,32.0,17.5,12.5,18.5,44.5,14,14,1,14,14,15,5,1,15,14,12,16,13,BROOKLYN NETS
1610612742,Dallas Mavericks,6,2,4,0.333,293.0,12.6,10.0,7.4,43.9,16.4,10.5,12.8,46.5,11,11,1,11,11,14,14,14,4,9,4,13,15,DALLAS MAVERICKS
1610612743,Denver Nuggets,19,9,10,0.474,917.0,15.2,10.7,9.2,39.0,14.9,11.1,12.1,45.5,3,4,16,7,3,9,10,10,9,6,7,10,14,DENVER NUGGETS
1610612745,Houston Rockets,12,5,7,0.417,581.0,19.2,9.0,8.3,37.0,13.5,12.5,10.4,41.1,6,7,13,10,6,1,15,12,13,2,11,8,10,HOUSTON ROCKETS
1610612754,Indiana Pacers,4,0,4,0.0,192.0,16.5,8.8,13.0,38.0,16.8,13.3,9.0,41.0,14,14,1,14,14,5,16,4,11,11,14,5,8,INDIANA PACERS
1610612746,LA Clippers,13,7,6,0.538,629.0,14.7,10.3,13.0,45.3,13.9,9.2,8.5,41.1,5,5,12,5,5,12,12,5,2,3,2,3,9,LA CLIPPERS
1610612747,Los Angeles Lakers,21,16,5,0.762,1008.0,17.6,13.6,15.1,47.6,17.1,10.8,8.4,40.6,1,1,10,1,2,3,2,2,1,13,6,2,7,LOS ANGELES LAKERS
1610612748,Miami Heat,21,14,7,0.667,1018.0,15.9,11.9,9.0,40.1,15.2,12.6,12.4,41.8,1,2,13,2,1,7,4,11,7,7,13,12,11,MIAMI HEAT
1610612749,Milwaukee Bucks,10,5,5,0.5,485.0,16.3,12.0,10.2,41.8,16.8,11.3,10.6,30.7,8,7,10,6,8,6,3,8,5,12,9,9,1,MILWAUKEE BUCKS
1610612760,Oklahoma City Thunder,7,3,4,0.429,341.0,11.4,11.5,5.9,35.5,19.7,9.6,9.9,38.6,9,9,1,8,9,16,6,15,14,15,3,7,4,OKLAHOMA CITY THUNDER
1610612753,Orlando Magic,5,1,4,0.2,240.0,17.8,10.0,9.6,27.6,16.6,13.4,9.6,43.6,12,12,1,12,12,2,13,9,16,10,15,6,12,ORLANDO MAGIC
1610612755,Philadelphia 76ers,4,0,4,0.0,192.0,12.8,11.5,4.8,37.5,16.3,10.8,16.8,39.0,14,14,1,14,14,13,7,16,12,8,5,15,5,PHILADELPHIA 76ERS
1610612757,Portland Trail Blazers,5,1,4,0.2,240.0,16.6,14.6,11.6,38.4,21.2,13.6,14.2,50.0,12,12,1,12,12,4,1,7,10,16,16,14,16,PORTLAND TRAIL BLAZERS
1610612761,Toronto Raptors,11,7,4,0.636,538.0,15.3,10.5,13.7,39.4,14.5,9.2,12.3,37.3,7,5,1,3,7,8,11,3,8,4,1,11,3,TORONTO RAPTORS
1610612762,Utah Jazz,7,3,4,0.429,341.0,14.8,11.4,8.3,43.9,13.0,12.2,8.3,34.1,9,9,1,8,9,11,8,13,3,1,10,1,2,UTAH JAZZ
