close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
1628983,Shai Gilgeous-Alexander,1610612760,OKC,G,24.0,68,68,0.464,2.4,6.79,0.353,0.37,-0.017
1629652,Luguentz Dort,1610612760,OKC,G,24.0,74,74,0.533,2.26,6.59,0.342,0.376,-0.034
1630581,Josh Giddey,1610612760,OKC,G,20.0,76,75,0.403,1.95,5.07,0.384,0.364,0.021
1630598,Aaron Wiggins,1610612760,OKC,G,24.0,68,63,0.405,1.6,3.69,0.434,0.364,0.071
1631114,Jalen Williams,1610612760,OKC,G-F,22.0,75,74,0.364,1.35,3.53,0.381,0.369,0.012
1631119,Jaylin Williams,1610612760,OKC,F,21.0,49,48,0.353,1.61,3.49,0.462,0.372,0.09
1630197,Aleksej Pokusevski,1610612760,OKC,F,21.0,34,29,0.29,1.06,3.35,0.316,0.368,-0.052
1630215,Jared Butler,1610612760,OKC,G,22.0,3,3,0.5,1.33,3.33,0.4,0.347,0.053
1629026,Kenrich Williams,1610612760,OKC,G-F,28.0,53,49,0.43,1.36,3.32,0.409,0.373,0.036
1630526,Jeremiah Robinson-Earl,1610612760,OKC,F,22.0,42,38,0.337,1.38,3.31,0.417,0.357,0.06
1630198,Isaiah Joe,1610612760,OKC,G,23.0,70,61,0.432,1.19,3.23,0.367,0.364,0.004
1630322,Lindy Waters III,1610612760,OKC,F,25.0,40,36,0.53,1.05,3.13,0.336,0.366,-0.03
1630544,Tre Mann,1610612760,OKC,G,22.0,65,59,0.425,0.94,2.97,0.316,0.359,-0.043
1630846,Olivier Sarr,1610612760,OKC,C,24.0,6,4,0.366,0.67,2.5,0.267,0.278,-0.012
203967,Dario Šarić,1610612760,OKC,F-C,29.0,56,52,0.401,0.96,2.46,0.391,0.364,0.027
1631172,Ousmane Dieng,1610612760,OKC,F,20.0,38,33,0.397,0.79,2.34,0.337,0.345,-0.008
