close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
203952,Andrew Wiggins,1610612750,MIN,G-F,21.0,81,81,0.395,1.8,5.06,0.356,0.35,0.006
201937,Ricky Rubio,1610612750,MIN,G,25.0,76,70,0.384,1.32,3.75,0.351,0.354,-0.003
203897,Zach LaVine,1610612750,MIN,G,21.0,82,76,0.406,1.27,3.46,0.366,0.358,0.009
203498,Shabazz Muhammad,1610612750,MIN,F,23.0,82,77,0.42,1.02,2.43,0.422,0.351,0.071
202357,Nemanja Bjelica,1610612750,MIN,F,28.0,60,49,0.279,0.73,2.27,0.324,0.345,-0.022
1626145,Tyus Jones,1610612750,MIN,G,20.0,36,32,0.407,0.92,2.14,0.429,0.357,0.072
1626157,Karl-Anthony Towns,1610612750,MIN,C-F,20.0,82,63,0.143,0.74,1.91,0.389,0.362,0.026
2419,Tayshaun Prince,1610612750,MIN,F,36.0,74,60,0.335,0.66,1.85,0.358,0.361,-0.003
203476,Gorgui Dieng,1610612750,MIN,C-F,26.0,82,56,0.135,0.5,1.44,0.347,0.349,-0.001
204014,Damjan Rudez,1610612750,MIN,F,30.0,27,18,0.333,0.3,1.22,0.242,0.339,-0.096
708,Kevin Garnett,1610612750,MIN,F,40.0,38,20,0.193,0.18,1.0,0.184,0.358,-0.174
203940,Adreian Payne,1610612750,MIN,F,25.0,46,30,0.243,0.28,0.93,0.302,0.366,-0.064
202962,Greg Smith,1610612750,MIN,C,25.0,18,6,0.116,0.06,0.56,0.1,0.319,-0.219
201593,Nikola Pekovic,1610612750,MIN,C,30.0,12,5,0.098,0.0,0.5,0.0,0.345,-0.345
