group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
,203460,Andre Roberson,,1610612760,OKC,24.0,24,11,13,0.458,51.45666666666666,0.0,6.5,1.9,7.5,26.1,14.0,15.9,33.6,1.9,0.9,4.7,0.9,36.2,163,157,281,248,188,234,40,112,145,394,235,392,280,84,298,172,320,207
,201627,Anthony Morrow,,1610612760,OKC,30.0,18,7,11,0.389,20.88833333333333,0.0,0.0,6.9,0.0,27.6,13.8,9.2,32.2,0.0,0.0,4.6,2.3,20.0,211,215,251,302,281,234,237,17,303,398,228,273,307,200,1,167,276,342
,1626166,Cameron Payne,,1610612760,OKC,21.0,4,3,1,0.75,11.566666666666666,0.0,0.0,0.0,8.3,4.1,8.3,0.0,33.2,0.0,0.0,12.4,0.0,15.4,339,293,31,44,317,234,237,175,125,80,88,1,291,200,1,397,326,373
,203079,Dion Waiters,,1610612760,OKC,24.0,38,20,18,0.526,130.64,0.7,1.8,1.1,2.2,15.4,17.6,7.0,35.3,0.4,0.4,4.0,1.1,16.7,38,45,361,173,55,230,189,149,278,262,335,190,238,186,238,134,315,359
,202683,Enes Freedom,,1610612760,OKC,24.0,20,13,7,0.65,36.47,5.3,7.9,0.0,10.5,6.6,15.8,1.3,42.1,2.6,0.0,5.3,5.3,37.9,196,129,188,80,223,53,28,175,87,87,296,107,120,55,1,197,148,185
,203962,Josh Huestis,,1610612760,OKC,24.0,1,0,1,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,408,31,408,429,234,237,175,303,1,1,1,401,200,1,1,326,400
,201142,Kevin Durant,,1610612760,OKC,27.0,37,20,17,0.541,144.26333333333332,4.0,4.3,3.7,10.6,18.0,17.3,8.0,35.3,1.7,2.0,4.0,9.6,67.3,51,45,341,158,38,86,81,53,84,328,332,223,239,91,371,132,45,27
,202713,Kyle Singler,,1610612760,OKC,28.0,9,5,4,0.556,16.495,0.0,0.0,0.0,0.0,17.5,26.2,0.0,34.9,0.0,0.0,2.9,2.9,14.8,289,252,127,142,291,234,237,175,303,316,402,1,251,200,1,95,260,374
,2555,Nick Collison,,1610612760,OKC,35.0,4,2,2,0.5,2.546666666666667,0.0,0.0,0.0,0.0,37.7,0.0,0.0,75.4,0.0,0.0,18.8,0.0,73.5,339,326,75,188,390,234,237,175,303,422,1,1,15,200,1,416,326,19
,200751,Randy Foye,,1610612760,OKC,32.0,24,11,13,0.458,59.00333333333333,0.0,0.0,0.0,0.0,11.4,9.8,3.3,27.7,1.6,0.0,4.9,4.1,22.1,163,157,281,248,173,234,237,175,303,172,102,114,349,94,1,183,207,328
,201566,Russell Westbrook,,1610612760,OKC,27.0,42,22,20,0.524,161.40666666666667,4.5,3.9,5.9,11.3,17.5,17.8,7.7,34.5,0.9,3.0,7.4,10.4,72.1,16,25,395,178,18,72,100,26,77,317,338,218,263,144,404,312,39,22
,201586,Serge Ibaka,,1610612760,OKC,26.0,39,20,19,0.513,129.85833333333332,0.7,2.2,1.8,7.4,17.4,20.7,9.6,35.5,3.3,1.5,7.0,1.8,38.5,32,45,379,185,56,229,168,114,149,315,378,285,228,37,346,298,296,181
,203500,Steven Adams,,1610612760,OKC,22.0,33,19,14,0.576,111.76666666666668,1.7,4.7,0.0,7.7,14.6,14.2,4.7,28.3,2.6,0.0,6.9,4.3,43.3,81,64,298,121,90,190,69,175,140,239,244,130,339,56,1,296,194,148
