close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
201572,Brook Lopez,1610612749,MIL,C,36.0,6,6,1.0,53,104,0.51,0.516,-0.007
203114,Khris Middleton,1610612749,MIL,F,32.0,6,6,1.0,45,86,0.523,0.518,0.005
1626171,Bobby Portis,1610612749,MIL,F,29.0,6,6,1.0,41,83,0.494,0.527,-0.033
201976,Patrick Beverley,1610612749,MIL,G,35.0,6,6,1.0,33,74,0.446,0.518,-0.072
1626192,Pat Connaughton,1610612749,MIL,G,31.0,6,6,1.0,33,66,0.5,0.521,-0.021
1627736,Malik Beasley,1610612749,MIL,G,27.0,6,6,1.0,30,53,0.566,0.504,0.062
203081,Damian Lillard,1610612749,MIL,G,33.0,4,4,1.0,17,40,0.425,0.516,-0.091
1631260,AJ Green,1610612749,MIL,G,24.0,6,6,1.0,14,32,0.438,0.521,-0.084
1641748,Andre Jackson Jr.,1610612749,MIL,G,22.0,4,4,1.0,7,26,0.269,0.511,-0.242
201568,Danilo Gallinari,1610612749,MIL,F,35.0,2,2,1.0,8,11,0.727,0.52,0.207
203109,Jae Crowder,1610612749,MIL,F,33.0,3,3,1.0,5,8,0.625,0.539,0.086
1630699,MarJon Beauchamp,1610612749,MIL,F,23.0,2,2,1.0,0,3,0.0,0.609,-0.609
203648,Thanasis Antetokounmpo,1610612749,MIL,F,31.0,1,1,1.0,0,3,0.0,0.645,-0.645
1641753,Chris Livingston,1610612749,MIL,F,20.0,1,1,1.0,0,1,0.0,0.537,-0.537
