close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
203076,Anthony Davis,1610612747,LAL,F-C,28.0,5,4,0.469,2.6,4.6,0.565,0.672,-0.106
203083,Andre Drummond,1610612747,LAL,C,27.0,5,5,0.309,2.2,3.4,0.647,0.66,-0.013
203471,Dennis Schröder,1610612747,LAL,G,27.0,6,5,0.235,2.33,3.33,0.7,0.68,0.02
201188,Marc Gasol,1610612747,LAL,C,36.0,5,5,0.313,1.8,3.0,0.6,0.644,-0.044
203484,Kentavious Caldwell-Pope,1610612747,LAL,G,28.0,5,4,0.278,2.2,3.0,0.733,0.655,0.078
2544,LeBron James,1610612747,LAL,F,36.0,6,6,0.259,1.67,2.5,0.667,0.672,-0.006
1627936,Alex Caruso,1610612747,LAL,G,27.0,6,5,0.25,1.33,2.17,0.615,0.634,-0.018
1628398,Kyle Kuzma,1610612747,LAL,F,25.0,6,5,0.282,1.0,1.83,0.545,0.678,-0.132
202693,Markieff Morris,1610612747,LAL,F,31.0,4,3,0.368,1.25,1.75,0.714,0.659,0.056
203463,Ben McLemore,1610612747,LAL,G,28.0,2,1,0.3,1.0,1.5,0.667,0.647,0.02
1629659,Talen Horton-Tucker,1610612747,LAL,G,20.0,4,3,0.357,1.25,1.25,1.0,0.665,0.335
1628035,Alfonzo McKinnie,1610612747,LAL,F,28.0,1,1,0.2,1.0,1.0,1.0,0.5,0.5
201162,Jared Dudley,1610612747,LAL,F,35.0,1,1,0.333,0.0,1.0,0.0,0.6,-0.6
202083,Wesley Matthews,1610612747,LAL,G,34.0,6,4,0.132,0.5,0.83,0.6,0.655,-0.055
1626149,Montrezl Harrell,1610612747,LAL,F-C,27.0,4,2,0.12,0.5,0.75,0.667,0.576,0.091
