close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
202083,Wesley Matthews,1610612742,DAL,G-F,29.0,5,5,0.629,2.8,8.8,0.318,0.409,-0.091
101114,Deron Williams,1610612742,DAL,G,32.0,2,2,0.889,2.0,8.0,0.25,0.368,-0.118
101109,Raymond Felton,1610612742,DAL,G,32.0,5,5,0.469,2.0,6.0,0.333,0.376,-0.042
200826,J.J. Barea,1610612742,DAL,G,32.0,4,4,0.69,2.5,5.0,0.5,0.356,0.144
1717,Dirk Nowitzki,1610612742,DAL,F,38.0,5,5,0.4,1.8,4.0,0.45,0.403,0.047
2734,Devin Harris,1610612742,DAL,G,33.0,5,4,0.514,2.0,3.8,0.526,0.375,0.152
101135,David Lee,1610612742,DAL,F-C,33.0,2,2,0.462,1.5,3.0,0.5,0.391,0.109
203939,Dwight Powell,1610612742,DAL,F-C,24.0,4,3,0.571,1.75,3.0,0.583,0.389,0.195
1626147,Justin Anderson,1610612742,DAL,G-F,22.0,5,5,0.737,1.2,2.8,0.429,0.392,0.036
2585,Zaza Pachulia,1610612742,DAL,C,32.0,5,5,0.18,1.2,2.2,0.545,0.401,0.145
201580,JaVale McGee,1610612742,DAL,C,28.0,1,1,0.5,1.0,2.0,0.5,0.334,0.166
101111,Charlie Villanueva,1610612742,DAL,F,31.0,2,2,1.0,1.0,1.5,0.667,0.393,0.274
1626257,Salah Mejri,1610612742,DAL,C,30.0,4,3,0.16,0.5,1.0,0.5,0.366,0.135
