season,team_id,team,team_name,game_id,game_date,matchup,wl,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,available_flag,season_start,season_end,is_home,home,away
2018-19,1610612757,POR,Portland Trail Blazers,21801230,2019-04-10,POR vs. SAC,W,48.0,17.0,20.0,4.0,54.0,25.0,17.0,9.0,50.0,0,0,0,0,135,994,245,2291,621,2206,1814,586,1314,1,2018,2019,True,POR,SAC
2018-19,1610612743,DEN,Denver Nuggets,21801228,2019-04-10,DEN vs. MIN,W,48.0,5.0,14.0,8.0,44.0,12.0,9.0,7.0,38.0,0,0,0,0,135,2400,925,1876,1571,541,474,329,297,1,2018,2019,True,DEN,MIN
2018-19,1610612752,NYK,New York Knicks,21801223,2019-04-10,NYK vs. DET,L,48.0,16.0,4.0,3.0,32.0,8.0,15.0,6.0,42.0,0,0,0,0,135,1153,2362,2382,2317,153,1537,230,555,1,2018,2019,True,NYK,DET
2018-19,1610612755,PHI,Philadelphia 76ers,21801224,2019-04-10,PHI vs. CHI,W,48.0,18.0,19.0,13.0,64.0,11.0,11.0,24.0,62.0,0,0,0,0,135,849,323,1134,143,425,828,2232,2185,1,2018,2019,True,PHI,CHI
2018-19,1610612744,GSW,Golden State Warriors,21801225,2019-04-10,GSW @ MEM,L,48.0,14.0,12.0,21.0,48.0,14.0,21.0,19.0,42.0,0,0,0,0,135,1466,1274,330,1148,828,2217,1901,555,1,2018,2019,False,MEM,GSW
2018-19,1610612748,MIA,Miami Heat,21801221,2019-04-10,MIA @ BKN,L,48.0,12.0,11.0,15.0,44.0,12.0,16.0,19.0,44.0,0,0,0,0,135,1787,1452,898,1571,541,1675,1901,722,1,2018,2019,False,BKN,MIA
2018-19,1610612758,SAC,Sacramento Kings,21801230,2019-04-10,SAC @ POR,L,48.0,25.0,17.0,9.0,50.0,17.0,20.0,4.0,54.0,0,0,0,0,135,205,516,1743,969,1309,2139,80,1685,1,2018,2019,False,POR,SAC
2018-19,1610612753,ORL,Orlando Magic,21801222,2019-04-10,ORL @ CHA,W,48.0,11.0,14.0,4.0,62.0,8.0,7.0,12.0,58.0,0,0,0,0,135,1921,925,2291,199,153,241,1023,1995,1,2018,2019,False,CHA,ORL
2018-19,1610612765,DET,Detroit Pistons,21801223,2019-04-10,DET @ NYK,W,48.0,8.0,15.0,6.0,42.0,16.0,4.0,3.0,32.0,0,0,0,0,135,2243,787,2133,1740,1151,34,61,82,1,2018,2019,False,NYK,DET
2018-19,1610612742,DAL,Dallas Mavericks,21801227,2019-04-10,DAL @ SAS,L,48.0,13.0,6.0,12.0,36.0,9.0,10.0,9.0,46.0,0,0,0,0,135,1634,2221,1269,2165,219,641,586,891,1,2018,2019,False,SAS,DAL
2018-19,1610612749,MIL,Milwaukee Bucks,21801226,2019-04-10,MIL vs. OKC,L,48.0,12.0,13.0,16.0,46.0,12.0,6.0,28.0,46.0,0,0,0,0,135,1787,1130,763,1373,541,147,2353,891,1,2018,2019,True,MIL,OKC
2018-19,1610612754,IND,Indiana Pacers,21801220,2019-04-10,IND @ ATL,W,48.0,25.0,20.0,22.0,60.0,10.0,33.0,12.0,52.0,0,0,0,0,135,205,245,274,277,300,2458,1023,1493,1,2018,2019,False,ATL,IND
2018-19,1610612759,SAS,San Antonio Spurs,21801227,2019-04-10,SAS vs. DAL,W,48.0,9.0,10.0,9.0,46.0,13.0,6.0,12.0,36.0,0,0,0,0,135,2162,1634,1743,1373,675,147,1023,210,1,2018,2019,True,SAS,DAL
2018-19,1610612763,MEM,Memphis Grizzlies,21801225,2019-04-10,MEM vs. GSW,W,48.0,14.0,21.0,19.0,42.0,14.0,12.0,21.0,48.0,0,0,0,0,135,1466,188,472,1740,828,1010,2077,1089,1,2018,2019,True,MEM,GSW
2018-19,1610612766,CHA,Charlotte Hornets,21801222,2019-04-10,CHA vs. ORL,L,48.0,8.0,7.0,12.0,58.0,11.0,14.0,4.0,62.0,0,0,0,0,135,2243,2143,1269,362,425,1332,80,2185,1,2018,2019,True,CHA,ORL
2018-19,1610612760,OKC,Oklahoma City Thunder,21801226,2019-04-10,OKC @ MIL,W,48.0,12.0,6.0,28.0,46.0,12.0,13.0,16.0,46.0,0,0,0,0,135,1787,2221,78,1373,541,1188,1564,891,1,2018,2019,False,MIL,OKC
2018-19,1610612737,ATL,Atlanta Hawks,21801220,2019-04-10,ATL vs. IND,L,48.0,10.0,33.0,12.0,52.0,25.0,20.0,22.0,60.0,0,0,0,0,135,2037,3,1269,777,2206,2139,2132,2100,1,2018,2019,True,ATL,IND
2018-19,1610612751,BKN,Brooklyn Nets,21801221,2019-04-10,BKN vs. MIA,W,48.0,12.0,16.0,19.0,44.0,12.0,11.0,15.0,44.0,0,0,0,0,135,1787,648,472,1571,541,828,1449,722,1,2018,2019,True,BKN,MIA
2018-19,1610612762,UTA,Utah Jazz,21801229,2019-04-10,UTA @ LAC,L,53.0,10.0,19.0,21.0,52.0,20.0,14.0,22.0,76.0,0,0,0,0,21,2037,323,330,777,1745,1332,2132,2446,1,2018,2019,False,LAC,UTA
2018-19,1610612750,MIN,Minnesota Timberwolves,21801228,2019-04-10,MIN @ DEN,L,48.0,12.0,9.0,7.0,38.0,5.0,14.0,8.0,44.0,0,0,0,0,135,1787,1821,2011,2033,36,1332,451,722,1,2018,2019,False,DEN,MIN
