close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
1641744,Zach Edey,1610612763,MEM,C,23.0,4,4,0.75,7.75,13.5,0.574,0.57,0.004
1630590,Scotty Pippen Jr.,1610612763,MEM,G,24.0,4,4,0.732,6.5,10.25,0.634,0.557,0.078
1628991,Jaren Jackson Jr.,1610612763,MEM,F-C,25.0,4,4,0.579,3.5,8.25,0.424,0.558,-0.134
1630217,Desmond Bane,1610612763,MEM,G,26.0,4,4,0.646,4.0,7.75,0.516,0.549,-0.033
1630583,Santi Aldama,1610612763,MEM,F-C,24.0,4,4,0.542,2.75,6.5,0.423,0.553,-0.13
1629723,John Konchar,1610612763,MEM,G,29.0,4,3,0.742,3.75,5.75,0.652,0.551,0.102
1629630,Ja Morant,1610612763,MEM,G,25.0,3,3,0.5,2.67,4.67,0.571,0.543,0.029
1628379,Luke Kennard,1610612763,MEM,G,28.0,4,4,0.531,2.5,4.25,0.588,0.558,0.031
1631246,Vince Williams Jr.,1610612763,MEM,G,24.0,3,3,0.611,2.0,3.67,0.545,0.551,-0.006
1628963,Marvin Bagley III,1610612763,MEM,F,26.0,2,2,0.429,2.0,3.0,0.667,0.552,0.115
1630643,Jay Huff,1610612763,MEM,C,27.0,2,2,0.5,1.0,3.0,0.333,0.569,-0.236
1630205,Lamar Stevens,1610612763,MEM,F,27.0,1,1,1.0,1.0,2.0,0.5,0.564,-0.064
