close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
1626144,Emmanuel Mudiay,1610612743,DEN,G,20.0,68,68,0.608,166,457,0.363,0.373,-0.01
203914,Gary Harris,1610612743,DEN,G,21.0,76,75,0.603,174,419,0.415,0.373,0.042
203115,Will Barton,1610612743,DEN,F-G,25.0,82,80,0.487,125,358,0.349,0.363,-0.014
201568,Danilo Gallinari,1610612743,DEN,F,27.0,53,53,0.6,123,307,0.401,0.372,0.028
202702,Kenneth Faried,1610612743,DEN,F,26.0,67,63,0.396,114,264,0.432,0.374,0.058
201589,Darrell Arthur,1610612743,DEN,F,28.0,70,65,0.41,93,259,0.359,0.373,-0.014
203999,Nikola Jokić,1610612743,DEN,C,21.0,79,75,0.329,101,252,0.401,0.382,0.019
203960,JaKarr Sampson,1610612743,DEN,G-F,23.0,72,67,0.511,76,208,0.365,0.364,0.002
2749,Jameer Nelson,1610612743,DEN,G,34.0,39,39,0.626,75,196,0.383,0.367,0.016
201571,D.J. Augustin,1610612743,DEN,G,28.0,62,59,0.572,68,191,0.356,0.358,-0.002
203530,Joffrey Lauvergne,1610612743,DEN,C-F,24.0,58,45,0.329,49,137,0.358,0.374,-0.016
203994,Jusuf Nurkić,1610612743,DEN,C,21.0,31,28,0.313,28,77,0.364,0.372,-0.009
2034,Mike Miller,1610612743,DEN,G-F,36.0,36,33,0.517,27,74,0.365,0.359,0.006
203123,Kostas Papanikolaou,1610612743,DEN,F,25.0,23,22,0.573,32,71,0.451,0.368,0.082
1626253,Axel Toupane,1610612743,DEN,G-F,23.0,21,21,0.585,25,69,0.362,0.371,-0.009
203475,Erick Green,1610612743,DEN,G,25.0,6,4,0.429,2,6,0.333,0.377,-0.043
