close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
1628368,De'Aaron Fox,1610612758,SAC,G,23.0,56,56,0.476,2.73,6.98,0.391,0.381,0.01
1627741,Buddy Hield,1610612758,SAC,G,28.0,69,69,0.429,2.19,6.0,0.365,0.375,-0.011
1628963,Marvin Bagley III,1610612758,SAC,F,22.0,42,42,0.464,2.14,5.52,0.388,0.375,0.013
1626158,Richaun Holmes,1610612758,SAC,F,27.0,60,58,0.358,1.93,5.35,0.361,0.38,-0.018
203084,Harrison Barnes,1610612758,SAC,F,29.0,56,55,0.431,2.0,4.96,0.403,0.381,0.022
203090,Maurice Harkless,1610612758,SAC,F-G,28.0,35,33,0.53,1.8,4.86,0.371,0.363,0.008
1630169,Tyrese Haliburton,1610612758,SAC,G,21.0,56,55,0.425,1.73,4.54,0.382,0.377,0.005
1626153,Delon Wright,1610612758,SAC,G,29.0,61,59,0.384,1.3,3.79,0.342,0.38,-0.038
1629002,Chimezie Metu,1610612758,SAC,F-C,24.0,33,28,0.434,1.45,3.48,0.417,0.373,0.044
202355,Hassan Whiteside,1610612758,SAC,C,32.0,33,30,0.353,1.21,3.39,0.357,0.381,-0.024
203922,Glenn Robinson III,1610612758,SAC,F,27.0,21,19,0.438,1.24,2.71,0.456,0.381,0.075
1627745,Damian Jones,1610612758,SAC,C,26.0,35,33,0.383,1.26,2.71,0.463,0.366,0.097
1629056,Terence Davis,1610612758,SAC,G,24.0,59,53,0.438,1.08,2.64,0.41,0.375,0.035
1629713,Justin James,1610612758,SAC,G-F,24.0,26,21,0.513,1.23,2.27,0.542,0.353,0.189
1629735,Chris Silva,1610612758,SAC,F,24.0,9,4,0.392,0.89,2.22,0.4,0.368,0.032
1629663,Louis King,1610612758,SAC,F,22.0,6,4,0.353,0.67,2.0,0.333,0.332,0.001
1629657,Kyle Guy,1610612758,SAC,G,23.0,25,19,0.519,0.68,1.6,0.425,0.371,0.054
1630186,Jahmi'us Ramsey,1610612758,SAC,G,20.0,11,7,0.412,0.36,1.27,0.286,0.318,-0.033
1630218,Robert Woodard II,1610612758,SAC,F,21.0,7,1,0.125,0.14,0.14,1.0,0.455,0.545
