season,season_start,season_end,award,team_rank,player,player_id,position,lg,voting,age,tm,g,mp,pts,trb,ast,stl,blk,fgpct,3ppct,ftpct,ws,ws_48,9999,coach,w,l,w_lpct,games
2022-23,2022,2023,all_league_teams,1st,Jayson Tatum,tatumja01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2022-23,2022,2023,all_league_teams,2nd,Jaylen Brown,brownja02,F,NBA,,,,,,,,,,,,,,,,,,,,,
2022-23,2022,2023,all_league_teams,3rd,Julius Randle,randlju01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2021-22,2021,2022,all_league_teams,1st,Jayson Tatum,tatumja01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2021-22,2021,2022,all_league_teams,2nd,DeMar DeRozan,derozde01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2021-22,2021,2022,all_league_teams,3rd,Pascal Siakam,siakapa01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2020-21,2020,2021,all_league_teams,1st,Kawhi Leonard,leonaka01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2020-21,2020,2021,all_league_teams,2nd,LeBron James,jamesle01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2020-21,2020,2021,all_league_teams,3rd,Paul George,georgpa01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2019-20,2019,2020,all_league_teams,1st,LeBron James,jamesle01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2019-20,2019,2020,all_league_teams,2nd,Pascal Siakam,siakapa01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2019-20,2019,2020,all_league_teams,3rd,Jimmy Butler,jimmybutler_na,F,NBA,,,,,,,,,,,,,,,,,,,,,
2018-19,2018,2019,all_league_teams,1st,Paul George,georgpa01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2018-19,2018,2019,all_league_teams,2nd,Kawhi Leonard,leonaka01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2018-19,2018,2019,all_league_teams,3rd,Blake Griffin,griffbl01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2017-18,2017,2018,all_league_teams,1st,Kevin Durant,duranke01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2017-18,2017,2018,all_league_teams,2nd,LaMarcus Aldridge,aldrila01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2017-18,2017,2018,all_league_teams,3rd,Paul George,georgpa01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2016-17,2016,2017,all_league_teams,1st,Kawhi Leonard,leonaka01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2016-17,2016,2017,all_league_teams,2nd,Kevin Durant,duranke01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2016-17,2016,2017,all_league_teams,3rd,Jimmy Butler,jimmybutler_na,F,NBA,,,,,,,,,,,,,,,,,,,,,
2015-16,2015,2016,all_league_teams,1st,Kawhi Leonard,leonaka01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2015-16,2015,2016,all_league_teams,2nd,Draymond Green,greendr01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2015-16,2015,2016,all_league_teams,3rd,LaMarcus Aldridge,aldrila01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2014-15,2014,2015,all_league_teams,1st,Anthony Davis,davisan01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2014-15,2014,2015,all_league_teams,2nd,LaMarcus Aldridge,aldrila01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2014-15,2014,2015,all_league_teams,3rd,Tim Duncan,duncati01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2013-14,2013,2014,all_league_teams,1st,LeBron James,jamesle01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2013-14,2013,2014,all_league_teams,2nd,Kevin Love,loveke010,F,NBA,,,,,,,,,,,,,,,,,,,,,
2013-14,2013,2014,all_league_teams,3rd,LaMarcus Aldridge,aldrila01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2012-13,2012,2013,all_league_teams,1st,LeBron James,jamesle01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2012-13,2012,2013,all_league_teams,2nd,Blake Griffin,griffbl01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2012-13,2012,2013,all_league_teams,3rd,David Lee,leeda0200,F,NBA,,,,,,,,,,,,,,,,,,,,,
2011-12,2011,2012,all_league_teams,1st,LeBron James,jamesle01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2011-12,2011,2012,all_league_teams,2nd,Kevin Love,loveke010,F,NBA,,,,,,,,,,,,,,,,,,,,,
2011-12,2011,2012,all_league_teams,3rd,Dirk Nowitzki,nowitdi01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2010-11,2010,2011,all_league_teams,1st,LeBron James,jamesle01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2010-11,2010,2011,all_league_teams,2nd,Dirk Nowitzki,nowitdi01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2010-11,2010,2011,all_league_teams,3rd,Zach Randolph,randoza01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2009-10,2009,2010,all_league_teams,1st,LeBron James,jamesle01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2009-10,2009,2010,all_league_teams,2nd,Dirk Nowitzki,nowitdi01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2009-10,2009,2010,all_league_teams,3rd,Pau Gasol,gasolpa01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2008-09,2008,2009,all_league_teams,1st,Dirk Nowitzki,nowitdi01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2008-09,2008,2009,all_league_teams,2nd,Paul Pierce,piercpa01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2008-09,2008,2009,all_league_teams,3rd,Pau Gasol,gasolpa01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2007-08,2007,2008,all_league_teams,1st,LeBron James,jamesle01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2007-08,2007,2008,all_league_teams,2nd,Dirk Nowitzki,nowitdi01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2007-08,2007,2008,all_league_teams,3rd,Paul Pierce,piercpa01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2006-07,2006,2007,all_league_teams,1st,Dirk Nowitzki,nowitdi01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2006-07,2006,2007,all_league_teams,2nd,LeBron James,jamesle01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2006-07,2006,2007,all_league_teams,3rd,Kevin Garnett,garneke01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2005-06,2005,2006,all_league_teams,1st,Dirk Nowitzki,nowitdi01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2005-06,2005,2006,all_league_teams,2nd,Tim Duncan,duncati01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2005-06,2005,2006,all_league_teams,3rd,Shawn Marion,mariosh01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2004-05,2004,2005,all_league_teams,1st,Dirk Nowitzki,nowitdi01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2004-05,2004,2005,all_league_teams,2nd,LeBron James,jamesle01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2004-05,2004,2005,all_league_teams,3rd,Tracy McGrady,mcgratr01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2003-04,2003,2004,all_league_teams,1st,Kevin Garnett,garneke01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2003-04,2003,2004,all_league_teams,2nd,Peja Stojaković,pejastojaković_na,F,NBA,,,,,,,,,,,,,,,,,,,,,
2003-04,2003,2004,all_league_teams,3rd,Dirk Nowitzki,nowitdi01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2002-03,2002,2003,all_league_teams,1st,Kevin Garnett,garneke01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2002-03,2002,2003,all_league_teams,2nd,Chris Webber,webbech01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2002-03,2002,2003,all_league_teams,3rd,Paul Pierce,piercpa01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2001-02,2001,2002,all_league_teams,1st,Tracy McGrady,mcgratr01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2001-02,2001,2002,all_league_teams,2nd,Chris Webber,webbech01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2001-02,2001,2002,all_league_teams,3rd,Ben Wallace,wallabe01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2000-01,2000,2001,all_league_teams,1st,Chris Webber,webbech01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2000-01,2000,2001,all_league_teams,2nd,Kevin Garnett,garneke01,F,NBA,,,,,,,,,,,,,,,,,,,,,
2000-01,2000,2001,all_league_teams,3rd,Dirk Nowitzki,nowitdi01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1999-00,1999,2000,all_league_teams,1st,Kevin Garnett,garneke01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1999-00,1999,2000,all_league_teams,2nd,Karl Malone,malonka01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1999-00,1999,2000,all_league_teams,3rd,Chris Webber,webbech01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1998-99,1998,2099,all_league_teams,1st,Karl Malone,malonka01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1998-99,1998,2099,all_league_teams,2nd,Chris Webber,webbech01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1998-99,1998,2099,all_league_teams,3rd,Antonio McDyess,mcdyean01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1997-98,1997,2098,all_league_teams,1st,Karl Malone,malonka01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1997-98,1997,2098,all_league_teams,2nd,Grant Hill,hillgr010,F,NBA,,,,,,,,,,,,,,,,,,,,,
1997-98,1997,2098,all_league_teams,3rd,Glen Rice,ricegl010,F,NBA,,,,,,,,,,,,,,,,,,,,,
1996-97,1996,2097,all_league_teams,1st,Karl Malone,malonka01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1996-97,1996,2097,all_league_teams,2nd,Glen Rice,ricegl010,F,NBA,,,,,,,,,,,,,,,,,,,,,
1996-97,1996,2097,all_league_teams,3rd,Anthony Mason,masonan01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1995-96,1995,2096,all_league_teams,1st,Scottie Pippen,pippesc01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1995-96,1995,2096,all_league_teams,2nd,Shawn Kemp,kempsh010,F,NBA,,,,,,,,,,,,,,,,,,,,,
1995-96,1995,2096,all_league_teams,3rd,Juwan Howard,howarju01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1994-95,1994,2095,all_league_teams,1st,Scottie Pippen,pippesc01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1994-95,1994,2095,all_league_teams,2nd,Shawn Kemp,kempsh010,F,NBA,,,,,,,,,,,,,,,,,,,,,
1994-95,1994,2095,all_league_teams,3rd,Detlef Schrempf,schrede01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1993-94,1993,2094,all_league_teams,1st,Scottie Pippen,pippesc01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1993-94,1993,2094,all_league_teams,2nd,Shawn Kemp,kempsh010,F,NBA,,,,,,,,,,,,,,,,,,,,,
1993-94,1993,2094,all_league_teams,3rd,Dominique Wilkins,wilkido01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1992-93,1992,2093,all_league_teams,1st,Karl Malone,malonka01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1992-93,1992,2093,all_league_teams,2nd,Dominique Wilkins,wilkido01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1992-93,1992,2093,all_league_teams,3rd,Scottie Pippen,pippesc01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1991-92,1991,2092,all_league_teams,1st,Chris Mullin,mullich01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1991-92,1991,2092,all_league_teams,2nd,Scottie Pippen,pippesc01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1991-92,1991,2092,all_league_teams,3rd,Kevin Willis,willike04,F,NBA,,,,,,,,,,,,,,,,,,,,,
1990-91,1990,2091,all_league_teams,1st,Karl Malone,malonka01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1990-91,1990,2091,all_league_teams,2nd,Dominique Wilkins,wilkido01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1990-91,1990,2091,all_league_teams,3rd,James Worthy,worthja01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1989-90,1989,2090,all_league_teams,1st,Karl Malone,malonka01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1989-90,1989,2090,all_league_teams,2nd,Tom Chambers,chambto01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1989-90,1989,2090,all_league_teams,3rd,James Worthy,worthja01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1988-89,1988,2089,all_league_teams,1st,Karl Malone,malonka01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1988-89,1988,2089,all_league_teams,2nd,Chris Mullin,mullich01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1988-89,1988,2089,all_league_teams,3rd,Dominique Wilkins,wilkido01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1987-88,1987,2088,all_league_teams,1st,Larry Bird,birdla010,F,NBA,,,,,,,,,,,,,,,,,,,,,
1987-88,1987,2088,all_league_teams,2nd,Dominique Wilkins,wilkido01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1986-87,1986,2087,all_league_teams,1st,Kevin McHale,mchalke01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1986-87,1986,2087,all_league_teams,2nd,Dominique Wilkins,wilkido01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1985-86,1985,2086,all_league_teams,1st,Dominique Wilkins,wilkido01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1985-86,1985,2086,all_league_teams,2nd,Alex English,englial01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1984-85,1984,2085,all_league_teams,1st,Bernard King,kingbe010,F,NBA,,,,,,,,,,,,,,,,,,,,,
1984-85,1984,2085,all_league_teams,2nd,Ralph Sampson,sampsra01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1983-84,1983,2084,all_league_teams,1st,Bernard King,kingbe010,F,NBA,,,,,,,,,,,,,,,,,,,,,
1983-84,1983,2084,all_league_teams,2nd,Julius Erving,ervinju01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1982-83,1982,2083,all_league_teams,1st,Julius Erving,ervinju01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1982-83,1982,2083,all_league_teams,2nd,Buck Williams,willibu01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1981-82,1981,2082,all_league_teams,1st,Julius Erving,ervinju01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1981-82,1981,2082,all_league_teams,2nd,Bernard King,kingbe010,F,NBA,,,,,,,,,,,,,,,,,,,,,
1980-81,1980,2081,all_league_teams,1st,Julius Erving,ervinju01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1980-81,1980,2081,all_league_teams,2nd,Marques Johnson,johnsma02,F,NBA,,,,,,,,,,,,,,,,,,,,,
1979-80,1979,2080,all_league_teams,1st,Julius Erving,ervinju01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1979-80,1979,2080,all_league_teams,2nd,Dan Roundfield,roundda01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1978-79,1978,2079,all_league_teams,1st,Marques Johnson,johnsma02,F,NBA,,,,,,,,,,,,,,,,,,,,,
1978-79,1978,2079,all_league_teams,2nd,Walter Davis,daviswa02,F,NBA,,,,,,,,,,,,,,,,,,,,,
1977-78,1977,2078,all_league_teams,1st,Truck Robinson,robintr01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1977-78,1977,2078,all_league_teams,2nd,Maurice Lucas,lucasma01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1976-77,1976,2077,all_league_teams,1st,David Thompson,thompda01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1976-77,1976,2077,all_league_teams,2nd,George McGinnis,mcginge01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1975-76,1975,2076,all_league_teams,1st,George McGinnis,mcginge01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1975-76,1975,2076,all_league_teams,2nd,Elvin Hayes,hayesel01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1975-76,1975,2076,all_league_teams,1st,Billy Knight,knighbi01,F,ABA,,,,,,,,,,,,,,,,,,,,,
1975-76,1975,2076,all_league_teams,2nd,David Thompson,thompda01,F,ABA,,,,,,,,,,,,,,,,,,,,,
1974-75,1974,2075,all_league_teams,1st,Elvin Hayes,hayesel01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1974-75,1974,2075,all_league_teams,2nd,Spencer Haywood,haywosp01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1974-75,1974,2075,all_league_teams,1st,George McGinnis,mcginge01,F,ABA,,,,,,,,,,,,,,,,,,,,,
1974-75,1974,2075,all_league_teams,2nd,George Gervin,gervige01,F,ABA,,,,,,,,,,,,,,,,,,,,,
1973-74,1973,2074,all_league_teams,1st,John Havlicek,havlijo01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1973-74,1973,2074,all_league_teams,2nd,Spencer Haywood,haywosp01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1973-74,1973,2074,all_league_teams,1st,George McGinnis,mcginge01,F,ABA,,,,,,,,,,,,,,,,,,,,,
1973-74,1973,2074,all_league_teams,2nd,Willie Wise,wisewi010,F,ABA,,,,,,,,,,,,,,,,,,,,,
1972-73,1972,2073,all_league_teams,1st,Spencer Haywood,haywosp01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1972-73,1972,2073,all_league_teams,2nd,Elvin Hayes,hayesel01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1972-73,1972,2073,all_league_teams,1st,Julius Erving,ervinju01,F,ABA,,,,,,,,,,,,,,,,,,,,,
1972-73,1972,2073,all_league_teams,2nd,George McGinnis,mcginge01,F,ABA,,,,,,,,,,,,,,,,,,,,,
1971-72,1971,2072,all_league_teams,1st,Spencer Haywood,haywosp01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1971-72,1971,2072,all_league_teams,2nd,Bob Love,lovebo010,F,NBA,,,,,,,,,,,,,,,,,,,,,
1971-72,1971,2072,all_league_teams,1st,Dan Issel,isselda01,F,ABA,,,,,,,,,,,,,,,,,,,,,
1971-72,1971,2072,all_league_teams,2nd,Willie Wise,wisewi010,F,ABA,,,,,,,,,,,,,,,,,,,,,
1970-71,1970,2071,all_league_teams,1st,John Havlicek,havlijo01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1970-71,1970,2071,all_league_teams,2nd,Bob Love,lovebo010,F,NBA,,,,,,,,,,,,,,,,,,,,,
1970-71,1970,2071,all_league_teams,1st,Roger Brown,brownro01,F,ABA,,,,,,,,,,,,,,,,,,,,,
1970-71,1970,2071,all_league_teams,2nd,Larry Cannon,cannola01,G,ABA,,,,,,,,,,,,,,,,,,,,,
1969-70,1969,2070,all_league_teams,1st,Connie Hawkins,hawkico01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1969-70,1969,2070,all_league_teams,2nd,Gus Johnson,johnsgu01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1969-70,1969,2070,all_league_teams,1st,Spencer Haywood,haywosp01,F,ABA,,,,,,,,,,,,,,,,,,,,,
1969-70,1969,2070,all_league_teams,2nd,Bob Netolicky,bobnetolicky_na,F,ABA,,,,,,,,,,,,,,,,,,,,,
1968-69,1968,2069,all_league_teams,1st,Billy Cunningham,cunnibi01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1968-69,1968,2069,all_league_teams,2nd,John Havlicek,havlijo01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1968-69,1968,2069,all_league_teams,1st,Connie Hawkins,hawkico01,F,ABA,,,,,,,,,,,,,,,,,,,,,
1968-69,1968,2069,all_league_teams,2nd,Doug Moe,dougmoe_na,F,ABA,,,,,,,,,,,,,,,,,,,,,
1967-68,1967,2068,all_league_teams,1st,Jerry Lucas,lucasje01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1967-68,1967,2068,all_league_teams,2nd,Willis Reed,reedwi020,F,NBA,,,,,,,,,,,,,,,,,,,,,
1967-68,1967,2068,all_league_teams,1st,Doug Moe,dougmoe_na,F,ABA,,,,,,,,,,,,,,,,,,,,,
1967-68,1967,2068,all_league_teams,2nd,Cincy Powell,cincypowell_na,F,ABA,,,,,,,,,,,,,,,,,,,,,
1966-67,1966,2067,all_league_teams,1st,Elgin Baylor,bayloel01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1966-67,1966,2067,all_league_teams,2nd,Willis Reed,reedwi020,F,NBA,,,,,,,,,,,,,,,,,,,,,
1965-66,1965,2066,all_league_teams,1st,Jerry Lucas,lucasje01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1965-66,1965,2066,all_league_teams,2nd,Gus Johnson,johnsgu01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1964-65,1964,2065,all_league_teams,1st,Jerry Lucas,lucasje01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1964-65,1964,2065,all_league_teams,2nd,Bob Pettit,pettibo01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1963-64,1963,2064,all_league_teams,1st,Bob Pettit,pettibo01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1963-64,1963,2064,all_league_teams,2nd,Jerry Lucas,lucasje01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1962-63,1962,2063,all_league_teams,1st,Bob Pettit,pettibo01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1962-63,1962,2063,all_league_teams,2nd,Bailey Howell,howelba01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1961-62,1961,2062,all_league_teams,1st,Bob Pettit,pettibo01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1961-62,1961,2062,all_league_teams,2nd,Jack Twyman,twymaja01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1960-61,1960,2061,all_league_teams,1st,Bob Pettit,pettibo01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1960-61,1960,2061,all_league_teams,2nd,Dolph Schayes,schaydo01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1959-60,1959,2060,all_league_teams,1st,Bob Pettit,pettibo01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1959-60,1959,2060,all_league_teams,2nd,Jack Twyman,twymaja01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1958-59,1958,2059,all_league_teams,1st,Bob Pettit,pettibo01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1958-59,1958,2059,all_league_teams,2nd,Cliff Hagan,hagancl01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1957-58,1957,2058,all_league_teams,1st,George Yardley,yardlge01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1957-58,1957,2058,all_league_teams,2nd,Maurice Stokes,stokema01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1956-57,1956,2057,all_league_teams,1st,Dolph Schayes,schaydo01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1956-57,1956,2057,all_league_teams,2nd,George Yardley,yardlge01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1955-56,1955,2056,all_league_teams,1st,Bob Pettit,pettibo01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1955-56,1955,2056,all_league_teams,2nd,Maurice Stokes,stokema01,F,NBA,,,,,,,,,,,,,,,,,,,,,
1954-55,1954,2055,all_league_teams,1st,Neil Johnston,johnsne02,,NBA,,,,,,,,,,,,,,,,,,,,,
1954-55,1954,2055,all_league_teams,2nd,Vern Mikkelsen,mikkeve01,,NBA,,,,,,,,,,,,,,,,,,,,,
1953-54,1953,2054,all_league_teams,1st,Neil Johnston,johnsne02,,NBA,,,,,,,,,,,,,,,,,,,,,
1953-54,1953,2054,all_league_teams,2nd,Jim Pollard,pollaji01,,NBA,,,,,,,,,,,,,,,,,,,,,
1952-53,1952,2053,all_league_teams,1st,Ed Macauley,macaued01,,NBA,,,,,,,,,,,,,,,,,,,,,
1952-53,1952,2053,all_league_teams,2nd,Andy Phillip,phillan01,,NBA,,,,,,,,,,,,,,,,,,,,,
1951-52,1951,2052,all_league_teams,1st,Ed Macauley,macaued01,,NBA,,,,,,,,,,,,,,,,,,,,,
1951-52,1951,2052,all_league_teams,2nd,Andy Phillip,phillan01,,NBA,,,,,,,,,,,,,,,,,,,,,
1950-51,1950,2051,all_league_teams,1st,Alex Groza,grozaal01,,NBA,,,,,,,,,,,,,,,,,,,,,
1950-51,1950,2051,all_league_teams,2nd,Dick McGuire,mcguidi01,,NBA,,,,,,,,,,,,,,,,,,,,,
1949-50,1949,2050,all_league_teams,1st,George Mikan,mikange01,,NBA,,,,,,,,,,,,,,,,,,,,,
1949-50,1949,2050,all_league_teams,2nd,Al Cervi,cervial01,,NBA,,,,,,,,,,,,,,,,,,,,,
1948-49,1948,2049,all_league_teams,1st,George Mikan,mikange01,,BAA,,,,,,,,,,,,,,,,,,,,,
1948-49,1948,2049,all_league_teams,2nd,Bones McKinney,bonesmckinney_na,,BAA,,,,,,,,,,,,,,,,,,,,,
1947-48,1947,2048,all_league_teams,1st,Joe Fulks,fulksjo01,,BAA,,,,,,,,,,,,,,,,,,,,,
1947-48,1947,2048,all_league_teams,2nd,John Logan,johnlogan_na,,BAA,,,,,,,,,,,,,,,,,,,,,
1946-47,1946,2047,all_league_teams,1st,Bones McKinney,bonesmckinney_na,,BAA,,,,,,,,,,,,,,,,,,,,,
1946-47,1946,2047,all_league_teams,2nd,Chick Halbert,chickhalbert_na,,BAA,,,,,,,,,,,,,,,,,,,,,
2024-25,2024,2025,all_league_teams,1st,Shai Gilgeous-Alexander,gilgesh01,G,NBA,,,,,,,,,,,,,,,,,,,,,
2024-25,2024,2025,all_league_teams,2nd,Anthony Edwards,edwaran01,G,NBA,,,,,,,,,,,,,,,,,,,,,
2024-25,2024,2025,all_league_teams,3rd,Tyrese Haliburton,halibty01,G,NBA,,,,,,,,,,,,,,,,,,,,,
2023-24,2023,2024,all_league_teams,1st,Luka Dončić,donilu010,G,NBA,,,,,,,,,,,,,,,,,,,,,
2023-24,2023,2024,all_league_teams,2nd,Jalen Brunson,brunsja01,G,NBA,,,,,,,,,,,,,,,,,,,,,
2023-24,2023,2024,all_league_teams,3rd,Stephen Curry,curryst01,G,NBA,,,,,,,,,,,,,,,,,,,,,
2022-23,2022,2023,all_league_teams,1st,Luka Dončić,donilu010,G,NBA,,,,,,,,,,,,,,,,,,,,,
2022-23,2022,2023,all_league_teams,2nd,Donovan Mitchell,mitchdo01,G,NBA,,,,,,,,,,,,,,,,,,,,,
2022-23,2022,2023,all_league_teams,3rd,De'Aaron Fox,foxde0100,G,NBA,,,,,,,,,,,,,,,,,,,,,
2021-22,2021,2022,all_league_teams,1st,Luka Dončić,donilu010,G,NBA,,,,,,,,,,,,,,,,,,,,,
2021-22,2021,2022,all_league_teams,2nd,Ja Morant,moranja01,G,NBA,,,,,,,,,,,,,,,,,,,,,
2021-22,2021,2022,all_league_teams,3rd,Chris Paul,paulch010,G,NBA,,,,,,,,,,,,,,,,,,,,,
2020-21,2020,2021,all_league_teams,1st,Stephen Curry,curryst01,G,NBA,,,,,,,,,,,,,,,,,,,,,
2020-21,2020,2021,all_league_teams,2nd,Chris Paul,paulch010,G,NBA,,,,,,,,,,,,,,,,,,,,,
2020-21,2020,2021,all_league_teams,3rd,Bradley Beal,bealbr010,G,NBA,,,,,,,,,,,,,,,,,,,,,
