close_def_person_id,player,team_id,team,pos,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
1626157,Karl-Anthony Towns,1610612750,MIN,C,22.0,82,82,1.0,704,1473,0.478,0.48,-0.003
201959,Taj Gibson,1610612750,MIN,F,33.0,82,82,1.0,525,1132,0.464,0.468,-0.004
203952,Andrew Wiggins,1610612750,MIN,F,23.0,82,82,1.0,508,1098,0.463,0.456,0.006
201952,Jeff Teague,1610612750,MIN,G,30.0,70,70,1.0,387,784,0.494,0.45,0.044
203476,Gorgui Dieng,1610612750,MIN,C,28.0,79,79,1.0,345,697,0.495,0.47,0.025
202710,Jimmy Butler III,1610612750,MIN,G,28.0,59,59,1.0,312,677,0.461,0.461,0.0
202357,Nemanja Bjelica,1610612750,MIN,F,30.0,66,66,1.0,249,569,0.438,0.457,-0.019
1626145,Tyus Jones,1610612750,MIN,G,22.0,82,82,1.0,268,548,0.489,0.44,0.049
2037,Jamal Crawford,1610612750,MIN,G,38.0,75,75,1.0,175,334,0.524,0.442,0.082
201565,Derrick Rose,1610612750,MIN,G,29.0,25,25,1.0,84,163,0.515,0.457,0.059
1627875,Marcus Georges-Hunt,1610612750,MIN,G,24.0,21,21,1.0,33,68,0.485,0.461,0.024
201166,Aaron Brooks,1610612750,MIN,G,33.0,18,18,1.0,33,61,0.541,0.446,0.095
202332,Cole Aldrich,1610612750,MIN,C,29.0,13,13,1.0,14,21,0.667,0.456,0.211
1626148,Anthony Brown,1610612750,MIN,F-G,25.0,1,1,1.0,1,1,1.0,0.419,0.581
