close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
1628976,Wendell Carter Jr.,1610612741,CHI,C-F,21.0,43,43,0.692,4.3,8.05,0.535,0.593,-0.058
1628374,Lauri Markkanen,1610612741,CHI,F-C,23.0,50,50,0.56,3.96,7.2,0.55,0.576,-0.026
203897,Zach LaVine,1610612741,CHI,G-F,25.0,60,60,0.459,2.8,5.37,0.522,0.558,-0.036
201152,Thaddeus Young,1610612741,CHI,F,32.0,64,64,0.472,3.0,5.33,0.563,0.579,-0.016
1628436,Luke Kornet,1610612741,CHI,F-C,24.0,35,35,0.602,3.51,5.23,0.672,0.583,0.09
1629655,Daniel Gafford,1610612741,CHI,F-C,21.0,40,38,0.699,2.8,5.0,0.56,0.59,-0.03
203107,Tomas Satoransky,1610612741,CHI,G,28.0,65,64,0.512,3.0,4.78,0.627,0.565,0.062
203490,Otto Porter Jr.,1610612741,CHI,F,27.0,14,14,0.528,2.21,4.71,0.47,0.56,-0.091
1626245,Cristiano Felicio,1610612741,CHI,F-C,27.0,22,21,0.604,3.18,4.5,0.707,0.594,0.113
1627739,Kris Dunn,1610612741,CHI,G,26.0,50,46,0.444,2.56,4.38,0.584,0.571,0.014
1629632,Coby White,1610612741,CHI,G,20.0,65,61,0.532,2.82,4.31,0.654,0.56,0.094
1628990,Chandler Hutchison,1610612741,CHI,F-G,24.0,27,27,0.526,2.89,4.15,0.696,0.585,0.112
1627756,Denzel Valentine,1610612741,CHI,G,26.0,32,30,0.505,1.75,3.09,0.566,0.563,0.003
1627885,Shaquille Harrison,1610612741,CHI,G,26.0,32,25,0.439,1.31,2.72,0.483,0.557,-0.074
1627853,Ryan Arcidiacono,1610612741,CHI,G,26.0,56,50,0.415,1.3,2.13,0.613,0.559,0.054
1629690,Adam Mokoka,1610612741,CHI,G,21.0,10,7,0.316,0.8,1.2,0.667,0.579,0.088
