group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank
,203460,Andre Roberson,,1610612760,OKC,24.0,24,11,13,0.458,45.1,4.4,5.3,0.833,0.9,0.9,1.0,0.0,1.8,0.0,5.3,7.0,12.3,0.0,0.9,1.8,1.8,0.9,4.4,0.9,9.6,-36.8,34.0,0,0,29.8,163,157,140,248,285,231,347,25,172,263,1,299,298,299,52,149,91,287,251,78,85,142,274,321,288,378,220,190,13,247
,201627,Anthony Morrow,,1610612760,OKC,30.0,18,7,11,0.389,33.2,1.6,4.8,0.333,1.6,1.6,1.0,4.8,4.8,1.0,0.0,1.6,1.6,1.6,0.0,0.0,0.0,0.0,3.2,1.6,9.5,9.5,13.8,0,0,14.3,211,215,174,302,401,325,352,255,127,248,1,173,227,1,270,346,367,224,282,237,200,206,328,300,290,136,376,190,13,367
,1626166,Cameron Payne,,1610612760,OKC,21.0,4,3,1,0.75,64.3,5.6,33.3,0.167,0.0,16.7,0.0,0.0,0.0,0.0,5.6,0.0,5.6,5.6,5.6,0.0,0.0,0.0,16.7,0.0,11.1,-33.3,20.6,0,0,22.2,339,293,363,44,6,175,11,324,209,6,209,299,312,299,44,356,270,67,19,237,200,206,19,326,256,371,334,190,13,311
,203079,Dion Waiters,,1610612760,OKC,24.0,38,20,18,0.526,45.8,2.5,8.1,0.304,0.4,3.5,0.1,1.1,1.4,0.75,2.1,3.2,5.3,1.1,1.4,0.7,0.4,0.4,3.9,1.1,6.3,-6.0,16.0,0,0,15.1,38,45,59,173,256,297,302,282,204,204,205,287,302,171,151,316,280,261,210,200,186,200,298,314,332,262,360,190,13,365
,202683,Enes Freedom,,1610612760,OKC,24.0,20,13,7,0.65,50.7,5.6,8.3,0.667,0.0,2.8,0.0,6.9,8.3,0.833,4.2,8.3,12.5,0.0,1.4,0.0,2.8,0.0,5.6,5.6,18.1,-13.9,40.0,10,0,36.1,196,129,234,80,63,175,292,45,209,218,209,105,130,122,84,106,83,287,211,237,47,206,207,138,171,301,159,38,13,178
,203962,Josh Huestis,,1610612760,OKC,24.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,404,408,363,408,427,342,379,342,209,275,209,299,312,299,270,356,370,287,282,237,200,206,375,326,359,206,400,190,13,400
,201142,Kevin Durant,,1610612760,OKC,27.0,37,20,17,0.541,45.7,14.9,36.1,0.412,3.8,11.7,0.324,13.3,15.5,0.857,0.3,7.9,8.2,3.2,2.2,0.0,1.6,1.9,3.8,9.2,46.8,-2.5,64.0,12,0,65.2,51,45,77,158,263,21,6,179,29,27,110,32,39,107,265,120,198,136,134,237,90,67,302,49,15,239,31,29,13,19
,202713,Kyle Singler,,1610612760,OKC,28.0,9,5,4,0.556,41.2,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.5,5.0,7.5,2.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0,-52.5,12.8,0,0,10.0,289,252,285,142,358,342,350,342,209,163,209,299,312,299,136,229,212,168,282,237,200,206,354,263,359,397,381,190,13,386
,2555,Nick Collison,,1610612760,OKC,35.0,4,2,2,0.5,25.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,-30.0,39.0,0,0,30.0,339,326,329,188,412,342,251,342,209,275,209,299,312,299,13,63,20,17,282,237,200,206,58,326,359,363,171,190,13,242
,200751,Randy Foye,,1610612760,OKC,32.0,24,11,13,0.458,45.0,0.8,6.1,0.125,0.8,3.8,0.2,4.6,5.3,0.857,0.0,4.6,4.6,1.5,0.8,0.8,1.5,0.0,4.6,3.8,6.9,-2.3,20.8,0,0,18.3,163,157,140,248,288,340,335,337,177,196,167,180,202,107,270,254,305,231,261,195,96,206,259,208,326,237,331,190,13,341
