player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
203458,Alex Len,Alex,1610612756,PHX,23.0,22,7,15,0.318,2.1,90.9,86.7,86.7,126.4,121.0,121.0,-35.6,-34.2,-34.2,0.0,0.0,0.0,0.053,0.111,0.081,0.154,0.154,0.00545,0.00545,0.112,0.12,100.41,105.07,87.56,105.07,0.032,98,6,11,0.3,0.5,0.545,182,215,313,362,283,354,357,357,378,381,381,385,393,393,287,238,287,129,199,197,371,372,110,180,286,281,196,171,171,289,164,197,199,251,76
203462,Archie Goodwin,Archie,1610612756,PHX,21.0,10,3,7,0.3,1.3,92.9,79.3,79.3,174.8,153.1,153.1,-81.9,-73.8,-73.8,0.4,1.0,15.4,0.0,0.0,0.0,0.154,0.14400000000000002,0.005,0.00557,0.344,0.428,98.79,114.14,95.11,114.14,0.074,29,4,9,0.4,0.9,0.444,277,293,188,363,358,339,377,377,424,430,430,414,417,417,24,131,115,270,356,370,371,360,133,165,21,9,243,80,80,216,197,217,145,151,146
202688,Brandon Knight,Brandon,1610612756,PHX,24.0,30,9,21,0.3,3.3,93.4,92.9,92.9,123.0,119.7,119.7,-29.5,-26.8,-26.8,0.167,1.14,10.3,0.031,0.116,0.068,0.09,0.08900000000000001,0.00309,0.004,0.276,0.289,103.43,105.12,87.6,105.12,0.032,212,15,55,0.5,1.8,0.273,107,182,402,363,132,335,315,315,366,374,374,371,373,373,94,129,194,177,192,230,281,278,295,299,50,46,125,170,170,290,76,46,93,41,295
201978,Chase Budinger,Chase,1610612756,PHX,28.0,19,7,12,0.368,0.4,113.6,100.0,100.0,135.9,116.7,116.7,-22.3,-16.7,-16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.03,168.77,140.64,168.77,-0.055,35,0,0,0.0,0.0,0.0,203,215,264,313,408,118,232,232,404,361,361,347,336,335,287,238,287,270,356,370,1,1,342,359,390,391,18,21,21,399,342,379,342,379,342
203928,Cory Jefferson,Cory,1610612756,PHX,25.0,3,1,2,0.333,0.0,0.0,0.0,0.0,200.0,100.0,100.0,-200.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,4800.0,4000.0,4800.0,0.0,0,0,0,0.0,0.0,0.0,357,362,75,330,432,415,415,415,428,171,171,433,423,423,287,238,287,270,356,370,1,1,342,359,390,391,2,2,2,329,342,379,342,379,342
1626164,Devin Booker,Devin,1610612756,PHX,19.0,25,8,17,0.32,2.5,96.3,92.6,92.6,122.1,114.8,114.8,-25.8,-22.1,-22.1,0.194,0.88,18.4,0.026,0.029,0.027,0.21100000000000002,0.213,0.00421,0.00511,0.19,0.196,103.43,108.84,90.7,108.84,-0.01,136,7,19,0.3,0.8,0.368,151,195,341,360,238,317,319,319,364,342,342,356,361,361,79,185,86,201,349,352,406,405,221,221,136,139,124,123,123,379,149,142,194,173,220
202339,Eric Bledsoe,Eric,1610612756,PHX,26.0,18,6,12,0.333,3.6,95.2,94.9,94.9,121.4,121.3,121.3,-26.3,-26.3,-26.3,0.276,2.0,13.6,0.05,0.055,0.052,0.068,0.069,0.00357,0.005,0.313,0.319,103.31,103.52,86.27,103.52,0.124,138,12,35,0.7,1.9,0.343,211,235,264,330,96,325,296,296,360,384,384,359,370,370,49,64,144,134,329,281,221,221,269,226,31,32,129,200,200,121,100,79,63,34,252
203098,John Jenkins,John,1610612756,PHX,25.0,2,0,2,0.0,0.8,110.8,140.0,140.0,157.5,114.3,114.3,-46.7,25.7,25.7,0.0,0.0,0.0,0.2,0.0,0.167,0.0,0.0,0.0,0.0,0.286,0.273,171.18,180.19,150.16,180.19,-0.333,5,0,2,0.0,1.0,0.0,374,408,75,408,391,159,10,10,420,337,337,398,50,50,287,238,287,12,356,29,1,1,342,359,43,55,15,19,19,429,342,316,342,116,342
202720,Jon Leuer,Jon,1610612756,PHX,27.0,13,3,10,0.231,3.0,96.6,97.6,97.6,117.0,113.3,113.3,-20.4,-15.7,-15.7,0.074,1.0,10.5,0.023,0.088,0.051,0.105,0.107,0.00308,0.0033900000000000002,0.172,0.173,104.96,106.12,88.44,106.12,0.018,85,4,13,0.3,1.0,0.308,250,293,238,395,174,311,280,280,318,326,326,341,334,334,201,131,187,208,254,282,305,304,296,320,164,176,99,158,158,316,197,178,184,116,278
203141,Mirza Teletovic,Mirza,1610612756,PHX,30.0,28,10,18,0.357,2.1,89.5,87.7,87.7,126.6,120.0,120.0,-37.1,-32.3,-32.3,0.037,0.2,3.1,0.036,0.167,0.087,0.156,0.158,0.0047799999999999995,0.00527,0.188,0.196,109.37,113.48,94.57,113.48,0.06,138,8,23,0.3,0.8,0.348,128,176,361,321,285,362,351,351,379,376,376,388,388,388,263,236,280,166,93,179,374,375,171,200,138,137,65,85,85,241,138,116,190,165,249
