close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
2544,LeBron James,1610612739,CLE,F-G,33.0,82,82,0.504,2.51,5.99,0.42,0.371,0.049
202684,Tristan Thompson,1610612739,CLE,C-F,27.0,53,53,0.475,2.21,5.11,0.432,0.378,0.054
201567,Kevin Love,1610612739,CLE,C-F,29.0,59,55,0.382,2.15,5.02,0.429,0.382,0.047
2747,JR Smith,1610612739,CLE,G-F,32.0,80,79,0.508,1.94,4.99,0.388,0.381,0.008
201145,Jeff Green,1610612739,CLE,F,31.0,78,78,0.491,1.67,4.94,0.338,0.369,-0.032
201588,George Hill,1610612739,CLE,G,32.0,67,65,0.512,1.52,4.42,0.345,0.373,-0.029
1626204,Larry Nance Jr.,1610612739,CLE,F,25.0,66,66,0.414,1.55,4.24,0.364,0.374,-0.01
2594,Kyle Korver,1610612739,CLE,G,37.0,73,72,0.466,1.34,3.89,0.345,0.377,-0.032
203918,Rodney Hood,1610612739,CLE,G,25.0,60,56,0.503,1.48,3.75,0.396,0.37,0.026
203903,Jordan Clarkson,1610612739,CLE,G,26.0,81,77,0.455,1.32,3.6,0.366,0.369,-0.002
101181,Jose Calderon,1610612739,CLE,G,36.0,52,45,0.475,1.23,3.27,0.376,0.366,0.01
1627855,Okaro White,1610612739,CLE,F,25.0,5,4,0.424,0.8,2.8,0.286,0.375,-0.09
1626224,Cedi Osman,1610612739,CLE,F-G,23.0,49,41,0.47,0.8,2.41,0.331,0.376,-0.046
1627790,Ante Zizic,1610612739,CLE,F-C,21.0,23,16,0.352,0.91,1.87,0.488,0.37,0.118
1628506,London Perrantes,1610612739,CLE,G,23.0,5,3,0.444,0.4,1.6,0.25,0.343,-0.093
204066,John Holland,1610612739,CLE,G-F,29.0,19,12,0.338,0.53,1.16,0.455,0.368,0.087
2570,Kendrick Perkins,1610612739,CLE,C,33.0,1,1,0.5,0.0,1.0,0.0,0.263,-0.263
