player_id,player,nickname,team_id,team_abbreviation,age,gp,w,l,w_pct,travel,double_dribble,discontinued_dribble,off_three_sec,inbound,backcourt,off_goaltending,palming,off_foul,def_three_sec,charge,def_goaltending,lane,jump_ball,kicked_ball,gp_rank,w_rank,l_rank,w_pct_rank,travel_rank,double_dribble_rank,discontinued_dribble_rank,off_three_sec_rank,inbound_rank,backcourt_rank,off_goaltending_rank,palming_rank,off_foul_rank,def_three_sec_rank,charge_rank,def_goaltending_rank,lane_rank,jump_ball_rank,kicked_ball_rank,team
1627936,Alex Caruso,Alex,1610612747,LAL,27.0,58,32,26,0.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,157,115,341,199,289,5,4,25,3,10,11,2,194,33,167,76,2,1,12,LAL
1628035,Alfonzo McKinnie,Alfonzo,1610612747,LAL,28.0,39,22,17,0.564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,252,182,187,289,5,4,25,3,10,11,2,378,33,167,76,2,1,131,LAL
203083,Andre Drummond,Andre,1610612747,LAL,27.0,46,19,27,0.413,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.2,0.1,0.0,0.0,0.1,268,298,361,378,63,5,4,25,3,10,11,2,6,3,10,15,2,1,12,LAL
203076,Anthony Davis,Anthony,1610612747,LAL,28.0,36,23,13,0.639,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,346,234,137,117,63,5,4,25,3,10,11,2,98,33,167,76,2,1,131,LAL
203463,Ben McLemore,Ben,1610612747,LAL,28.0,53,20,33,0.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,208,279,454,407,289,5,4,25,3,10,11,2,194,33,167,76,2,1,131,LAL
203471,Dennis Schröder,Dennis,1610612747,LAL,27.0,61,38,23,0.623,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,124,65,297,127,63,5,4,25,3,10,11,2,98,33,167,76,2,1,131,LAL
1629719,Devontae Cacok,Devontae,1610612747,LAL,24.0,20,8,12,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,435,434,120,382,289,5,4,25,3,10,11,2,194,33,32,76,2,1,131,LAL
201162,Jared Dudley,Jared,1610612747,LAL,35.0,12,7,5,0.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478,445,50,162,289,5,4,25,3,10,11,2,378,33,167,76,2,1,131,LAL
203484,Kentavious Caldwell-Pope,Kentavious,1610612747,LAL,28.0,67,39,28,0.582,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,58,56,379,164,63,5,4,25,3,10,11,2,194,33,167,76,2,1,131,LAL
1628961,Kostas Antetokounmpo,Kostas,1610612747,LAL,23.0,15,6,9,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,458,456,88,382,63,5,4,25,3,10,11,2,194,33,32,76,2,1,131,LAL
1628398,Kyle Kuzma,Kyle,1610612747,LAL,25.0,68,40,28,0.588,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,47,48,379,156,13,5,4,25,3,10,11,2,39,33,32,76,2,1,131,LAL
2544,LeBron James,LeBron,1610612747,LAL,36.0,45,30,15,0.667,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,279,143,163,79,4,5,4,25,3,10,11,2,98,33,32,76,2,1,131,LAL
201188,Marc Gasol,Marc,1610612747,LAL,36.0,52,32,20,0.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,215,115,236,134,289,5,4,25,3,10,11,2,98,33,167,76,2,1,12,LAL
202693,Markieff Morris,Markieff,1610612747,LAL,31.0,61,32,29,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,124,115,399,230,289,5,4,25,3,10,11,2,194,33,167,76,2,1,12,LAL
1626149,Montrezl Harrell,Montrezl,1610612747,LAL,27.0,69,41,28,0.594,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,32,43,379,154,63,5,4,25,3,10,11,2,98,33,32,76,2,1,131,LAL
1629659,Talen Horton-Tucker,Talen,1610612747,LAL,20.0,65,39,26,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,81,56,341,143,13,5,4,25,3,10,11,2,98,33,32,76,2,1,131,LAL
202083,Wesley Matthews,Wesley,1610612747,LAL,34.0,58,33,25,0.569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157,107,326,180,289,5,4,25,3,10,11,2,378,33,167,76,2,1,131,LAL
