close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
1626164,Devin Booker,1610612756,PHX,G,26.0,11,11,0.361,27,73,0.37,0.385,-0.015
201142,Kevin Durant,1610612756,PHX,F,34.0,11,11,0.425,24,71,0.338,0.377,-0.039
1629028,Deandre Ayton,1610612756,PHX,C,24.0,10,10,0.367,28,65,0.431,0.4,0.03
101108,Chris Paul,1610612756,PHX,G,38.0,7,7,0.466,10,34,0.294,0.371,-0.077
1629006,Josh Okogie,1610612756,PHX,G,24.0,10,9,0.472,18,34,0.529,0.391,0.138
1628470,Torrey Craig,1610612756,PHX,F,32.0,10,8,0.373,18,28,0.643,0.395,0.248
1629013,Landry Shamet,1610612756,PHX,G,26.0,10,9,0.394,11,28,0.393,0.398,-0.005
1626166,Cameron Payne,1610612756,PHX,G,28.0,7,7,0.511,9,24,0.375,0.4,-0.025
1629111,Jock Landale,1610612756,PHX,C,27.0,6,5,0.298,2,17,0.118,0.396,-0.279
203082,Terrence Ross,1610612756,PHX,G-F,32.0,6,5,0.538,6,14,0.429,0.392,0.036
202687,Bismack Biyombo,1610612756,PHX,C,30.0,8,6,0.342,5,13,0.385,0.38,0.005
203933,T.J. Warren,1610612756,PHX,F,29.0,6,5,0.478,1,11,0.091,0.384,-0.293
1627814,Damion Lee,1610612756,PHX,G-F,30.0,7,4,0.321,4,9,0.444,0.392,0.053
1630688,Ish Wainright,1610612756,PHX,F,28.0,4,3,0.556,1,5,0.2,0.373,-0.173
