season,player_id,player,nickname,team_id,team,team_name,game_id,game_date,matchup,wl,min,pct_fga_2pt,pct_fga_3pt,pct_pts_2pt,pct_pts_2pt_mr,pct_pts_3pt,pct_pts_fb,pct_pts_ft,pct_pts_off_tov,pct_pts_paint,pct_ast_2pm,pct_uast_2pm,pct_ast_3pm,pct_uast_3pm,pct_ast_fgm,pct_uast_fgm,fgm,fga,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pct_fga_2pt_rank,pct_fga_3pt_rank,pct_pts_2pt_rank,pct_pts_2pt_mr_rank,pct_pts_3pt_rank,pct_pts_fb_rank,pct_pts_ft_rank,pct_pts_off_tov_rank,pct_pts_paint_rank,pct_ast_2pm_rank,pct_uast_2pm_rank,pct_ast_3pm_rank,pct_uast_3pm_rank,pct_ast_fgm_rank,pct_uast_fgm_rank,fgm_rank,fga_rank,fg_pct_rank,available_flag,min_sec,season_start,season_end
,202066,Garrett Temple,Garrett,1610612761,TOR,,22401197,,,,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,13222,13222,13222,25549,22982,20945,20158,5938,15070,10985,13505,12252,19404,16578,14108,14078,3738,20984,14882,22635,24836,22635,1,,2024,2025
,1630534,Ochai Agbaji,Ochai,1610612761,TOR,,22401197,,,,37.5,0.467,0.533,0.571,0.0,0.429,0.143,0.0,0.143,0.571,0.75,0.25,1.0,0.0,0.833,0.167,6,15,0.4,1,13222,13222,13222,1673,16116,8627,9320,5938,8297,8322,13505,9462,7600,6898,12511,1,3738,8378,13729,5250,3491,14933,1,,2024,2025
,1630639,A.J. Lawson,A.J.,1610612761,TOR,,22401197,,,,21.3,0.429,0.571,0.286,0.0,0.214,0.5,0.5,0.357,0.286,1.0,0.0,1.0,0.0,1.0,0.0,3,7,0.429,1,13222,13222,13222,15068,16895,7496,17065,5938,13431,1121,915,3175,15243,1,14108,1,3738,1,14882,12449,12910,13735,1,,2024,2025
,1642347,Jamal Shead,Jamal,1610612761,TOR,,22401197,,,,36.2,0.583,0.417,0.364,0.0,0.545,0.273,0.091,0.0,0.364,0.5,0.5,1.0,0.0,0.75,0.25,4,12,0.333,1,13222,13222,13222,2521,11816,12874,15541,5938,6395,4440,11541,12252,13479,10216,7027,1,3738,9901,11487,9611,5979,17395,1,,2024,2025
,1630567,Scottie Barnes,Scottie,1610612761,TOR,,22401197,,,,36.6,0.913,0.087,0.743,0.171,0.171,0.229,0.086,0.114,0.571,0.385,0.615,0.5,0.5,0.4,0.6,15,23,0.652,1,13222,13222,13222,2294,4116,20716,5982,2866,14265,5661,11931,10692,7600,13841,6310,12679,1478,18102,4069,82,455,4556,1,,2024,2025
,1630658,Colin Castleton,Colin,1610612761,TOR,,22401197,,,,29.3,1.0,0.0,1.0,0.0,0.0,0.2,0.0,0.4,1.0,0.8,0.2,0.0,0.0,0.8,0.2,5,7,0.714,1,13222,13222,13222,8428,1,20945,1,5938,15070,6307,13505,2405,1,6420,13319,14078,3738,8950,12886,7242,12910,2752,1,,2024,2025
,1642367,Jonathan Mogbo,Jonathan,1610612761,TOR,,22401197,,,,34.9,0.643,0.357,0.889,0.222,0.0,0.0,0.111,0.0,0.667,0.75,0.25,0.0,0.0,0.75,0.25,4,14,0.286,1,13222,13222,13222,3527,9979,14734,3880,1914,15070,10985,10540,12252,5455,6898,12511,14078,3738,9901,11487,9611,4240,19630,1,,2024,2025
,1642419,Jamison Battle,Jamison,1610612761,TOR,,22401197,,,,42.4,0.211,0.789,0.16,0.08,0.84,0.0,0.0,0.12,0.08,0.5,0.5,1.0,0.0,0.889,0.111,9,19,0.474,1,13222,13222,13222,220,21788,3046,19501,5301,2082,10985,13505,10442,19341,10216,7027,1,3738,7833,14712,1688,1432,12072,1,,2024,2025
,1630567,Scottie Barnes,Scottie,1610612761,TOR,,22401178,,,,30.5,0.88,0.12,0.923,0.0,0.0,0.231,0.077,0.154,0.923,0.417,0.583,0.0,0.0,0.417,0.583,12,25,0.48,1,13222,13222,13222,7300,4409,20425,3655,5938,15070,5548,12195,9086,3049,13402,6743,14078,3738,18064,4537,421,226,11962,1,,2024,2025
,1642419,Jamison Battle,Jamison,1610612761,TOR,,22401178,,,,37.4,0.308,0.692,0.182,0.0,0.818,0.273,0.0,0.545,0.182,1.0,0.0,0.667,0.333,0.75,0.25,4,13,0.308,1,13222,13222,13222,1726,20250,4521,19041,5938,2119,4440,13505,1236,17795,1,14108,11968,2529,9901,11487,9611,5079,19226,1,,2024,2025
,1630639,A.J. Lawson,A.J.,1610612761,TOR,,22401178,,,,31.6,0.6,0.4,0.333,0.0,0.25,0.167,0.417,0.417,0.333,0.5,0.5,1.0,0.0,0.667,0.333,3,10,0.3,1,13222,13222,13222,6299,10944,13135,15984,5938,12744,7425,1724,2319,14017,10216,7027,1,3738,11624,9150,12449,8304,19363,1,,2024,2025
,202066,Garrett Temple,Garrett,1610612761,TOR,,22401178,,,,33.4,0.583,0.417,0.833,0.0,0.0,0.0,0.167,0.167,0.833,0.6,0.4,0.0,0.0,0.6,0.4,5,12,0.417,1,13222,13222,13222,4781,11816,12874,4501,5938,15070,10985,7924,8486,3695,9492,10202,14078,3738,13803,8173,7242,5979,14532,1,,2024,2025
,1630534,Ochai Agbaji,Ochai,1610612761,TOR,,22401178,,,,35.6,0.417,0.583,0.25,0.0,0.75,0.208,0.0,0.208,0.25,0.333,0.667,0.833,0.167,0.667,0.333,9,12,0.75,1,13222,13222,13222,2975,17364,7351,17717,5938,2583,6257,13505,7040,16138,13983,5068,11369,3630,11624,9150,1688,5979,2107,1,,2024,2025
,1642367,Jonathan Mogbo,Jonathan,1610612761,TOR,,22401178,,,,37.9,0.875,0.125,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.25,0.0,0.0,0.75,0.25,4,16,0.25,1,13222,13222,13222,1431,4412,20292,1,5938,15070,10985,13505,12252,1,6898,12511,14078,3738,9901,11487,9611,2836,20233,1,,2024,2025
,1642347,Jamal Shead,Jamal,1610612761,TOR,,22401178,,,,33.5,0.25,0.75,0.444,0.0,0.333,0.0,0.223,0.444,0.444,0.0,1.0,0.0,1.0,0.0,1.0,3,12,0.25,1,13222,13222,13222,4768,20944,3272,12838,5938,10720,10985,5825,2081,10853,16578,1,14078,1,20984,1,12449,5979,20233,1,,2024,2025
