close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
203496,Robert Covington,1610612755,PHI,F,26.0,67,67,0.543,2.18,6.09,0.358,0.377,-0.019
204456,T.J. McConnell,1610612755,PHI,G,25.0,81,81,0.596,1.89,4.77,0.396,0.378,0.018
203917,Nik Stauskas,1610612755,PHI,G,23.0,80,80,0.552,1.68,4.75,0.353,0.372,-0.019
201945,Gerald Henderson,1610612755,PHI,G,29.0,71,71,0.606,1.77,4.49,0.395,0.374,0.021
203967,Dario Šarić,1610612755,PHI,F,23.0,81,80,0.43,1.8,4.46,0.404,0.372,0.032
203954,Joel Embiid,1610612755,PHI,C,23.0,31,31,0.304,1.58,4.03,0.392,0.375,0.017
1626143,Jahlil Okafor,1610612755,PHI,C,21.0,50,48,0.319,1.5,3.5,0.429,0.382,0.047
1627816,Alex Poythress,1610612755,PHI,F,23.0,6,6,0.528,1.67,3.17,0.526,0.362,0.165
1626147,Justin Anderson,1610612755,PHI,G-F,23.0,66,60,0.534,1.11,3.09,0.358,0.371,-0.013
200771,Sergio Rodriguez,1610612755,PHI,G,31.0,68,64,0.604,1.22,3.03,0.403,0.37,0.033
1627789,Timothe Luwawu-Cabarrot,1610612755,PHI,G-F,22.0,68,63,0.528,1.0,3.0,0.333,0.375,-0.041
1626158,Richaun Holmes,1610612755,PHI,F,23.0,57,49,0.319,1.09,2.93,0.371,0.376,-0.005
201573,Jerryd Bayless,1610612755,PHI,G,28.0,3,3,0.471,1.0,2.67,0.375,0.368,0.007
1627848,Shawn Long,1610612755,PHI,F,24.0,17,17,0.349,0.88,2.65,0.333,0.361,-0.028
202712,Justin Harper,1610612755,PHI,F,27.0,3,2,0.278,0.33,1.67,0.2,0.387,-0.187
201168,Tiago Splitter,1610612755,PHI,C-F,32.0,8,6,0.333,0.75,1.63,0.462,0.357,0.105
