player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
202692,Alec Burks,Alec,1610612762,UTA,24.0,14,4,10,0.286,3.7,0.3,0.2,0.1,1.1,1.2,1.1,0.7,3.4,0.0,0.2,0.4,0.1,3.4,242,270,238,370,88,72,114,96,26,353,343,333,30,200,412,308,251,80
203187,Chris Johnson,Chris,1610612762,UTA,26.0,18,6,12,0.333,1.1,0.0,0.0,0.0,0.0,0.4,0.3,0.1,1.2,0.1,0.0,0.4,0.0,0.6,211,235,264,330,373,234,237,175,303,105,93,107,324,142,1,318,326,369
202324,Derrick Favors,Derrick,1610612762,UTA,24.0,30,12,18,0.4,4.2,0.1,0.4,0.1,1.2,1.2,1.3,0.7,3.5,0.2,0.1,0.3,0.5,4.5,107,144,361,291,29,187,29,122,21,347,382,306,25,36,307,211,66,36
202407,Elijah Millsap,Elijah,1610612762,UTA,28.0,3,2,1,0.667,1.4,0.0,0.0,0.0,0.0,0.7,0.7,2.0,2.0,0.0,0.0,1.0,0.0,0.5,357,326,31,61,353,234,237,175,303,189,172,433,200,200,1,423,326,378
202330,Gordon Hayward,Gordon,1610612762,UTA,26.0,42,14,28,0.333,4.8,0.6,0.5,0.3,1.0,1.5,1.6,0.9,4.2,0.0,0.1,0.5,0.7,4.1,16,119,435,330,12,14,23,20,34,397,413,395,12,157,365,339,38,48
203481,Jeff Withey,Jeff,1610612762,UTA,26.0,3,1,2,0.333,3.6,0.7,0.0,0.0,0.7,2.7,1.3,2.7,4.0,0.3,0.0,0.7,0.0,1.7,357,362,75,330,97,8,237,175,80,434,382,436,15,12,1,408,326,228
204060,Joe Ingles,Joe,1610612762,UTA,28.0,33,11,22,0.333,1.6,0.1,0.0,0.1,0.1,0.5,0.3,0.3,1.2,0.0,0.0,0.2,0.0,0.9,81,157,412,330,330,221,237,154,298,154,85,151,327,200,1,160,326,336
203526,Raul Neto,Raul,1610612762,UTA,24.0,15,5,10,0.333,2.4,0.1,0.0,0.0,0.1,0.5,0.7,0.0,2.0,0.1,0.0,0.3,0.3,1.8,233,252,238,330,252,169,237,175,271,151,172,1,200,122,1,184,128,224
203918,Rodney Hood,Rodney,1610612762,UTA,23.0,38,14,24,0.368,4.6,0.0,0.2,0.0,1.0,1.5,1.6,0.7,4.1,0.0,0.2,0.6,0.3,3.6,38,119,422,313,15,234,118,175,34,397,410,345,14,187,386,392,144,68
203497,Rudy Gobert,Rudy,1610612762,UTA,24.0,25,7,18,0.28,4.4,0.1,0.2,0.0,0.5,1.1,1.4,0.5,3.6,0.3,0.0,0.5,0.6,3.1,151,215,361,374,22,201,99,169,130,329,400,257,23,19,263,368,59,98
202714,Shelvin Mack,Shelvin,1610612762,UTA,26.0,12,3,9,0.25,3.5,0.3,0.3,0.0,0.3,0.7,1.4,1.0,3.2,0.0,0.2,0.9,0.1,1.3,257,293,223,380,113,49,96,175,175,189,395,407,47,200,389,422,300,286
202353,Tibor Pleiss,Tibor,1610612762,UTA,26.0,1,1,0,1.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2,404,362,1,1,78,234,237,175,303,1,1,1,401,200,1,423,326,292
202344,Trevor Booker,Trevor,1610612762,UTA,28.0,27,8,19,0.296,3.4,0.1,0.4,0.0,0.4,1.4,1.4,0.8,3.2,0.2,0.0,0.5,0.3,2.9,131,195,379,368,131,207,47,175,142,390,390,374,46,42,258,367,159,112
203504,Trey Burke,Trey,1610612762,UTA,23.0,19,7,12,0.368,3.7,0.1,0.1,0.3,0.1,1.4,1.3,0.8,2.7,0.0,0.1,0.2,0.3,2.1,203,215,264,313,80,225,190,25,283,391,381,378,108,200,351,93,173,190
1626168,Trey Lyles,Trey,1610612762,UTA,20.0,14,5,9,0.357,1.7,0.0,0.1,0.0,0.0,0.6,0.7,0.4,2.0,0.0,0.0,0.2,0.1,1.0,242,252,223,321,322,234,161,175,303,159,195,207,200,200,1,141,251,311
