group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
,202692,Alec Burks,,1610612762,UTA,24.0,14,4,10,0.286,3.7,101.0,100.9,100.9,113.4,114.3,114.3,-12.4,-13.3,-13.3,0.167,1.33,10.5,0.0,0.088,0.044,0.079,0.079,0.00567,0.005829999999999999,0.276,0.287,102.42,102.01,85.01,102.01,0.13,106,15,30,1.1,2.1,0.5,242,270,238,370,88,271,223,223,281,337,337,314,320,320,94,116,187,270,257,312,255,256,101,136,49,47,142,232,232,110,76,92,12,25,98
,203187,Chris Johnson,,1610612762,UTA,26.0,18,6,12,0.333,1.1,107.0,72.9,72.9,133.9,122.9,122.9,-26.9,-49.9,-49.9,0.0,0.0,0.0,0.087,0.154,0.122,0.0,0.0,0.0,0.0,0.055,0.076,116.47,141.74,118.12,141.74,-0.067,48,0,3,0.0,0.2,0.0,211,235,264,330,373,202,388,388,398,394,394,361,406,406,287,238,287,72,119,87,1,1,342,359,375,355,41,29,29,405,342,296,342,363,342
,202324,Derrick Favors,,1610612762,UTA,24.0,30,12,18,0.4,4.2,107.2,107.5,107.5,118.5,117.4,117.4,-11.3,-10.0,-10.0,0.056,1.0,6.5,0.114,0.156,0.134,0.065,0.065,0.00524,0.0058,0.191,0.197,96.81,97.11,80.93,97.11,0.15,255,22,42,0.7,1.4,0.524,107,144,361,291,29,199,151,151,333,366,366,301,305,305,227,131,250,43,115,71,212,211,126,141,133,135,296,347,347,81,44,61,52,79,92
,202407,Elijah Millsap,,1610612762,UTA,28.0,3,2,1,0.667,1.4,91.6,77.8,77.8,70.4,76.9,76.9,21.2,0.9,0.9,0.0,0.0,0.0,0.125,0.083,0.1,0.5,0.5,0.0,0.0,0.143,0.172,128.42,129.36,107.8,129.36,-0.5,9,0,1,0.0,0.3,0.0,357,326,31,61,353,347,381,381,33,45,45,62,189,189,287,238,287,34,268,133,430,430,342,359,213,179,29,38,38,432,342,337,342,316,342
,202330,Gordon Hayward,,1610612762,UTA,26.0,42,14,28,0.333,4.8,103.0,102.7,102.7,121.3,120.1,120.1,-18.3,-17.4,-17.4,0.168,0.9,12.9,0.05,0.087,0.067,0.14300000000000002,0.14400000000000002,0.00456,0.005540000000000001,0.256,0.263,98.59,99.26,82.71,99.26,0.097,410,34,79,0.8,1.9,0.43,16,119,435,330,12,248,202,202,359,380,380,333,344,344,93,182,155,134,264,232,358,359,183,167,62,62,247,297,297,163,18,22,41,39,160
,203481,Jeff Withey,,1610612762,UTA,26.0,3,1,2,0.333,3.6,48.0,42.9,42.9,103.1,90.9,90.9,-55.1,-48.1,-48.1,0.0,0.0,0.0,0.0,0.077,0.04,0.25,0.25,0.00333,0.00333,0.167,0.184,85.12,95.91,79.93,95.91,-0.091,21,1,3,0.3,1.0,0.333,357,362,75,330,97,410,408,408,187,92,92,405,403,403,287,238,287,270,282,325,412,412,277,324,171,162,404,372,372,413,279,296,171,116,255
,204060,Joe Ingles,,1610612762,UTA,28.0,33,11,22,0.333,1.6,110.2,110.7,110.7,121.2,106.5,106.5,-11.0,4.2,4.2,0.043,1.0,14.3,0.0,0.116,0.047,0.14300000000000002,0.14300000000000002,0.006500000000000001,0.006500000000000001,0.076,0.079,111.19,117.56,97.96,117.56,0.042,140,5,10,0.2,0.3,0.5,81,157,412,330,330,165,100,100,358,273,273,298,163,163,258,131,123,270,191,300,358,358,69,92,346,351,58,62,62,271,179,204,278,334,98
,203526,Raul Neto,,1610612762,UTA,24.0,15,5,10,0.333,2.4,120.3,113.9,113.9,111.5,108.2,108.2,8.8,5.7,5.7,0.143,0.0,18.8,0.0,0.065,0.031,0.0,0.0,0.005,0.00565,0.155,0.161,92.96,96.95,80.79,96.95,0.069,72,3,8,0.2,0.5,0.375,233,252,238,330,252,64,66,66,265,286,286,137,153,153,115,238,84,270,314,346,1,1,133,155,193,196,363,351,351,228,223,226,243,240,209
,203918,Rodney Hood,,1610612762,UTA,23.0,38,14,24,0.368,4.6,103.0,102.6,102.6,124.3,121.6,121.6,-21.3,-19.0,-19.0,0.148,2.17,11.6,0.011,0.104,0.055,0.054000000000000006,0.054000000000000006,0.00447,0.00484,0.246,0.254,97.53,98.85,82.38,98.85,0.073,350,34,85,0.9,2.2,0.4,38,119,422,313,15,247,204,204,369,388,388,346,351,351,113,59,173,255,218,269,195,193,191,245,70,71,276,308,308,220,18,16,24,20,186
,203497,Rudy Gobert,,1610612762,UTA,24.0,25,7,18,0.28,4.4,108.3,107.6,107.6,120.5,119.9,119.9,-12.2,-12.3,-12.3,0.053,2.0,12.9,0.082,0.149,0.114,0.065,0.066,0.0042899999999999995,0.00498,0.111,0.112,96.56,97.14,80.95,97.14,0.046,211,6,14,0.2,0.6,0.429,151,215,361,374,22,187,150,150,354,375,375,312,315,315,231,64,154,82,134,99,212,215,214,236,293,298,305,346,346,265,164,172,226,231,161
