close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
1628386,Jarrett Allen,1610612751,BKN,C,22.0,4,4,1.0,36,93,0.387,0.454,-0.067
1627789,Timothe Luwawu-Cabarrot,1610612751,BKN,G-F,25.0,4,4,1.0,32,58,0.552,0.462,0.09
1629066,Rodions Kurucs,1610612751,BKN,F,22.0,4,4,1.0,20,43,0.465,0.466,-0.001
1627747,Caris LeVert,1610612751,BKN,G,25.0,4,4,1.0,21,39,0.538,0.45,0.088
202066,Garrett Temple,1610612751,BKN,G-F,34.0,4,4,1.0,18,38,0.474,0.453,0.021
204020,Tyler Johnson,1610612751,BKN,G,28.0,4,4,1.0,15,28,0.536,0.445,0.091
1629185,Chris Chiozza,1610612751,BKN,G,24.0,4,4,1.0,15,26,0.577,0.474,0.103
203925,Joe Harris,1610612751,BKN,G-F,28.0,2,2,1.0,10,25,0.4,0.446,-0.046
1629725,Jeremiah Martin,1610612751,BKN,G,24.0,3,3,1.0,10,17,0.588,0.445,0.143
1626147,Justin Anderson,1610612751,BKN,F-G,26.0,3,3,1.0,7,12,0.583,0.442,0.141
1629743,Donta Hall,1610612751,BKN,F,22.0,3,3,1.0,7,12,0.583,0.451,0.132
1629058,Dzanan Musa,1610612751,BKN,G-F,21.0,2,2,1.0,5,10,0.5,0.47,0.03
202498,Lance Thomas,1610612751,BKN,F,32.0,2,2,1.0,1,5,0.2,0.422,-0.222
