close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
101127,Jarrett Jack,1610612751,BKN,G,32.0,32,32,0.63,2.72,6.81,0.399,0.37,0.029
201152,Thaddeus Young,1610612751,BKN,F,28.0,73,72,0.436,1.84,5.38,0.341,0.371,-0.03
202711,Bojan Bogdanović,1610612751,BKN,G-F,27.0,79,77,0.535,1.84,4.81,0.382,0.367,0.015
1626178,Rondae Hollis-Jefferson,1610612751,BKN,G-F,21.0,29,28,0.488,1.76,4.34,0.405,0.368,0.037
203499,Shane Larkin,1610612751,BKN,G,23.0,77,75,0.577,1.56,4.27,0.365,0.365,0.0
202388,Donald Sloan,1610612751,BKN,G,28.0,59,56,0.506,1.46,3.86,0.377,0.373,0.004
201572,Brook Lopez,1610612751,BKN,C,28.0,73,73,0.247,1.53,3.74,0.41,0.38,0.03
201961,Wayne Ellington,1610612751,BKN,G,28.0,76,73,0.58,1.29,3.63,0.355,0.367,-0.012
1626191,Chris McCullough,1610612751,BKN,F,21.0,23,20,0.481,1.09,3.22,0.338,0.379,-0.041
203930,Sean Kilpatrick,1610612751,BKN,G,26.0,30,29,0.588,1.13,2.9,0.391,0.36,0.031
203900,Markel Brown,1610612751,BKN,G,24.0,55,50,0.523,1.24,2.89,0.428,0.367,0.061
202712,Justin Harper,1610612751,BKN,F-C,26.0,2,2,0.556,1.5,2.5,0.6,0.331,0.269
203508,Sergey Karasev,1610612751,BKN,G-F,22.0,35,31,0.55,0.86,2.34,0.366,0.378,-0.012
203156,Henry Sims,1610612751,BKN,C-F,26.0,14,11,0.24,1.0,2.14,0.467,0.382,0.084
203080,Thomas Robinson,1610612751,BKN,F,25.0,67,50,0.331,0.78,1.78,0.437,0.369,0.067
200745,Andrea Bargnani,1610612751,BKN,C-F,30.0,45,38,0.378,0.82,1.76,0.468,0.377,0.092
203186,Willie Reed,1610612751,BKN,F-C,26.0,37,27,0.289,0.84,1.54,0.544,0.391,0.153
