group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,pts_off_tov,pts_2nd_chance,pts_fb,pts_paint,opp_pts_off_tov,opp_pts_2nd_chance,opp_pts_fb,opp_pts_paint,blk,blka,pf,pfd,nba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,pts_off_tov_rank,pts_2nd_chance_rank,pts_fb_rank,pts_paint_rank,opp_pts_off_tov_rank,opp_pts_2nd_chance_rank,opp_pts_fb_rank,opp_pts_paint_rank,blk_rank,blka_rank,pf_rank,pfd_rank,nba_fantasy_pts_rank
,202692,Alec Burks,,1610612762,UTA,25.0,8,5,3,0.625,18.965,0.0,0.0,0.0,5.1,15.2,20.2,12.7,50.6,2.5,0.0,2.5,7.6,50.6,298,265,96,79,287,228,242,184,199,262,354,359,61,48,1,93,75,88
,2564,Boris Diaw,,1610612762,UTA,35.0,17,10,7,0.588,40.376666666666665,0.0,0.0,0.0,9.5,11.9,7.1,7.1,35.7,0.0,0.0,7.1,3.6,22.7,222,175,185,114,213,228,242,184,120,166,95,167,227,200,1,307,210,331
,203957,Danté Exum,,1610612762,UTA,21.0,12,6,6,0.5,15.493333333333334,0.0,0.0,0.0,0.0,18.6,18.6,15.5,37.2,0.0,0.0,3.1,0.0,15.5,260,247,163,185,297,228,242,184,308,347,330,392,200,200,1,110,327,374
,202324,Derrick Favors,,1610612762,UTA,25.0,13,9,4,0.692,22.226666666666667,13.0,0.0,0.0,4.3,21.6,19.4,8.6,60.5,2.2,2.2,2.2,6.5,37.1,255,191,116,43,277,11,242,184,216,379,344,232,31,57,384,88,97,197
,201588,George Hill,,1610612762,UTA,31.0,21,12,9,0.571,57.365,1.7,1.7,3.3,8.4,9.2,6.7,7.5,35.1,0.0,0.8,5.9,7.5,48.1,179,150,215,132,178,186,199,68,143,113,92,184,241,200,286,252,76,101
,202330,Gordon Hayward,,1610612762,UTA,27.0,40,23,17,0.575,126.48833333333332,7.2,1.1,2.7,6.1,16.7,13.7,7.2,44.8,0.4,0.4,1.5,7.2,52.8,26,16,356,131,54,31,220,87,181,303,233,171,91,189,243,73,81,78
,203481,Jeff Withey,,1610612762,UTA,27.0,2,2,0,1.0,5.25,0.0,0.0,9.1,18.3,18.3,0.0,27.4,18.3,9.1,0.0,9.1,9.1,85.9,378,333,1,1,371,228,242,11,33,343,1,426,392,6,1,358,48,13
,204060,Joe Ingles,,1610612762,UTA,29.0,30,18,12,0.6,86.02333333333333,5.0,0.0,1.7,1.1,17.3,14.5,6.7,49.1,0.0,0.0,5.0,1.1,31.2,108,62,264,99,127,62,242,126,301,318,255,152,69,200,1,205,316,248
,2207,Joe Johnson,,1610612762,UTA,36.0,28,16,12,0.571,78.615,0.0,1.8,2.4,3.7,14.7,12.2,6.7,44.0,0.0,0.0,2.4,3.7,45.8,127,79,264,132,142,228,185,95,232,244,185,154,100,200,1,92,205,118
,203526,Raul Neto,,1610612762,UTA,25.0,1,0,1,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.0,0.0,0.0,406,407,25,407,431,228,242,184,308,1,1,1,402,200,1,434,327,396
,203918,Rodney Hood,,1610612762,UTA,24.0,21,14,7,0.667,48.34333333333333,2.0,0.0,0.0,2.0,20.9,7.9,5.0,33.8,0.0,0.0,3.0,6.0,33.5,179,117,185,49,201,165,242,184,279,373,102,118,263,200,1,106,120,234
,203497,Rudy Gobert,,1610612762,UTA,25.0,43,26,17,0.605,127.47833333333334,2.3,7.5,3.8,19.6,13.6,10.5,5.6,38.4,6.4,0.8,6.8,8.3,71.2,17,7,356,98,51,157,33,51,23,212,147,128,181,10,278,298,60,30
,202714,Shelvin Mack,,1610612762,UTA,27.0,22,14,8,0.636,64.37833333333333,3.7,0.0,3.0,7.5,17.1,14.2,6.7,38.8,0.7,0.7,9.7,6.0,37.1,171,117,202,75,169,97,242,77,162,310,246,153,174,145,277,367,119,198
,1626168,Trey Lyles,,1610612762,UTA,21.0,11,6,5,0.545,22.898333333333333,4.2,0.0,0.0,4.2,12.6,23.1,14.7,41.9,2.1,0.0,2.1,2.1,27.9,267,247,136,154,272,81,242,184,220,185,376,383,124,59,1,85,276,280
