group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
,2548,Dwyane Wade,,1610612748,MIA,34.0,8,3,5,0.375,5.5,102.3,101.2,101.2,98.3,97.7,97.7,4.1,3.5,3.5,0.333,2.0,10.3,0.024,0.098,0.065,0.051,0.051,0.005520000000000001,0.00614,0.385,0.397,92.47,93.23,77.69,93.23,0.332,83,15,29,1.9,3.6,0.517,9,21,122,76,7,40,40,40,54,48,48,44,41,41,18,3,36,46,63,61,90,90,31,31,10,11,69,75,75,13,1,1,4,2,23
,101123,Gerald Green,,1610612748,MIA,30.0,3,0,3,0.0,0.9,17.0,16.7,16.7,156.2,128.6,128.6,-139.2,-111.9,-111.9,0.0,0.0,0.0,0.0,0.333,0.125,0.0,0.0,0.0,0.0,0.143,0.145,103.21,115.27,96.06,115.27,-0.4,6,0,1,0.0,0.3,0.0,49,99,89,99,117,123,123,123,121,107,107,126,125,125,45,25,45,48,8,34,1,1,74,83,65,71,24,14,14,124,74,76,74,85,74
,201609,Goran Dragic,,1610612748,MIA,30.0,7,3,4,0.429,3.9,94.4,94.2,94.2,87.9,84.3,84.3,6.5,9.9,9.9,0.0,0.0,0.0,0.033,0.069,0.051,0.182,0.175,0.005560000000000001,0.005829999999999999,0.186,0.198,89.34,91.25,76.04,91.25,0.094,52,4,9,0.6,1.3,0.444,20,21,114,66,33,66,63,63,36,32,32,42,38,38,45,25,45,40,76,74,109,109,29,35,50,49,83,81,81,58,11,17,29,38,40
,202355,Hassan Whiteside,,1610612748,MIA,27.0,5,2,3,0.4,4.4,86.3,87.8,87.8,91.1,85.4,85.4,-4.9,2.4,2.4,0.0,0.0,0.0,0.087,0.259,0.18,0.25,0.262,0.00333,0.0035499999999999998,0.174,0.167,87.72,89.77,74.81,89.77,0.064,41,1,3,0.2,0.6,0.333,34,31,89,68,21,82,76,76,41,33,33,65,43,43,45,25,45,22,17,18,115,121,55,68,55,58,85,88,88,68,44,47,65,71,48
,2207,Joe Johnson,,1610612748,MIA,35.0,8,3,5,0.375,5.1,107.5,106.4,106.4,92.9,92.6,92.6,14.6,13.8,13.8,0.042,0.0,5.6,0.027,0.188,0.118,0.0,0.0,0.0025,0.00439,0.2,0.192,92.34,92.94,77.45,92.94,0.164,78,3,12,0.4,1.5,0.25,9,21,122,76,9,31,35,35,43,42,42,33,32,32,43,25,42,43,33,38,1,1,66,57,43,51,70,79,79,35,19,10,45,28,60
,1626196,Josh Richardson,,1610612748,MIA,22.0,8,3,5,0.375,2.5,118.2,112.2,112.2,119.9,114.6,114.6,-1.7,-2.4,-2.4,0.0,0.0,0.0,0.0,0.087,0.054,0.0,0.0,0.0,0.0026,0.143,0.144,101.84,106.89,89.07,106.89,-0.036,41,0,4,0.0,0.5,0.0,9,21,122,76,85,17,25,25,99,90,90,53,56,56,45,25,45,48,68,73,1,1,74,79,65,72,27,23,23,102,74,34,74,75,74
,1626159,Justise Winslow,,1610612748,MIA,20.0,6,2,4,0.333,2.2,136.8,138.9,138.9,92.2,96.3,96.3,44.6,42.6,42.6,0.0,0.0,0.0,0.143,0.063,0.087,0.0,0.0,0.01,0.01,0.05,0.049,84.04,81.37,67.81,81.37,0.104,18,1,1,0.2,0.2,1.0,26,31,114,81,91,8,7,7,42,47,47,10,15,15,45,25,45,13,77,50,1,1,4,7,103,104,96,109,109,55,44,76,69,97,1
,2736,Luol Deng,,1610612748,MIA,31.0,7,3,4,0.429,5.7,101.0,100.0,100.0,89.5,89.9,89.9,11.5,10.1,10.1,0.0,0.0,0.0,0.024,0.104,0.067,0.375,0.381,0.00625,0.007169999999999999,0.091,0.091,95.17,95.46,79.55,95.46,0.034,80,2,4,0.3,0.6,0.5,20,21,114,66,5,47,41,41,37,38,38,37,37,37,45,25,45,46,60,60,126,126,24,19,87,88,64,61,61,70,28,34,60,73,24
,204020,Tyler Johnson,,1610612748,MIA,24.0,1,0,1,0.0,1.2,0.0,0.0,0.0,215.5,125.0,125.0,-215.5,-125.0,-125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.79,80.67,67.23,80.67,-0.667,0,0,0,0.0,0.0,0.0,98,99,19,99,113,124,124,124,129,103,103,130,126,126,45,25,45,48,83,88,1,1,74,83,107,107,129,110,110,128,74,99,74,99,74
,2617,Udonis Haslem,,1610612748,MIA,36.0,6,2,4,0.333,1.5,105.3,100.0,100.0,121.8,119.0,119.0,-16.6,-19.0,-19.0,0.0,0.0,0.0,0.0,0.222,0.125,0.0,0.0,0.005,0.005,0.118,0.123,96.5,99.96,83.3,99.96,0.031,16,1,2,0.2,0.3,0.5,26,31,114,81,108,34,41,41,103,97,97,80,75,75,45,25,45,48,24,34,1,1,34,46,80,80,58,38,38,71,44,61,69,85,24
