close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
202685,Jonas Valančiūnas,1610612761,TOR,C,24.0,59,59,0.902,5.14,10.64,0.482,0.499,-0.017
202687,Bismack Biyombo,1610612761,TOR,C-F,23.0,81,81,0.883,3.86,8.69,0.445,0.493,-0.049
203998,Bruno Caboclo,1610612761,TOR,F,20.0,1,1,0.8,5.0,8.0,0.625,0.459,0.167
201960,DeMarre Carroll,1610612761,TOR,F,29.0,26,26,0.64,3.42,6.69,0.511,0.497,0.015
200768,Kyle Lowry,1610612761,TOR,G,30.0,76,76,0.626,3.37,6.57,0.513,0.481,0.032
202709,Cory Joseph,1610612761,TOR,G,24.0,79,79,0.691,2.8,6.16,0.454,0.475,-0.021
2449,Luis Scola,1610612761,TOR,F,36.0,75,74,0.752,2.95,5.71,0.516,0.498,0.019
202335,Patrick Patterson,1610612761,TOR,F,27.0,78,77,0.649,2.6,5.65,0.46,0.489,-0.028
201942,DeMar DeRozan,1610612761,TOR,G,26.0,77,75,0.628,2.6,5.23,0.496,0.486,0.01
203512,Lucas Nogueira,1610612761,TOR,C,23.0,25,25,0.825,1.96,4.72,0.415,0.486,-0.07
203082,Terrence Ross,1610612761,TOR,F-G,25.0,72,71,0.603,2.01,4.68,0.43,0.478,-0.048
201949,James Johnson,1610612761,TOR,F,29.0,56,52,0.673,1.71,3.93,0.436,0.489,-0.053
1626181,Norman Powell,1610612761,TOR,G,23.0,38,36,0.609,1.58,3.82,0.414,0.476,-0.062
201574,Jason Thompson,1610612761,TOR,F-C,29.0,44,42,0.831,1.89,3.68,0.512,0.487,0.026
1626153,Delon Wright,1610612761,TOR,G,24.0,18,13,0.587,0.94,2.06,0.459,0.467,-0.007
203461,Anthony Bennett,1610612761,TOR,F,23.0,12,7,0.567,1.08,1.42,0.765,0.486,0.278
