close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
1627733,Dragan Bender,1610612756,PHX,F,20.0,82,81,0.486,200,504,0.397,0.374,0.023
1628367,Josh Jackson,1610612756,PHX,G-F,21.0,77,77,0.459,134,332,0.404,0.376,0.028
203901,Elfrid Payton,1610612756,PHX,G,24.0,63,63,0.446,121,316,0.383,0.381,0.002
1627737,Marquese Chriss,1610612756,PHX,F,20.0,72,72,0.452,116,315,0.368,0.372,-0.004
203458,Alex Len,1610612756,PHX,C,25.0,69,62,0.38,121,312,0.388,0.371,0.017
1626164,Devin Booker,1610612756,PHX,G,21.0,54,53,0.494,119,311,0.383,0.372,0.011
203933,T.J. Warren,1610612756,PHX,F,24.0,65,63,0.51,98,303,0.323,0.371,-0.047
203584,Troy Daniels,1610612756,PHX,G,26.0,77,72,0.505,114,275,0.415,0.376,0.038
1627755,Tyler Ulis,1610612756,PHX,G,22.0,70,67,0.467,106,261,0.406,0.377,0.029
2199,Tyson Chandler,1610612756,PHX,C,35.0,46,45,0.399,91,222,0.41,0.38,0.029
201162,Jared Dudley,1610612756,PHX,F,32.0,45,38,0.487,50,128,0.391,0.362,0.029
1627863,Danuel House Jr.,1610612756,PHX,F-G,25.0,22,18,0.533,28,73,0.384,0.38,0.004
1627885,Shaquille Harrison,1610612756,PHX,G,24.0,22,20,0.474,24,72,0.333,0.373,-0.039
203477,Isaiah Canaan,1610612756,PHX,G,27.0,19,17,0.451,21,64,0.328,0.39,-0.062
1628409,Alec Peters,1610612756,PHX,F,23.0,16,13,0.488,17,40,0.425,0.372,0.053
1628432,Davon Reed,1610612756,PHX,G,23.0,21,18,0.493,13,37,0.351,0.359,-0.007
1627982,Josh Gray,1610612756,PHX,G,24.0,5,4,0.487,11,19,0.579,0.375,0.204
1626210,Alan Williams,1610612756,PHX,F-C,25.0,5,4,0.16,1,4,0.25,0.366,-0.116
