close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
1627751,Jakob Poeltl,1610612761,TOR,C,27.0,72,72,0.562,5.22,8.88,0.588,0.604,-0.016
1630567,Scottie Barnes,1610612761,TOR,F,21.0,77,77,0.529,4.69,7.9,0.594,0.599,-0.005
1627832,Fred VanVleet,1610612761,TOR,G,29.0,69,69,0.488,4.36,7.36,0.593,0.587,0.006
1627783,Pascal Siakam,1610612761,TOR,F,29.0,71,71,0.504,4.39,7.15,0.614,0.6,0.014
1628384,OG Anunoby,1610612761,TOR,F,25.0,67,67,0.456,2.82,5.22,0.54,0.6,-0.06
1630173,Precious Achiuwa,1610612761,TOR,F,23.0,55,54,0.524,3.04,5.16,0.588,0.602,-0.014
1631132,Christian Koloko,1610612761,TOR,C,23.0,55,53,0.58,2.11,4.07,0.518,0.6,-0.082
203490,Otto Porter Jr.,1610612761,TOR,F,30.0,8,7,0.552,2.75,4.0,0.688,0.582,0.106
1629018,Gary Trent Jr.,1610612761,TOR,G-F,24.0,66,66,0.454,2.23,3.77,0.59,0.584,0.006
1628449,Chris Boucher,1610612761,TOR,F-C,30.0,76,73,0.478,2.11,3.63,0.58,0.597,-0.017
201152,Thaddeus Young,1610612761,TOR,F,35.0,53,50,0.509,2.28,3.32,0.688,0.606,0.082
1627823,Juancho Hernangomez,1610612761,TOR,F,27.0,40,38,0.506,2.03,3.3,0.614,0.598,0.016
203115,Will Barton,1610612761,TOR,G,32.0,53,46,0.497,1.85,2.74,0.676,0.591,0.085
1630201,Malachi Flynn,1610612761,TOR,G,25.0,48,41,0.437,1.4,2.31,0.604,0.58,0.023
1630625,Dalano Banton,1610612761,TOR,F,23.0,28,24,0.466,1.14,1.93,0.593,0.594,-0.002
1630288,Jeff Dowtin Jr.,1610612761,TOR,G,26.0,21,16,0.429,1.0,1.71,0.583,0.581,0.002
1631199,Ron Harper Jr.,1610612761,TOR,F,23.0,6,4,0.636,0.5,1.17,0.429,0.487,-0.058
1630580,Joe Wieskamp,1610612761,TOR,G-F,23.0,8,3,0.211,0.0,0.5,0.0,0.602,-0.602
