group_set,player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
,201171,Carl Landry,,1610612755,PHI,32.0,6,2,4,0.333,10.0,0.263,0.375,0.235,0.0,0.0,1.0,1.0,0.5,0.125,0.2,0.0,0.0,0.0,0.0,0.0,0.143,0.333,0.421,312,326,127,330,326,54,28,107,209,275,1,1,32,279,178,287,1,237,200,1,133,44,17
,1626174,Christian Wood,,1610612755,PHI,20.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,404,408,31,408,420,390,342,379,209,275,299,312,270,356,370,287,1,237,200,1,427,326,359
,1882,Elton Brand,,1610612755,PHI,37.0,3,0,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,357,408,109,408,384,390,342,379,209,275,1,139,270,356,370,287,1,237,200,1,1,326,37
,203138,Hollis Thompson,,1610612755,PHI,25.0,30,3,27,0.1,90.0,0.093,0.19,0.108,0.529,0.228,0.065,0.111,0.143,0.141,0.141,0.0,0.04,0.167,0.0,0.1,0.169,0.059,0.201,107,293,433,404,120,314,168,295,20,139,264,230,177,260,263,287,157,158,200,249,186,305,145
,203477,Isaiah Canaan,,1610612755,PHI,25.0,29,4,25,0.138,81.0,0.169,0.095,0.178,0.3,0.378,0.171,0.132,0.063,0.043,0.048,0.227,0.217,0.25,0.333,0.25,0.153,0.111,0.132,117,270,425,401,135,168,278,178,76,40,154,209,242,351,363,118,327,105,70,327,152,243,239
,202397,Ish Smith,,1610612755,PHI,27.0,29,7,22,0.241,106.0,0.335,0.368,0.376,0.15,0.254,0.16,0.2,0.227,0.257,0.25,0.5,0.308,0.111,0.0,0.071,0.127,0.24,0.296,117,215,412,392,94,22,30,19,160,118,166,139,133,104,116,22,375,203,200,239,113,103,54
,1626143,Jahlil Okafor,,1610612755,PHI,20.0,16,2,14,0.125,41.0,0.187,0.3,0.242,0.0,0.0,0.222,0.143,0.571,0.167,0.28,0.0,0.118,0.0,0.0,0.5,0.107,0.222,0.255,222,326,298,403,214,140,67,104,209,275,115,196,28,214,94,287,224,237,200,404,89,120,86
,203924,Jerami Grant,,1610612755,PHI,22.0,29,4,25,0.138,67.0,0.153,0.051,0.128,0.1,0.033,0.381,0.455,0.167,0.188,0.185,0.286,0.13,0.0,0.667,0.6,0.237,0.37,0.119,117,270,425,401,161,196,325,258,186,267,41,23,161,190,199,83,242,237,18,422,288,37,257
,203088,Kendall Marshall,,1610612755,PHI,24.0,2,0,2,0.0,4.0,0.167,0.0,0.111,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.25,0.0,0.0,374,408,75,408,376,171,342,282,209,187,299,312,270,356,370,102,423,237,200,1,299,326,359
,203457,Nerlens Noel,,1610612755,PHI,22.0,24,4,20,0.167,86.0,0.182,0.319,0.159,0.0,0.0,0.321,0.293,0.263,0.25,0.254,0.071,0.233,0.444,0.286,0.111,0.237,0.286,0.295,163,270,395,399,126,148,54,204,209,275,54,73,117,108,115,256,339,34,95,254,288,73,55
,203917,Nik Stauskas,,1610612755,PHI,22.0,21,2,19,0.095,39.0,0.127,0.045,0.147,0.2,0.28,0.182,0.176,0.0,0.19,0.143,0.091,0.083,0.0,0.333,0.167,0.129,0.238,0.099,188,326,379,405,220,248,332,221,127,99,146,163,270,186,252,233,189,237,70,285,116,106,286
,1626158,Richaun Holmes,,1610612755,PHI,22.0,4,1,3,0.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339,362,109,380,389,390,342,379,209,275,299,312,270,356,370,287,1,237,200,1,1,326,359
,203496,Robert Covington,,1610612755,PHI,25.0,26,2,24,0.077,100.0,0.211,0.1,0.197,0.154,0.309,0.22,0.212,0.118,0.299,0.262,0.111,0.323,0.2,0.0,0.286,0.342,0.205,0.136,144,326,422,406,105,105,268,154,159,84,120,131,195,71,108,209,379,139,200,351,391,131,229
,204456,T.J. McConnell,,1610612755,PHI,24.0,21,1,20,0.048,32.0,0.149,0.182,0.184,0.0,0.133,0.059,0.065,0.0,0.222,0.154,0.857,0.231,0.6,0.0,0.0,0.176,0.063,0.122,188,362,395,407,238,203,176,170,209,216,268,279,270,147,241,8,335,11,200,1,194,297,254
