player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,plus_minus,nba_fantasy_pts,dd2,td3,wnba_fantasy_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,fgm_rank,fga_rank,fg_pct_rank,fg3m_rank,fg3a_rank,fg3_pct_rank,ftm_rank,fta_rank,ft_pct_rank,oreb_rank,dreb_rank,reb_rank,ast_rank,tov_rank,stl_rank,blk_rank,blka_rank,pf_rank,pfd_rank,pts_rank,plus_minus_rank,nba_fantasy_pts_rank,dd2_rank,td3_rank,wnba_fantasy_pts_rank
201171,Carl Landry,Carl,1610612755,PHI,32.0,6,2,4,0.333,1.6,0.5,0.7,0.75,0.0,0.0,0.0,0.3,0.3,1.0,0.2,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.3,0.3,1.7,0,0,1.7,312,326,285,330,329,93,200,33,209,275,209,137,175,1,115,301,242,287,282,237,200,206,330,229,130,162,228,190,13,221
1626174,Christian Wood,Christian,1610612755,PHI,20.0,1,0,1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0,0,0.0,404,408,363,408,414,342,379,342,209,275,209,299,312,299,270,356,370,287,282,237,200,206,4,326,359,327,400,190,13,400
1882,Elton Brand,Elton,1610612755,PHI,37.0,3,0,3,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-3.3,0.3,1,0,0.3,357,408,311,408,374,342,379,342,209,275,209,137,175,1,270,356,370,287,282,237,200,206,375,326,318,426,384,125,13,385
203138,Hollis Thompson,Hollis,1610612755,PHI,25.0,30,3,27,0.1,3.0,0.4,0.6,0.647,0.3,0.4,0.692,0.1,0.2,0.333,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.1,1.1,-1.9,1.6,0,0,1.8,107,293,3,404,183,159,229,53,21,107,18,285,250,295,218,218,225,287,272,220,200,186,145,313,156,386,246,190,13,204
203477,Isaiah Canaan,Isaiah,1610612755,PHI,25.0,29,4,25,0.138,2.8,0.1,0.8,0.174,0.1,0.6,0.176,0.2,0.2,0.857,0.0,0.1,0.1,0.2,0.2,0.0,0.1,0.1,0.3,0.1,0.6,-3.2,1.1,0,0,1.2,117,270,7,401,209,290,170,323,117,65,186,196,223,107,258,351,364,151,103,216,121,124,213,258,265,425,304,190,13,287
202397,Ish Smith,Ish,1610612755,PHI,27.0,29,7,22,0.241,3.6,0.9,2.3,0.373,0.1,0.6,0.188,0.3,0.5,0.571,0.2,0.6,0.8,0.7,0.3,0.0,0.0,0.0,0.3,0.4,2.1,-1.4,3.9,7,0,3.7,117,215,20,392,90,31,17,217,117,72,178,164,133,249,112,68,82,24,46,216,200,182,213,99,52,367,56,49,13,54
1626143,Jahlil Okafor,Jahlil,1610612755,PHI,20.0,16,2,14,0.125,2.5,0.4,0.9,0.4,0.0,0.0,0.0,0.1,0.1,1.0,0.3,0.2,0.4,0.0,0.1,0.0,0.0,0.1,0.2,0.1,0.9,-3.1,1.3,7,0,1.3,222,326,125,403,235,153,144,186,209,275,209,259,288,1,73,290,192,287,159,237,200,134,316,268,200,424,289,49,13,275
203924,Jerami Grant,Jerami,1610612755,PHI,22.0,29,4,25,0.138,2.3,0.1,0.4,0.167,0.0,0.0,1.0,0.3,0.5,0.533,0.0,0.3,0.3,0.2,0.1,0.0,0.2,0.1,0.5,0.3,0.4,-2.6,1.7,2,0,1.4,117,270,7,401,261,326,293,324,188,268,1,164,121,256,258,212,238,121,182,237,33,87,103,124,290,412,235,103,13,258
203088,Kendall Marshall,Kendall,1610612755,PHI,24.0,2,0,2,0.0,1.9,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.3,0,0,0.5,374,408,329,408,299,342,251,342,209,80,209,299,312,299,270,356,370,33,5,237,200,206,73,326,359,94,390,190,13,364
203457,Nerlens Noel,Nerlens,1610612755,PHI,22.0,24,4,20,0.167,3.6,0.6,0.9,0.682,0.0,0.0,0.0,0.4,0.5,0.75,0.2,0.5,0.8,0.1,0.3,0.2,0.1,0.0,0.6,0.4,1.6,-2.8,3.1,7,0,3.0,163,270,36,399,98,74,148,44,209,275,209,126,122,171,96,89,89,235,36,42,100,164,43,97,97,416,99,49,13,96
