close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,d_fgm,d_fga,d_fg_pct,normal_fg_pct,pct_plusminus
1628970,Miles Bridges,1610612766,CHA,F,24.0,80,80,1.0,7.14,15.75,0.453,0.466,-0.013
203486,Mason Plumlee,1610612766,CHA,F-C,32.0,73,73,1.0,6.74,14.18,0.475,0.489,-0.014
1626179,Terry Rozier,1610612766,CHA,G,28.0,73,73,1.0,6.03,12.32,0.489,0.458,0.031
1629023,P.J. Washington,1610612766,CHA,F,23.0,65,65,1.0,5.71,12.22,0.467,0.474,-0.007
1626149,Montrezl Harrell,1610612766,CHA,F-C,28.0,71,71,1.0,5.2,11.41,0.456,0.48,-0.025
1630163,LaMelo Ball,1610612766,CHA,G,20.0,75,75,1.0,5.0,10.71,0.467,0.456,0.011
1628998,Cody Martin,1610612766,CHA,F,26.0,71,71,1.0,4.92,10.38,0.474,0.454,0.019
1626162,Kelly Oubre Jr.,1610612766,CHA,F-G,26.0,76,76,1.0,4.79,9.78,0.49,0.459,0.031
202330,Gordon Hayward,1610612766,CHA,F,32.0,49,49,1.0,4.49,9.53,0.471,0.464,0.007
1629667,Jalen McDaniels,1610612766,CHA,F-C,24.0,51,51,1.0,4.1,8.96,0.457,0.455,0.003
202738,Isaiah Thomas,1610612766,CHA,G,33.0,20,20,1.0,2.0,5.0,0.4,0.447,-0.047
1630550,JT Thor,1610612766,CHA,F,19.0,29,29,1.0,2.24,4.72,0.474,0.439,0.036
1630547,James Bouknight,1610612766,CHA,G,21.0,25,25,1.0,2.6,4.48,0.58,0.431,0.15
1630208,Nick Richards,1610612766,CHA,C,24.0,46,46,1.0,2.07,4.35,0.475,0.483,-0.008
1630539,Kai Jones,1610612766,CHA,C-F,21.0,12,12,1.0,1.08,2.0,0.542,0.435,0.106
1630575,Scottie Lewis,1610612766,CHA,G,22.0,1,1,1.0,1.0,1.0,1.0,0.495,0.505
1629083,Arnoldas Kulboka,1610612766,CHA,F,24.0,1,1,1.0,1.0,1.0,1.0,0.538,0.462
