close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
1626157,Karl-Anthony Towns,1610612750,MIN,C-F,28.0,62,62,0.48,2.47,6.5,0.38,0.371,0.009
203497,Rudy Gobert,1610612750,MIN,C,32.0,76,76,0.341,2.36,6.46,0.365,0.366,-0.002
1630162,Anthony Edwards,1610612750,MIN,G,22.0,79,79,0.498,1.85,5.44,0.34,0.374,-0.034
1630183,Jaden McDaniels,1610612750,MIN,F,23.0,72,70,0.429,1.86,5.24,0.355,0.384,-0.028
201144,Mike Conley,1610612750,MIN,G,36.0,76,76,0.456,1.55,4.51,0.344,0.376,-0.032
203937,Kyle Anderson,1610612750,MIN,F-G,30.0,79,76,0.446,1.35,3.94,0.344,0.374,-0.03
1629675,Naz Reid,1610612750,MIN,C-F,24.0,81,80,0.391,1.44,3.8,0.38,0.372,0.008
1629638,Nickeil Alexander-Walker,1610612750,MIN,G,25.0,82,80,0.408,1.32,3.71,0.355,0.375,-0.02
1628420,Monté Morris,1610612750,MIN,G,29.0,32,27,0.376,0.69,2.0,0.344,0.365,-0.021
1629162,Jordan McLaughlin,1610612750,MIN,G,28.0,52,42,0.448,0.75,1.73,0.433,0.375,0.059
1630568,Luka Garza,1610612750,MIN,C,25.0,19,11,0.328,0.32,1.05,0.3,0.352,-0.052
1631111,Wendell Moore Jr.,1610612750,MIN,G,22.0,15,10,0.636,0.4,0.93,0.429,0.356,0.073
203933,T.J. Warren,1610612750,MIN,F,30.0,9,4,0.333,0.11,0.89,0.125,0.338,-0.213
1631169,Josh Minott,1610612750,MIN,F,21.0,22,13,0.425,0.32,0.77,0.412,0.315,0.097
1630227,Daishen Nix,1610612750,MIN,G,22.0,3,2,0.25,0.0,0.67,0.0,0.334,-0.334
1631159,Leonard Miller,1610612750,MIN,F,20.0,11,4,0.278,0.18,0.45,0.4,0.307,0.093
