player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,usg_pct,pct_fgm,pct_fga,pct_fg3m,pct_fg3a,pct_ftm,pct_fta,pct_oreb,pct_dreb,pct_reb,pct_ast,pct_tov,pct_stl,pct_blk,pct_blka,pct_pf,pct_pfd,pct_pts,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,usg_pct_rank,pct_fgm_rank,pct_fga_rank,pct_fg3m_rank,pct_fg3a_rank,pct_ftm_rank,pct_fta_rank,pct_oreb_rank,pct_dreb_rank,pct_reb_rank,pct_ast_rank,pct_tov_rank,pct_stl_rank,pct_blk_rank,pct_blka_rank,pct_pf_rank,pct_pfd_rank,pct_pts_rank
101139,CJ Miles,CJ,1610612754,IND,29.0,26,11,15,0.423,46.0,0.138,0.111,0.17,0.333,0.387,0.125,0.109,0.2,0.125,0.143,0.118,0.0,0.111,0.167,0.167,0.148,0.095,0.127,144,157,313,277,201,225,256,185,59,36,198,234,146,279,252,204,1,203,142,285,147,254,247
201588,George Hill,George,1610612754,IND,30.0,47,27,20,0.574,178.0,0.099,0.101,0.11,0.231,0.17,0.055,0.066,0.1,0.112,0.109,0.102,0.095,0.135,0.048,0.136,0.132,0.117,0.097,5,8,395,125,13,308,267,292,114,185,272,277,211,299,306,220,205,188,194,274,121,240,289
203922,Glenn Robinson III,Glenn,1610612754,IND,22.0,6,5,1,0.833,7.0,0.2,0.333,0.273,1.0,0.5,0.111,0.154,1.0,0.167,0.286,0.0,0.0,0.0,0.0,0.5,0.25,0.143,0.273,312,252,31,38,356,115,38,72,1,11,221,182,1,214,88,287,1,237,200,404,299,206,72
101133,Ian Mahinmi,Ian,1610612754,IND,29.0,40,23,17,0.575,119.0,0.137,0.118,0.091,0.0,0.0,0.222,0.33,0.481,0.235,0.296,0.079,0.148,0.292,0.571,0.071,0.411,0.263,0.142,28,19,341,124,73,232,248,317,209,275,115,55,47,133,82,247,261,88,32,239,403,83,222
1626202,Joe Young,Joe,1610612754,IND,24.0,2,1,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374,362,31,188,416,390,342,379,209,275,299,312,270,356,370,287,1,237,200,1,1,326,359
201941,Jordan Hill,Jordan,1610612754,IND,28.0,28,12,16,0.429,68.0,0.188,0.208,0.2,0.0,0.029,0.103,0.093,0.647,0.263,0.382,0.0,0.235,0.0,0.2,0.0,0.206,0.063,0.168,128,144,324,269,160,139,139,144,209,268,233,250,21,98,31,287,340,237,131,1,245,297,187
202730,Lavoy Allen,Lavoy,1610612754,IND,27.0,26,14,12,0.538,67.0,0.065,0.063,0.084,0.0,0.0,0.0,0.0,0.077,0.317,0.259,0.143,0.059,0.222,0.5,0.25,0.256,0.029,0.041,144,119,264,161,163,364,314,326,209,275,299,312,234,65,111,177,171,128,37,327,321,320,354
101145,Monta Ellis,Monta,1610612754,IND,30.0,50,28,22,0.56,205.0,0.288,0.295,0.287,0.212,0.257,0.287,0.268,0.043,0.177,0.142,0.443,0.388,0.184,0.12,0.148,0.138,0.269,0.286,2,4,412,139,2,42,73,59,126,117,74,89,264,205,262,46,412,153,164,283,127,79,59
1626167,Myles Turner,Myles,1610612754,IND,20.0,26,15,11,0.577,84.0,0.167,0.241,0.187,0.111,0.054,0.103,0.139,0.333,0.208,0.239,0.154,0.059,0.0,0.273,0.25,0.311,0.164,0.189,144,109,251,120,132,170,106,165,176,258,233,203,84,166,135,171,171,237,101,327,369,187,159
202331,Paul George,Paul,1610612754,IND,26.0,51,28,23,0.549,212.0,0.309,0.303,0.328,0.424,0.4,0.372,0.323,0.063,0.231,0.187,0.243,0.275,0.333,0.16,0.423,0.168,0.323,0.332,1,4,418,151,1,32,65,37,42,31,43,58,242,136,198,113,364,52,152,394,185,57,40
1626176,Rakeem Christmas,Rakeem,1610612754,IND,24.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,362,1,1,417,390,342,379,209,275,299,312,270,356,370,287,1,237,200,1,1,326,359
201155,Rodney Stuckey,Rodney,1610612754,IND,30.0,12,6,6,0.5,37.0,0.157,0.207,0.161,0.2,0.2,0.308,0.217,0.333,0.222,0.25,0.167,0.083,0.167,0.0,0.0,0.0,0.19,0.224,257,235,174,188,222,189,142,200,127,156,60,126,84,147,116,153,189,158,200,1,1,152,116
203963,Shayne Whittington,Shayne,1610612754,IND,25.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,362,1,1,417,390,342,379,209,275,299,312,270,356,370,287,1,237,200,1,1,326,359
203524,Solomon Hill,Solomon,1610612754,IND,25.0,22,10,12,0.455,44.0,0.106,0.115,0.118,0.167,0.174,0.217,0.167,0.273,0.219,0.233,0.267,0.0,0.333,0.0,0.0,0.265,0.12,0.148,182,176,264,252,207,298,252,273,145,180,122,171,112,153,138,96,1,52,200,1,330,233,210
201951,Ty Lawson,Ty,1610612754,IND,28.0,10,5,5,0.5,41.0,0.144,0.105,0.167,0.0,0.094,0.114,0.087,0.2,0.094,0.119,0.429,0.222,0.333,0.0,0.4,0.227,0.088,0.101,277,252,153,188,212,210,264,188,209,234,218,259,146,327,289,47,331,52,200,390,277,260,280
