player_id,player,nickname,team_id,team,age,gp,w,l,w_pct,min,e_off_rating,off_rating,sp_work_off_rating,e_def_rating,def_rating,sp_work_def_rating,e_net_rating,net_rating,sp_work_net_rating,ast_pct,ast_to,ast_ratio,oreb_pct,dreb_pct,reb_pct,tm_tov_pct,e_tov_pct,efg_pct,ts_pct,usg_pct,e_usg_pct,e_pace,pace,pace_per40,sp_work_pace,pie,poss,fgm,fga,fgm_pg,fga_pg,fg_pct,gp_rank,w_rank,l_rank,w_pct_rank,min_rank,e_off_rating_rank,off_rating_rank,sp_work_off_rating_rank,e_def_rating_rank,def_rating_rank,sp_work_def_rating_rank,e_net_rating_rank,net_rating_rank,sp_work_net_rating_rank,ast_pct_rank,ast_to_rank,ast_ratio_rank,oreb_pct_rank,dreb_pct_rank,reb_pct_rank,tm_tov_pct_rank,e_tov_pct_rank,efg_pct_rank,ts_pct_rank,usg_pct_rank,e_usg_pct_rank,e_pace_rank,pace_rank,sp_work_pace_rank,pie_rank,fgm_rank,fga_rank,fgm_pg_rank,fga_pg_rank,fg_pct_rank
101139,CJ Miles,CJ,1610612754,IND,29.0,26,11,15,0.423,1.8,104.2,101.7,101.7,100.0,96.3,96.3,4.3,5.4,5.4,0.063,0.0,10.0,0.034,0.082,0.056,0.0,0.0,0.00333,0.00425,0.138,0.143,112.65,116.15,96.8,116.15,0.055,116,4,15,0.2,0.6,0.267,144,157,313,277,315,226,214,214,143,140,140,170,156,156,216,238,197,169,273,264,1,1,277,282,225,233,51,65,65,253,197,163,276,227,296
201588,George Hill,George,1610612754,IND,30.0,47,27,20,0.574,3.8,98.8,98.2,98.2,105.2,103.8,103.8,-6.4,-5.7,-5.7,0.056,1.5,12.2,0.02,0.07,0.043,0.08199999999999999,0.083,0.00441,0.00469,0.099,0.102,99.65,100.65,83.87,100.65,0.038,380,12,34,0.3,0.7,0.353,5,8,395,125,68,287,274,274,216,241,241,258,269,269,228,97,167,221,303,317,267,267,198,256,308,310,215,266,266,280,100,82,213,183,240
203922,Glenn Robinson III,Glenn,1610612754,IND,22.0,6,5,1,0.833,1.1,131.6,115.8,115.8,91.1,78.6,78.6,40.5,37.2,37.2,0.0,0.0,0.0,0.167,0.167,0.167,0.0,0.0,0.008329999999999999,0.00773,0.2,0.219,105.37,120.73,100.61,120.73,0.196,19,2,3,0.3,0.5,0.667,312,252,31,38,376,32,52,52,80,50,50,35,37,37,287,238,287,14,93,29,1,1,31,46,115,106,94,55,55,42,249,296,171,251,45
101133,Ian Mahinmi,Ian,1610612754,IND,29.0,40,23,17,0.575,3.0,102.3,99.2,99.2,97.8,98.8,98.8,4.5,0.4,0.4,0.045,0.75,7.3,0.105,0.148,0.127,0.098,0.102,0.00529,0.00525,0.137,0.14,98.07,99.02,82.52,99.02,0.059,241,9,17,0.2,0.4,0.529,28,19,341,124,182,257,264,264,120,162,162,168,195,195,254,193,234,51,135,78,290,298,121,201,232,238,263,303,303,245,126,152,236,291,89
1626202,Joe Young,Joe,1610612754,IND,24.0,2,1,1,0.5,0.2,200.0,100.0,100.0,227.3,100.0,100.0,-27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.45,165.52,137.93,165.52,0.0,2,0,0,0.0,0.0,0.0,374,362,31,188,419,1,232,232,433,171,171,363,198,198,287,238,287,270,356,370,1,1,342,359,390,391,416,22,22,329,342,379,342,379,342
201941,Jordan Hill,Jordan,1610612754,IND,28.0,28,12,16,0.429,2.4,98.6,97.9,97.9,113.4,106.0,106.0,-14.8,-8.2,-8.2,0.0,0.0,0.0,0.139,0.156,0.147,0.133,0.134,0.00417,0.00446,0.188,0.191,92.54,95.96,79.96,95.96,0.07,140,10,24,0.4,0.9,0.417,128,144,324,269,244,290,277,277,282,266,266,323,292,292,287,238,287,28,111,55,350,349,223,271,139,147,368,370,370,224,111,111,164,157,176
202730,Lavoy Allen,Lavoy,1610612754,IND,27.0,26,14,12,0.538,2.6,110.9,107.4,107.4,109.5,106.1,106.1,1.4,1.3,1.3,0.067,3.0,23.1,0.015,0.194,0.105,0.077,0.077,0.00333,0.00333,0.065,0.069,93.4,96.45,80.37,96.45,0.046,136,3,9,0.1,0.3,0.333,144,119,264,161,231,158,152,152,250,267,267,191,184,184,209,26,56,235,71,117,244,248,277,324,364,363,359,359,359,266,223,217,304,314,255
101145,Monta Ellis,Monta,1610612754,IND,30.0,50,28,22,0.56,4.1,101.7,100.9,100.9,103.4,102.1,102.1,-1.6,-1.2,-1.2,0.316,1.63,17.8,0.009,0.114,0.058,0.109,0.111,0.00445,0.005180000000000001,0.288,0.294,99.25,100.25,83.54,100.25,0.146,436,41,100,0.8,2.0,0.41,2,4,412,139,41,263,225,225,190,220,220,221,223,223,41,94,90,263,195,260,312,313,194,208,42,43,228,277,277,84,9,9,36,27,182
1626167,Myles Turner,Myles,1610612754,IND,20.0,26,15,11,0.577,3.2,95.2,95.1,95.1,103.1,97.6,97.6,-7.8,-2.5,-2.5,0.098,4.0,10.3,0.059,0.134,0.093,0.026000000000000002,0.026000000000000002,0.00482,0.00502,0.167,0.168,99.05,101.68,84.74,101.68,0.08,184,13,28,0.5,1.1,0.464,144,109,251,120,149,324,294,294,185,149,149,268,232,232,161,11,194,119,161,156,160,160,169,225,170,184,238,245,245,197,88,102,93,106,136
202331,Paul George,Paul,1610612754,IND,26.0,51,28,23,0.549,4.2,101.6,100.9,100.9,104.7,103.9,103.9,-3.0,-3.0,-3.0,0.168,1.21,9.7,0.013,0.146,0.076,0.08,0.08,0.00432,0.00519,0.309,0.321,99.19,99.89,83.24,99.89,0.159,448,44,118,0.9,2.3,0.373,1,4,418,151,34,265,226,226,210,242,242,229,239,239,92,126,206,244,143,206,260,259,210,206,32,30,230,288,288,70,4,3,30,16,218
1626176,Rakeem Christmas,Rakeem,1610612754,IND,24.0,1,1,0,1.0,0.4,200.0,100.0,100.0,0.0,0.0,0.0,200.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.83,115.66,96.39,115.66,0.0,2,0,0,0.0,0.0,0.0,404,362,1,1,409,1,232,232,1,1,1,1,4,4,287,238,287,270,356,370,1,1,342,359,390,391,427,70,70,329,342,379,342,379,342
201155,Rodney Stuckey,Rodney,1610612754,IND,30.0,12,6,6,0.5,3.0,105.4,101.3,101.3,126.1,126.1,126.1,-20.7,-24.8,-24.8,0.087,2.0,13.3,0.065,0.111,0.09,0.067,0.07,0.00722,0.00759,0.157,0.156,92.58,94.46,78.72,94.46,0.178,75,6,9,0.5,0.8,0.667,257,235,174,188,173,217,219,219,376,402,402,343,367,367,178,64,148,108,199,168,215,226,52,50,189,206,366,390,390,49,164,217,93,174,45
203963,Shayne Whittington,Shayne,1610612754,IND,25.0,1,1,0,1.0,0.4,200.0,100.0,100.0,0.0,0.0,0.0,200.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.83,115.66,96.39,115.66,0.0,2,0,0,0.0,0.0,0.0,404,362,1,1,409,1,232,232,1,1,1,1,4,4,287,238,287,270,356,370,1,1,342,359,390,391,427,70,70,329,342,379,342,379,342
203524,Solomon Hill,Solomon,1610612754,IND,25.0,22,10,12,0.455,2.0,97.8,89.0,89.0,101.9,106.2,106.2,-4.1,-17.2,-17.2,0.174,0.0,26.7,0.063,0.132,0.099,0.0,0.0,0.00438,0.005639999999999999,0.106,0.113,99.77,101.96,84.97,101.96,0.118,91,3,8,0.1,0.4,0.375,182,176,264,252,292,296,339,339,172,269,269,234,341,341,86,238,42,109,165,142,1,1,203,156,298,292,213,233,233,126,223,226,292,308,209
201951,Ty Lawson,Ty,1610612754,IND,28.0,10,5,5,0.5,4.1,99.7,94.0,94.0,93.2,95.0,95.0,6.5,-1.0,-1.0,0.176,1.5,17.6,0.045,0.055,0.051,0.11800000000000001,0.11900000000000001,0.002,0.0034000000000000002,0.144,0.154,93.87,95.77,79.81,95.77,0.013,84,2,10,0.2,1.0,0.2,277,252,153,188,40,279,307,307,91,129,129,159,218,218,84,97,92,142,329,286,327,328,328,319,210,209,351,374,374,320,249,204,243,116,319
