close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_lt_06,fga_lt_06,lt_06_pct,ns_lt_06_pct,plusminus
1628401,Derrick White,1610612738,BOS,G,27.0,75,73,0.395,209,372,0.562,0.634,-0.073
1628369,Jayson Tatum,1610612738,BOS,F-G,24.0,76,75,0.379,192,343,0.56,0.625,-0.066
201143,Al Horford,1610612738,BOS,C-F,36.0,69,66,0.32,182,332,0.548,0.631,-0.083
1629684,Grant Williams,1610612738,BOS,F,23.0,77,72,0.332,177,287,0.617,0.629,-0.013
1627759,Jaylen Brown,1610612738,BOS,G-F,25.0,66,62,0.343,172,279,0.616,0.629,-0.013
1629057,Robert Williams III,1610612738,BOS,C-F,24.0,61,58,0.298,127,245,0.518,0.631,-0.112
1628464,Daniel Theis,1610612738,BOS,F-C,30.0,47,46,0.386,139,220,0.632,0.644,-0.012
203935,Marcus Smart,1610612738,BOS,G,28.0,71,66,0.285,138,215,0.642,0.624,0.018
1630202,Payton Pritchard,1610612738,BOS,G,24.0,66,52,0.351,70,113,0.619,0.602,0.017
1630174,Aaron Nesmith,1610612738,BOS,G-F,22.0,51,37,0.364,47,79,0.595,0.581,0.014
202683,Enes Freedom,1610612738,BOS,C,30.0,35,28,0.247,36,66,0.545,0.631,-0.085
1629103,Kelan Martin,1610612738,BOS,F,26.0,29,24,0.365,48,62,0.774,0.63,0.144
1628436,Luke Kornet,1610612738,BOS,C-F,26.0,12,8,0.343,11,23,0.478,0.633,-0.155
203953,Jabari Parker,1610612738,BOS,F,27.0,12,9,0.339,13,21,0.619,0.637,-0.018
1630573,Sam Hauser,1610612738,BOS,F,24.0,16,8,0.279,3,12,0.25,0.631,-0.381
1630271,Brodric Thomas,1610612738,BOS,G,25.0,6,4,0.455,3,5,0.6,0.55,0.05
1629752,Juwan Morgan,1610612738,BOS,F,25.0,2,2,0.25,3,4,0.75,0.625,0.125
203917,Nik Stauskas,1610612738,BOS,G,28.0,5,3,0.235,4,4,1.0,0.601,0.399
1630238,Malik Fitts,1610612738,BOS,F,24.0,11,3,0.125,3,3,1.0,0.61,0.39
