close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fgm_gt_15,fga_gt_15,gt_15_pct,ns_gt_15_pct,plusminus
1627827,Dorian Finney-Smith,1610612742,DAL,F,29.0,80,80,0.467,182,513,0.355,0.371,-0.016
1628973,Jalen Brunson,1610612742,DAL,G,25.0,79,79,0.522,143,412,0.347,0.361,-0.014
1629029,Luka Dončić,1610612742,DAL,F-G,23.0,65,65,0.424,135,384,0.352,0.362,-0.011
203915,Spencer Dinwiddie,1610612742,DAL,G,29.0,67,66,0.492,124,354,0.35,0.361,-0.011
203939,Dwight Powell,1610612742,DAL,F-C,30.0,82,79,0.356,118,338,0.349,0.365,-0.016
1628467,Maxi Kleber,1610612742,DAL,F,30.0,59,56,0.431,92,295,0.312,0.357,-0.045
203493,Reggie Bullock Jr.,1610612742,DAL,G-F,31.0,68,65,0.387,76,241,0.315,0.367,-0.051
203501,Tim Hardaway Jr.,1610612742,DAL,G-F,30.0,42,41,0.446,64,179,0.358,0.356,0.002
1630182,Josh Green,1610612742,DAL,G,21.0,61,55,0.458,48,147,0.327,0.366,-0.039
1628425,Sterling Brown,1610612742,DAL,G-F,27.0,46,38,0.434,44,108,0.407,0.347,0.06
1628373,Frank Ntilikina,1610612742,DAL,G,23.0,51,40,0.422,29,105,0.276,0.369,-0.092
202722,Dāvis Bertāns,1610612742,DAL,F,29.0,56,45,0.366,40,105,0.381,0.357,0.024
203504,Trey Burke,1610612742,DAL,G,29.0,33,29,0.504,28,68,0.412,0.35,0.062
1627737,Marquese Chriss,1610612742,DAL,F,24.0,32,26,0.383,20,67,0.299,0.357,-0.059
1626246,Boban Marjanović,1610612742,DAL,C,33.0,20,17,0.435,18,37,0.486,0.346,0.141
1629033,Theo Pinson,1610612742,DAL,G-F,26.0,14,12,0.468,7,29,0.241,0.351,-0.11
202688,Brandon Knight,1610612742,DAL,G,30.0,4,4,0.529,3,9,0.333,0.387,-0.053
1630589,Moses Wright,1610612742,DAL,F,23.0,3,2,0.5,1,3,0.333,0.383,-0.05
1628994,George King,1610612742,DAL,F-G,28.0,4,3,0.273,0,3,0.0,0.273,-0.273
1630647,Eugene Omoruyi,1610612742,DAL,F,25.0,2,2,0.6,1,3,0.333,0.358,-0.025
