close_def_person_id,player,team_id,team,player_position,age,gp,g,freq,fg2m,fg2a,fg2_pct,ns_fg2_pct,plusminus
1626172,Kevon Looney,1610612744,GSW,F,27.0,13,13,0.809,7.15,14.31,0.5,0.58,-0.08
203110,Draymond Green,1610612744,GSW,F,33.0,12,12,0.649,5.08,10.0,0.508,0.574,-0.066
203952,Andrew Wiggins,1610612744,GSW,F,28.0,13,13,0.565,4.38,8.38,0.523,0.573,-0.05
201939,Stephen Curry,1610612744,GSW,G,35.0,13,13,0.688,4.77,8.31,0.574,0.563,0.011
1631116,Patrick Baldwin Jr.,1610612744,GSW,F,20.0,1,1,1.0,3.0,8.0,0.375,0.462,-0.087
202691,Klay Thompson,1610612744,GSW,G,33.0,13,13,0.719,3.0,7.08,0.424,0.566,-0.143
1628978,Donte DiVincenzo,1610612744,GSW,G,26.0,13,13,0.67,2.38,4.85,0.492,0.56,-0.068
1629673,Jordan Poole,1610612744,GSW,G,24.0,13,13,0.646,2.92,4.77,0.613,0.56,0.053
1630541,Moses Moody,1610612744,GSW,G,21.0,12,12,0.662,2.5,3.92,0.638,0.562,0.077
1627780,Gary Payton II,1610612744,GSW,G,30.0,12,12,0.583,1.92,3.5,0.548,0.554,-0.006
203210,JaMychal Green,1610612744,GSW,F-C,33.0,5,5,0.682,1.2,3.0,0.4,0.569,-0.169
1630237,Anthony Lamb,1610612744,GSW,F,25.0,6,6,0.8,0.83,2.67,0.313,0.522,-0.209
1630228,Jonathan Kuminga,1610612744,GSW,F,20.0,9,6,0.519,1.0,1.56,0.643,0.533,0.11
