close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fgm_lt_10,fga_lt_10,lt_10_pct,ns_lt_10_pct,plusminus
204001,Kristaps Porziņģis,1610612752,NYK,F,21.0,66,66,0.53,294,587,0.501,0.563,-0.062
1626195,Willy Hernangomez,1610612752,NYK,C,23.0,72,68,0.669,241,432,0.558,0.562,-0.004
203124,Kyle O'Quinn,1610612752,NYK,C-F,27.0,79,74,0.619,184,376,0.489,0.561,-0.072
201149,Joakim Noah,1610612752,NYK,C,32.0,46,45,0.618,164,289,0.567,0.572,-0.005
2546,Carmelo Anthony,1610612752,NYK,F,33.0,74,71,0.358,156,265,0.589,0.571,0.018
201584,Courtney Lee,1610612752,NYK,G,31.0,77,74,0.329,162,240,0.675,0.564,0.111
201565,Derrick Rose,1610612752,NYK,G,28.0,64,63,0.337,129,227,0.568,0.553,0.016
203200,Justin Holiday,1610612752,NYK,G,28.0,82,74,0.337,114,186,0.613,0.56,0.053
1627758,Ron Baker,1610612752,NYK,G,24.0,48,40,0.418,59,123,0.48,0.547,-0.068
1627851,Mindaugas Kuzminskas,1610612752,NYK,F,27.0,64,48,0.354,64,99,0.646,0.561,0.085
202498,Lance Thomas,1610612752,NYK,F,29.0,45,33,0.275,39,74,0.527,0.569,-0.042
1626254,Maurice Ndour,1610612752,NYK,F,25.0,25,18,0.5,31,56,0.554,0.559,-0.005
1627850,Marshall Plumlee,1610612752,NYK,C,24.0,15,13,0.57,34,53,0.642,0.565,0.076
2756,Sasha Vujacic,1610612752,NYK,G,33.0,32,25,0.406,33,52,0.635,0.539,0.096
1626184,Chasson Randle,1610612752,NYK,G,24.0,24,17,0.325,25,40,0.625,0.547,0.078
