close_def_person_id,player,team_id,team,pos,age,gp,g,freq,fg3m,fg3a,fg3_pct,ns_fg3_pct,plusminus
204001,Kristaps Porziņģis,1610612752,NYK,F,21.0,66,66,0.268,1.5,4.5,0.333,0.351,-0.017
2546,Carmelo Anthony,1610612752,NYK,F,33.0,74,74,0.436,1.46,4.36,0.334,0.357,-0.022
201565,Derrick Rose,1610612752,NYK,G,28.0,64,64,0.392,1.39,4.13,0.337,0.359,-0.021
201584,Courtney Lee,1610612752,NYK,G,31.0,77,74,0.381,1.22,3.61,0.338,0.364,-0.026
202498,Lance Thomas,1610612752,NYK,F,29.0,45,40,0.513,1.09,3.07,0.355,0.347,0.008
203200,Justin Holiday,1610612752,NYK,G,28.0,82,75,0.433,1.05,2.91,0.36,0.362,-0.002
1627758,Ron Baker,1610612752,NYK,G,24.0,48,42,0.361,0.88,2.21,0.396,0.363,0.033
1626184,Chasson Randle,1610612752,NYK,G,24.0,24,20,0.374,0.88,1.92,0.457,0.362,0.094
1627851,Mindaugas Kuzminskas,1610612752,NYK,F,27.0,64,52,0.436,0.73,1.91,0.385,0.352,0.033
1627850,Marshall Plumlee,1610612752,NYK,C,24.0,15,9,0.258,0.4,1.6,0.25,0.36,-0.11
1626254,Maurice Ndour,1610612752,NYK,F,25.0,25,20,0.348,0.24,1.56,0.154,0.355,-0.201
2756,Sasha Vujacic,1610612752,NYK,G,33.0,32,21,0.367,0.59,1.47,0.404,0.368,0.036
201149,Joakim Noah,1610612752,NYK,C,32.0,46,32,0.141,0.57,1.43,0.394,0.358,0.036
1626195,Willy Hernangomez,1610612752,NYK,C,23.0,72,42,0.147,0.47,1.32,0.358,0.368,-0.01
203124,Kyle O'Quinn,1610612752,NYK,C-F,27.0,79,51,0.16,0.47,1.23,0.381,0.36,0.022
